,user_id,city
1342,rjALmdecsheExzD-6A_Aig,Phoenix
1344,KgE8HfXmQzwPyfsuppujZw,Phoenix
1345,pj7n1hmv5BsN0qh05KGMMA,Phoenix
1346,w6yuZmXRfDovAhVHqSKCOQ,Phoenix
1347,iwkoNii9w7LK2tNQJ6UCug,Phoenix
1348,iUsj8r9c_R1BBpPl4bBl2g,Phoenix
1349,v1gR0VO5uO1Xsw_gP7cWAw,Phoenix
1350,oaoisKLuKvo0ZntKrtX9sg,Phoenix
1351,wxRo1SHYciMVDuI2bws0cg,Phoenix
1352,FtD1tpYbZK30VgmvlvETtQ,Phoenix
1353,XRFj1Mphu4ss-PtiwaXkIw,Phoenix
1354,CzxAVaBhmP_TkLXWRNMQLQ,Phoenix
1355,1oEKFvvbC4XZod4ltSkXtQ,Phoenix
1356,6jETuuJYf6Txb2f6BdHA-A,Phoenix
1357,xEpB8_bERMqgnuVh0x489g,Phoenix
1360,oUst55rUuv2nKEQ0FgJ5GQ,Phoenix
1361,hrmbc3t8OCwS5rDEPd9YcQ,Phoenix
1362,zNiLlX7P8rzEGcsoVS1KDQ,Phoenix
1363,pfzBu9vrjxR1-y_tHL_-sQ,Phoenix
1365,0UI9KTPdtkwl9lMdMT-Sgg,Phoenix
1366,rNitRedBVm0husjm4FDjsw,Phoenix
1367,M0wGWSL8X8v91eoMuWsPgw,Phoenix
1368,2abm_8wxPxYtXmDUbvix9w,Phoenix
1369,zplozigXAVbeOIWY7WaOOA,Phoenix
1371,Vq1HFdnhKER48I9rYh0Y2w,Phoenix
1372,YmN9l3RWlAlvfXE10fYL_w,Phoenix
1373,TwOf4tXgPPMgCHWgRnDgjA,Phoenix
1374,1ksd36yzYzob06_9xjCqpA,Phoenix
1375,uF5V6WYHa38TJU9LFQyjFQ,Phoenix
1376,i4sJL6BrD3Vo7OVQOzek3w,Phoenix
1377,jkgGAMOsdnWsxnRfxn7dgQ,Phoenix
1378,ah4eUQ2qsyabQ4UNtFKAig,Phoenix
1379,QC4YBCGfg8QE_dyH2jsQRA,Phoenix
1380,gxVQZJVeKBUk7jEhSyqv-A,Phoenix
1381,8DGFWco9VeBAxjqsuh1aSw,Phoenix
1382,iewzhC6k2-VviJrUYa1hvQ,Phoenix
1383,V-BbqKqO8anwplGRx9Q5aQ,Phoenix
1384,ljyaEUwxIvXy_WAtOupVPg,Phoenix
1385,N-Sy8I9byR2Q2gTI99nKxQ,Phoenix
1386,eh8HoMbnjOgEaciF23UkjQ,Phoenix
1387,jGGQBoFA7P0A8jEcQRhCjA,Phoenix
1389,nDwxzgxiQ1oxNqf6G4tWQA,Phoenix
1390,8rpdggHrGQpX4CGmk-kmCQ,Phoenix
1391,21LUFyUVSElUQetPpTw_kw,Phoenix
1392,1dXK2P6B1sXd9MiKA8HDQg,Phoenix
1393,V1_9alnkOUv6RyZTLweFXg,Phoenix
1394,OugUvRaU_uUMOfJWNwk_0w,Phoenix
1395,AAqe0AQlqdBa2M5PGsuhGA,Phoenix
1396,NzLq-LyKl06FvbK4lY4fKQ,Phoenix
1398,l9mFN9Rt8rLE4vTSxSKT7g,Phoenix
1399,LqGGfAFVXjjNcIU8KPXxIA,Phoenix
1400,aeYMZQYkQhuhcXlqrNualw,Phoenix
1401,MTfbkOQvNx-g4xpFExusNA,Phoenix
1402,DfTdUZ5T-J31lb9C6RSqjA,Phoenix
1403,bAg0kUxNTvPJ2_a-zutvHw,Phoenix
1404,PdeuMVHBCSeG8sBNTc5yuQ,Phoenix
1405,lJyi5m0mLP-GhpmX14uIcA,Phoenix
1406,lBEvUlb5G9xiwMT_efJlRA,Phoenix
1407,ahwwAXJ_qwGmuRjTOHHMWg,Phoenix
1409,T6jCRh9Qi6bzAp-TG2Duvw,Phoenix
1410,mecF9llIp-GHW-g5LTERxA,Phoenix
1411,KJOEUSpk_Zm0n7be0l23Gw,Phoenix
1412,OQBMu7x0V4Oz3iFv3x0i5Q,Phoenix
1413,U-TB3j6X8DU6_YiCCnbuFw,Phoenix
1414,QlfjgewG6iL8baZjhCyMAw,Phoenix
1415,Rv8cduGW_BTlv7Ryz5JmGw,Phoenix
1416,buY7_7Y4bGoP_WEcfGF83w,Phoenix
1417,zfLuLu3W8BHcYswyUOLI0Q,Phoenix
1418,zwmw_cNa5DzJotaFOHTvQg,Phoenix
1419,SCo1UBoeN3bhRMkSYuiX1A,Phoenix
1420,jL41h4Ez98PZfqiKzbbY1w,Phoenix
1421,2ZQ8jaqcx4G31bFSuj8mLQ,Phoenix
1422,sdNAQPY5VdwoBDCpFDpZQA,Phoenix
1424,imYDUE0xF4-GsNdKwKlB0A,Phoenix
1426,0YO5BaHHLl5OMlYwQnJ3bA,Phoenix
1427,8WEcniRZ0X3WwwvalrKIkg,Phoenix
1428,XT2YGa-Z28C6HVEN1bbaXg,Phoenix
1429,0mdh1mokAAZSMibcAaXUEg,Phoenix
1430,nkhu7NjlIEimaJ-QD8S3SA,Phoenix
1432,prpOBEbyb1HD26t4755gtw,Phoenix
1433,94mF8GhkBM-eDx8OgrLWGA,Phoenix
1434,9fejq4fFvw1Lhi0Zyl8amw,Phoenix
1435,TX6ZxhkPhAkSteRpzq5kPw,Phoenix
1436,PyqM7UvZLElMdlDr5EgPKQ,Phoenix
1437,WosUeQdmwPRCguevhrvcNw,Phoenix
1438,S5dGv1vID1hoBZm2A9fK5g,Phoenix
1439,rXkDEUaVzYrg_kZqn0H_rQ,Phoenix
1440,bOZiCR54Kn-Ts8H75mb5mg,Phoenix
1441,oG34tQ9DhUrq_Jbm3Bs6aA,Phoenix
1442,kjeX2RXvW7RhBbD2QLd5jA,Phoenix
1443,U88KdY19r336P1CEyqBOlg,Phoenix
1444,-znBbADZqQ_30bWe6o6rKg,Phoenix
1445,5V2aLN3lKNKB_EtPPqEO0Q,Phoenix
1446,XGziIwfvCM6_hQhqWrm9RA,Phoenix
1447,Kn60PISsT-kNxgJQHHu9eQ,Phoenix
1448,uNJFuuwCAHd3lzuMRjj_fw,Phoenix
1449,Xe1SXHPYcSLKzNxv7SzflQ,Phoenix
1450,mU7_nEjX1ss9RzFqUEfSUg,Phoenix
1451,sYtSLVYOyWavDzBU1ot5vw,Phoenix
1452,dV5gNuq0smHXq9PrWXe_FA,Phoenix
1453,ZiZkukyLHc-7ZCnyllYkzQ,Phoenix
1454,idtNxedUGMarCN-PgSFU4g,Phoenix
1455,NFgvM7LMx5Ocsxr7J2_sVA,Phoenix
1456,5QUvVPsDkJbJLW5L1tWoYA,Phoenix
1457,WPw0LDmsT5HLc5itX8YLVA,Phoenix
1458,jxjbrQOlVbRjyYWQpRHK6w,Phoenix
1459,GYOW6p7-UEvxaWhTX6ZePg,Phoenix
1460,kycD78Z75r167eiSG8X6Ww,Phoenix
1461,300bVlfTh_IezEJ6R84bTg,Phoenix
1462,-pI4t7Fur98uXhBfCb-nPQ,Phoenix
1463,j4-bLOJY9fK11pFzQdxxww,Phoenix
1464,YA5zc3ydugLODo9ZoRnpcQ,Phoenix
1465,PWZq9Sa6nwbMOi9rmGnNOw,Phoenix
1466,6IGpW2MEaGL1tsfLAYeCeA,Phoenix
1467,i0NgvSFCLwx04hbo-UZtwQ,Phoenix
1468,6Uh0kJJf5UWMqR-X2fF4og,Phoenix
1469,soc2J5OHH7V6JQ7t211Icg,Phoenix
1471,L9rYaltZRI_GT31poIPNjA,Phoenix
1472,ayoslNT7RdE-LyzS-fJVFA,Phoenix
1473,4FC505L-Myzdi2-gBufXww,Phoenix
1474,PQ0LPcB6sv1-_XphBl25lw,Phoenix
1475,gQUTSqLpV-UFlVExBWGARw,Phoenix
1476,gMPfxYarqlLnAJqlbUYakg,Phoenix
1477,lSgRHaq1uGMMC9WGfnipMQ,Phoenix
1478,3m1039QS9ICnTTPalzfkBQ,Phoenix
1479,ZjaNE5PtYk8j2K1kOpr2Ig,Phoenix
1480,SvAoD-toWGUgBuWeyvl_Og,Phoenix
1481,PhrYE1S_prUdf9KHi4basw,Phoenix
1482,uny77jqxY9JDmZcK8bnISw,Phoenix
1483,JHCs-fyEMnKjWQkQvRSORQ,Phoenix
1484,qwNIlJyfIbghIt_-XLVu-w,Phoenix
1485,Lz99oaaln-3joVVrGmFvIw,Phoenix
1486,viwKpVVaOhWur77Sh4L4cw,Phoenix
1487,XZZlI67x1SYSgus6p-aNyg,Phoenix
1488,gXVfkX1a1E--D2KLYeoDkQ,Phoenix
1489,nzg9lI-WVoeMz9N98s4ucg,Phoenix
1490,4bAaiBi1ABxq0jYRpvbd4w,Phoenix
1491,sEOQuDSfDn-26dl2puWYiw,Phoenix
1492,SwXCXl49NBvqd_TuJ05kaQ,Phoenix
1493,Z-Krv_DkjXpuccr5gZIzgA,Phoenix
1494,oYP5-Y1ua4UScIusOo2kKg,Phoenix
1495,9ESlxgMuI7tZf-532RuGCg,Phoenix
1496,6LdpWjkEunRFm48qr3Bxog,Phoenix
1497,eEPfjUyyWLTdUr5KwT-eiw,Phoenix
1498,2opZA9Hk2r0k76RJVBQACw,Phoenix
1499,kkF31xZwHj2cN9pH0l5N7A,Phoenix
1502,XQG6De4JiSBRHze-Egt70Q,Phoenix
1503,ZWpNFGmYZkiy_hhguIy-og,Phoenix
1504,3Jy4C1NhG7nkZEDK2WAnIQ,Phoenix
1507,ooU2kmsNGCNvJGtskMuPWQ,Phoenix
1508,p5IwETr9qBBRhQhMTDUWmg,Phoenix
1509,eixojNH5Ye_-OsIup8bUqQ,Phoenix
1510,xWvvjmxm1nzzUxzJ4cCbBg,Phoenix
1511,TXSqa_4aKgc-s0QbaoaLzw,Phoenix
1512,9Fq5GYqeBRWxePSgng3AvQ,Phoenix
1513,A6rIl9BqYF_7iT_bD2w3Lg,Phoenix
1514,HNj8RsdZezvk2OefnGdc4A,Phoenix
1515,W4mDErm9CSbLH3P70vKVRw,Phoenix
1516,zt-pKzaxNWUn5-Qyhaah3Q,Phoenix
1517,PnP7LY0ZyY0JkbZp4ecz5A,Phoenix
1518,XdFnHM-nKNHxiZI9yl7wag,Phoenix
1520,9hDZBcL9nkz8bZe1uyNpAw,Phoenix
1521,_iVMCgNeNrqSwmF-RECxEw,Phoenix
1522,rxut08aC6wtGAYlL07gB7g,Phoenix
1523,G1VoprWmYBZq5UFHfqaIpA,Phoenix
1524,y8igIjJn3ik34GzZGRBAiQ,Phoenix
1525,2syeSMO5a-Utrw0_LSL4oQ,Phoenix
1526,JwSBOG32SAy17C5-oQak0A,Phoenix
1528,YK0AvBu-5uLlgh1ZF3PxHw,Phoenix
1529,KskIVg0r1knMDMZAJHtFMA,Phoenix
1530,RtY3uwDyLtxNSlRDSe8dKw,Phoenix
1531,USG1wkzku03asNV8TQZetw,Phoenix
1532,78-WMDNv06XiOGCauXmd6g,Phoenix
1533,eSwpaLMst0k-yiLbGfbT9A,Phoenix
1534,71XStF5U0kmJw2Iym9fclQ,Calgary
1535,cjfVgqJCC_Yn-foUlCAnHw,Calgary
1536,Hc4YjK-Q1WcFKoDiKOIvAQ,Calgary
1537,IaMRfU9L-08GlVFJct0axg,Calgary
1538,IJD5zLEZ_ytap8eMbRumfg,Calgary
1539,61Qn8Hky7YyELEg-QA6h5g,Calgary
1540,H25HaHOiSgsNSAf3csvIRQ,Calgary
1541,cw-8BEdozszN9d05cnXeRA,Calgary
1542,JsbgKWAXtkFMOAlePsN64A,Calgary
1544,1yRgiTo7N4WSpNCUuYCf2w,Calgary
1545,Ov7OsCOFAAap3J8jfBL17A,Calgary
1547,SbptTIzSZcT8ONHEk-E-gA,Calgary
1548,OjzLZ77Qmq8iU4SG6kJGtg,Calgary
1549,5Jwh3TV7owpqVXZFiY5v8Q,Calgary
1550,k4riqidsQQJsnFr40L8TzQ,Calgary
1551,I1_2lvCK3_MVvsPojlfvBg,Calgary
1552,cB4YGv6Yg3IYXAIjwpdl1Q,Montr̩al
1553,Y_h-nrOIIZWBF-AFzdQbgQ,Montr̩al
1554,t3E47Ed0w-31q0QY6TGHMw,Montr̩al
1555,n9rgFCHVJf8JRPuW-oCPDA,Montr̩al
1556,qkl6JO1jnDRuLZcmokEM7g,Montr̩al
1557,-8nmj3B-tfY_vFiimtBOsw,Montr̩al
1558,U4JKl-7h9UivVawTkBt73w,Montr̩al
1559,cnn2hU3PnMikCs03Bmhw1Q,Montr̩al
1560,4Q2SSbuHMpidFOwDghyVTg,Montr̩al
1561,vGohRKrqPgCJak3Jp6nGMA,Montr̩al
1562,LN4ajhAiIshKkXJQhuh6uA,Montr̩al
1563,wTFHOtTL2_BjGuzL9hHQJA,Montr̩al
1564,h-Rkb6xGKICczE4OWe_wFw,Montr̩al
1565,gqNGddBl1xK5uLXrOG2pDA,Montr̩al
1566,zL-y2UwwhlPf7VK8Bhevrw,Montr̩al
1567,11V_zUrpadPKvPQpQ-Ctiw,Montr̩al
1568,qZn4-4_ApTfiJHRTSwJAlQ,Montr̩al
1569,_4NHePAXLhcloTD04wqpqw,Montr̩al
1570,T6_H4brErsgxmUEvv9VLOg,Montr̩al
1571,J-pMgH0U-VQ9k0t8HvhmAA,Montr̩al
1572,3AqRjAvCdBiM6s0f58A5eA,Montr̩al
1573,Yi-8TQFAKnmDZvc5gvrKMw,Montr̩al
1574,D0eCxu66Vi6o1PP40Ya_Pg,Toronto
1575,a56R9bxMQXGcKgmCBrYnhA,Toronto
1576,aAQJMlQkj9yB9Cq2wn0M8A,Toronto
1577,rBxxtf1zC6bfyr9lzvDQPA,Toronto
1578,vfaMuNZVo3GDKjyRDIR63g,Toronto
1579,wtF118nGjTQGB0ofqKUDTA,Toronto
1580,BWl2zAPuzeHOUaaNsc-xdA,Toronto
1582,M0gQMmqoiAShfH5xGy6iMg,Toronto
1583,zyocpEukBXTz_-LSE9nTnw,Toronto
1584,g5g_Spy4K6G30ShTauYqAw,Toronto
1585,Mo1-D9Gii2xFDNA_lAC8mw,Toronto
1586,_t3BJzyGaqr9mcDazYiYAQ,Toronto
1587,FdmN4u2vVunPhrM3ckQ4TA,Toronto
1588,VFn0BO8bE4BlBOGGn2xhlA,Toronto
1590,j4sKrUbr0PlYJFGJDxMuBQ,Toronto
1591,yL60onlTh1BmJKVLli_K3g,Toronto
1592,tBW05dXlj4yyy2PK2lWXJA,Toronto
1593,Wc5L6iuvSNF5WGBlqIO8nw,Montr̩al
1594,0Cx7QS_HrjHX2Sn5GapX-g,Montr̩al
1595,Pf2lMKHB8Gb5OUxVjMkRTw,Montr̩al
1596,aD6BUKtocq8vZoGP9pK-ZQ,Toronto
1598,ix-ahiIxvqlkZEmRrGplYw,Toronto
1599,CvIEHZF79KLrpNachZzDjA,Toronto
1600,5i1YkMcmVO3EdlLgJNYKPg,Toronto
1601,QLyYH9_QhuSt8d1aVrSikw,Toronto
1602,_TFlsIsQzOw5SIclYBGEdw,Toronto
1603,tVq3-awIMYQ-csIFBaDI8g,Toronto
1604,vY-fJj01AmX929GweBKolw,Toronto
1605,Pj-2y-tJASfq5G4aHkthzQ,Toronto
1606,YRcaNlwQ6XXPFDXWtuMGdA,Toronto
1607,EmARzH6U0M9RCzjpKXgtZQ,Toronto
1608,Vt405pem5TP-ZWmAjMw7Zw,Toronto
1609,dqKGX-Zz61Cz62S86mHNmg,Toronto
1610,JyLTAZZZB9L40Q3S9b1jlw,Toronto
1611,mbj7sZMHjZL2ZX6d75MJcw,Toronto
1612,zyVLU29bEFfUDzZSQUmr2Q,Toronto
1613,fxrCW7dP13BaoMR0iBzrBw,Toronto
1614,aHxoLCjZfC8fRs2UOOs3Fw,Toronto
1615,a5IiFbcKjqAKRoQlcA5bnw,Toronto
1616,42Aao2pFlKpBuvY5BHKTgg,Toronto
1617,WRRfZj2DILXQaUvQLSM5xg,Toronto
1618,KeZVUSAPyGNBqxa6g4ZTpw,Toronto
1619,xHMq2fBArXBp881TVlRt5g,Toronto
1620,sRKnBwNCrFsfMMLlhMvsdA,Toronto
1621,-RB-ot6EC8SWQnQz0kWT7g,Toronto
1622,OiMtG8DN8KhYYIo3WKoFnw,Toronto
1623,GkSc8kWWbigUL_V5Q12GrA,Toronto
1624,qssAkxfJBS3TZn-NmG-j5A,Toronto
1625,QtSUF_-PmtRgDwMDAv4PFg,Toronto
1626,IZTkgb6rIuK6s35qrNhwNA,Toronto
1627,swtFBa6ab6eFLIgEUlZ2zw,Toronto
1628,xjvmbDmC1LwEt9iLqzN6NA,Toronto
1629,e5NDXQbNrBIsgmEBpBFFFw,Toronto
1630,pPQz_TnK-A_ScMgHQCcnbA,Toronto
1631,JwHPQNL0GtPfs3lyPfP2gA,Toronto
1632,EJUrJCj1e8qFWG7NBBtagA,Toronto
1633,h5cRiEgV5-87txe_cvtVdg,Toronto
1634,VrMaL32wWNed_DjOcsO3Ng,Toronto
1635,YiebHQyl14ea6HN3YDOIVw,Toronto
1636,9VEtbENmTYmI8PHUwFCx0g,Toronto
1637,eJAeXhkqyxICEuzK9LKC_w,Toronto
1638,HAzQscj4pZOTf1L66ox-tA,Toronto
1639,gf47C3Y94myLApJ02EroFQ,Vaughan
1640,vj3LkoPy-9__RbH04e76_Q,Vaughan
1641,sw0LCF6NP7SZ2OdbvyuBgw,Vaughan
1642,2rJ_WKFMUXfcGfT_2kB1Yw,Las Vegas
1644,YZW2mxbS4t6EghBpDb-lTA,Las Vegas
1645,qe1GaPBOSOXqCVIuQRYvKA,Las Vegas
1646,4bhuHOp9BQmH1mBDBhFcYg,Las Vegas
1648,qzfyHU6OU00t860pWjRm7g,Wexford
1649,Lfv4hefW1VbvaC2gatTFWA,Wexford
1650,GsFr15zUG8wO9fsSHwvZUw,Wexford
1651,qY_lhugmL-OBUH31lDaWdg,Wexford
1652,vsedwXU8Ru7Gowhlli7DeQ,Wexford
1653,PqrbzVLlc6bX9lhbAi73_w,Wexford
1654,eA-KLkSEq9RYt9-RfNZXCA,Wexford
1655,FDZuCGQCKYQCMtR4cEtx_Q,Toronto
1656,l2jGMV6ACKfceIeOICns2w,Toronto
1657,s5sHEdw6XrCzFi-jjq_jXg,Toronto
1658,R1PCyy2n0NLWr1NlTz4fmQ,Toronto
1659,ctOMJkvF_AqNwY4ly3XfIQ,Toronto
1660,bubCIa8tqeWGyTlBjxvuLg,Toronto
1661,65yB0ydGXOZ_-T6J_GbKfw,Toronto
1662,UEfImjz6FBGnu5lo8SCHvw,Toronto
1663,2ZbaxBtmsKcSK03Y0x1ySw,Toronto
1664,EhO5C7t3yfGFLvsTyK5PPw,Toronto
1665,h7Irp0iD3Yp_jU0Q3FKdkw,Toronto
1666,atXFAZFfN3hfVCutuSJ5bw,Toronto
1667,toPIPvcayc58-q9nhyMDdQ,Toronto
1668,11gZ-oAPtbVo8xpld5axIQ,Toronto
1669,Ww1Krw3gSVUq9O6Wf-dxyw,Toronto
1670,khw0-Eo4vFhju6u590OO_Q,Toronto
1671,xCvkmiCkGwtbpjHRqU_hfg,Toronto
1672,gXQfe8T1UvMpmR5rcWpGWw,Toronto
1673,isSuHqwZFa6BaBA2BlxrCA,Toronto
1674,J3ucveGKKJDvtuCNnb_x0g,Toronto
1675,wYVKG9TyR9ZUiTLSyEKepw,Toronto
1676,M_hSj60XtGw2TYYrVJoqhw,Toronto
1677,pW9LvtC-hZ0PRAOUn7aZ2A,Las Vegas
1678,Uw-v0UN_g_oFvldC7HWXMg,Las Vegas
1679,XybrvLEZUD6lJpsy5P3gSA,Las Vegas
1680,GVn_BhCNwJsQzvPy5ECYvA,Las Vegas
1681,jc-DVxWCEn0xULBTWgsYnw,North Olmsted
1682,wNnkBAPmyZMETAmwYbKZUQ,North Olmsted
1683,DfzNhxWVPp8iZm_laj50Zw,North Olmsted
1684,uw4TVxhcwGRHonekf4SdcA,North Olmsted
1685,B0L6WgKlb9MnRQSjcqYTAA,North Olmsted
1686,wcvUk_f_l97UHJcodW8Tdw,North Olmsted
1687,U3JxaX3TySooO7JHndcnHQ,North Olmsted
1688,QaN-nccbLZPWzownQYgTVQ,North Olmsted
1689,KDWDLI0E1mSN1G5XelGkBQ,Calgary
1690,3JrUjm5j6EmE5xWvsy_a9g,Calgary
1692,JKJtWJy9twjVKCNR-y7wmg,Calgary
1693,xq-ty7qgVLxzzd2oLcDtQQ,Calgary
1694,trUY3ci1pP_mrP3XE_uAQA,Calgary
1695,Eh3qfnTJk37tn7ESal-lug,Toronto
1696,PvnUntyUOsvIZVoUh3cAtg,Toronto
1697,inK-WaPV_X-vjNhWabWm_w,Toronto
1698,Ml0ODMSIdxsUu6ZsiJ5J8A,Toronto
1699,0VX_PN0mn97yhxWZf7ghKQ,Toronto
1700,xWOozff9iipaE_b7LS_biw,Toronto
1701,0gF-pVbMeahzP8LdPV3-6g,Toronto
1702,O3pSxv1SyHpY4qi4Q16KzA,Toronto
1703,ggjk-uruqpTqRfVjKsq4ww,Toronto
1704,Sov-LCa2sWLhYADcuaUzAA,Toronto
1705,em4JEn4HMy9FEARwSN8paw,Toronto
1706,C0GPx50NQ4gOYnLbYiLgNA,Toronto
1707,GSemSZOIP3t8piTJG9Vvdg,Toronto
1708,7WMbeIW3DTQE1HTYy3Gm8A,Toronto
1709,kJI_YZYl6tiBKG-YjLCAAA,Toronto
1710,bJTWGXrkCAWWbLGO2k5wcQ,Toronto
1711,yXXpKQOfl5U2LhEncGvXkQ,Toronto
1712,GlYs_k-oO9fGoMHYgRgjbQ,Toronto
1713,xKXB4kWYKxMegKTGffUn6w,Toronto
1715,FFFeLM5rk29RZn6FmGlHYQ,Toronto
1716,kTqXgitsshgBE3UWJR_dbg,Toronto
1718,KU9cTOUujpi1Fi7o_CVf0w,Toronto
1719,PTdfsMWx_e9NdMUxldQ0EA,Toronto
1720,m_0OwNZH0SXVPLh177ltKQ,Toronto
1721,4sGwJy5Oplz8QXLgD8dr2w,Toronto
1723,gk0e-yyAWrdA5E99clA7EQ,Toronto
1724,rkbnhKk1rDWXQslx3Cpg6A,Toronto
1725,uJH5HONfifv7mSTfaDc33Q,Toronto
1727,CjR9TNC4h6mlQzVFB8v-Cg,Toronto
1728,m1TKNeTAnsCi9W--S7KslQ,Toronto
1730,YtsfvF2P5rpwmmHijXRmWg,Toronto
1731,HdOMtJmwdIHLxoYuaTa2IQ,Toronto
1732,uY94wdpvJykdpVIISRXeMA,Toronto
1733,dx-JtApfEJ7M2chOOAkdaA,Toronto
1734,uAg7RDESd-oB0E045Pgvvg,Toronto
1735,KECnzRVtmfvkqw_d3arJvQ,Toronto
1736,EPL1vMX595aqXEHPmaIxFw,Toronto
1737,a06QQQosVwA3aakPEQMU3A,Toronto
1738,SbvlhH2MuUjUrp9WkFBrig,Toronto
1739,Ctf5fDPeA7wtbdHvCKMD9A,Toronto
1740,DcSWoRQ0MNH1A2JwcODfMA,Toronto
1741,eNIMdzVpn7niKJzy3wsQnA,Toronto
1743,0l3x4EgoWVYdla3CPpAKag,Toronto
1744,aEdwKSzDnHIadYuWya5y_A,Toronto
1745,kDJB55VTl7pxtqaosPdpyw,Hudson
1746,CwVzft_euLlzq3Q8QSCasw,Hudson
1747,KImDfKRpLV1vv7in15gehg,Hudson
1748,CiPeZaQcOmVNeus-xf6-Dw,Hudson
1749,dBkXso7Yq4ncBxMaY_nufg,Hudson
1750,KNgf0VQdCJzJRKPQpS8Lqw,Hudson
1751,MnYfi2DODiZkLIwJFuwB2g,Hudson
1752,mInPxZ2SENXYCDZVIw6xYg,Hudson
1753,khVdBEDNlH0N8SuGgmzpvw,Hudson
1754,gVUtrEhYXrmnVWDyW2VBqg,Hudson
1755,NzkMGkDiarCQKLRam2DpXQ,Hudson
1756,oLb10sn2_Qadi1FsbD4V3w,Hudson
1758,8zjPAfqzBmX2GjuU_zGstA,Toronto
1759,WI4AmODm1Ptf36zsY8-y9A,Toronto
1760,yexp-J8-nqjnht0xM2kAyQ,Toronto
1761,fBnq56JNTj25igpm0hsG7A,Toronto
1762,iH2awRJmhIFNrggmJ157LQ,Toronto
1763,4t8--3LOKjyruy657It07w,Toronto
1764,YFbnam7gOD_UYjbJ13byHA,Toronto
1765,SgmOeilnl4gLoH9aU4yyhA,Toronto
1766,i-PZwf519Vu4ybNt9D8oEA,Toronto
1767,67rF7Sq_ooUirc6kcFW6MQ,Toronto
1768,fQC0iBb8GfZgQt8G-7GAsg,Toronto
1769,5jVRrTmus3-TJJey9zXZbA,Toronto
1770,GrtIcL1Cr1XUKVrSyRg_-w,Toronto
1772,5vUg9Yppodl7Ds5lVwyZWw,Toronto
1773,dkpMrVTpXpgEarOCpXLoOA,Toronto
1774,QcPY1El6X6CMydOFXFwthQ,Toronto
1775,2AAIpyvPPCeQMi1_FKjNXw,Toronto
1776,jZKVaKuHajXKGyxt0lmVgA,Toronto
1777,o_zdiCeK9Nw1xe9bhStIOQ,Toronto
1778,v79FIW2u1CinM47iE2OYpg,Toronto
1779,644fo9Mx2cV8TwEt-7_a0Q,Toronto
1780,_MazRj8Bd6PnZDW1LGaLyA,Toronto
1781,hgQlgqrv96pd0SBSFX_JGA,Toronto
1782,OOZCQbxlIUdcaenAxOsgTg,Toronto
1783,BPXwjdhRik9mesgsPbhrUQ,Toronto
1784,Xb5xnLRbOvbe4zfDdwcbIQ,Toronto
1785,qnnglgyt4KppHfSG1F-1Zg,Toronto
1786,Ed7eipVLDWj967zsxUQ5QQ,Toronto
1787,xA1Ak4QJ_WE_8Nadpi8IhA,Toronto
1788,8GgsodKkbIxiLbOmJfWclg,Toronto
1789,0J9mtVJ4_QGsXYVK8qJzOQ,Toronto
1790,NaDPuRxZy1oQY-s2DoTtJg,Toronto
1791,OCpBdTte3WV1Nn1ZXOql7g,Toronto
1792,hRzmJCPmV1_ggM5jSxq2bA,Las Vegas
1793,jHN9V2Wr54ItVRrLBRaJQw,Las Vegas
1794,JM0GL6Dx4EuZ1mprLk5Gyg,Las Vegas
1795,GW00SiiJGa79W2J3ExUSkQ,Las Vegas
1796,i7jVRyOWCFuU577kg81hwg,Las Vegas
1797,2IBa_cFc8Uo5TlLRAxpwRQ,Las Vegas
1798,FzB9x-Qc6LdI9xe9fG94Bw,Las Vegas
1799,QJI9OSEn6ujRCtrX06vs1w,Las Vegas
1800,c8_iPbvk75DwUz25JLS1Yw,Las Vegas
1801,asXu9IFVavphqZyyBCbyvQ,Las Vegas
1802,QPREECpJrp8Dj3_TK22oqg,Las Vegas
1803,7QxXZ5qgYf7znkUw0O3xQQ,Las Vegas
1804,ZuWAof5l6yKeft-F1QCWSQ,Las Vegas
1805,ShmDxFOPf2IhLbY54-OVNA,Las Vegas
1806,N3YS4t0RSve4SeO_89Iurg,Las Vegas
1807,kl_yCsj4ESbUphmpCfVvRA,Las Vegas
1809,btPsDiaqC2m-OgH7DWhxUg,Las Vegas
1810,ZIOCmdFaMIF56FR-nWr_2A,Las Vegas
1812,RdYgKsrLR6jN-B7nsLZbSg,Las Vegas
1813,T5dBhebPp3G2GWhhODPDog,Las Vegas
1814,JYorHja-q5gUlirRbr2y6A,Las Vegas
1815,uB666GvPZNllGaQOXaTdhA,Las Vegas
1816,tEhlhjPnUeLLlFBBQwdLNA,Las Vegas
1817,HK-TlD0yVA_tpTXZxfzu2w,Las Vegas
1818,Qsab4WSyq-Ny0VUA4iQZsA,Las Vegas
1819,XWRws7WO0ct4gGifQpNNKg,Las Vegas
1820,HUnR9t4WENOx8lszRH_n-Q,Las Vegas
1821,k4M43lXJuQMpQW65DTqzIQ,Las Vegas
1822,9eKk90OB9wKDacTDyYvFWg,Las Vegas
1823,tSare97TlytkOT-I4FVhbA,Las Vegas
1824,LZqp0nX_kOCSS8tybxA4Hg,Las Vegas
1825,-dKNk9ts0MwuSuEtX-eSUw,Las Vegas
1826,1H3vOdbwqACw_mgZHy5i0A,Las Vegas
