id,usuario,name,city,categ
10524,646,The Herbal Clinic and Dispensary,Toronto,HerbalShops
9420,646,Tat Burger,Toronto,Poutineries
12572,646,Eskimo Tea House & Dessert,Toronto,InternetCafes
2777,646,Kim Bo Restaurant,Toronto,Vietnamese
7491,646,Buffet Palace,Toronto,Pakistani
5729,646,Flame Shack,Toronto,Burgers
328,646,Lardon Restaurant,Toronto,French
7525,646,Hot Oven Bakery,Toronto,Bakeries
3317,646,The Espresso Room,Toronto,Coffee&Tea
12370,646,Panago Pizza,Toronto,Salad
9420,647,Tat Burger,Toronto,Poutineries
3747,647,Kenly's Noodle,Toronto,Chinese
2302,647,EatThai,Toronto,Thai
3720,647,Swiss Chalet Rotisserie & Grill,Toronto,ComfortFood
8349,647,Kookminhakgyo,Toronto,Korean
8458,647,South China Noodles Delight,Toronto,Chinese
16218,647,Pita Pit,Toronto,Sandwiches
9871,647,Yuzu No Hana,Toronto,SushiBars
2809,647,Kim Moon Bakery,Toronto,Bakeries
19563,647,BarBurrito - Dufferin Mall,Toronto,Mexican
2777,648,Kim Bo Restaurant,Toronto,Vietnamese
8349,648,Kookminhakgyo,Toronto,Korean
11710,648,Hong Fatt B-B-Q,Toronto,Barbeque
10524,648,The Herbal Clinic and Dispensary,Toronto,HerbalShops
10514,648,Marinellas Italian Restaurant,Toronto,Italian
1000,648,Aroma Espresso Bar,Toronto,Breakfast&Brunch
11452,648,Hailed Coffee,Toronto,Desserts
2464,648,Oishii Japanese Ramen,Toronto,Japanese
2421,648,Eating Garden Chinese Restaurant,Toronto,SpecialtyFood
12785,648,South of Temperance,Toronto,Canadian(New)
2777,649,Kim Bo Restaurant,Toronto,Vietnamese
10524,649,The Herbal Clinic and Dispensary,Toronto,HerbalShops
2464,649,Oishii Japanese Ramen,Toronto,Japanese
8349,649,Kookminhakgyo,Toronto,Korean
11710,649,Hong Fatt B-B-Q,Toronto,Barbeque
4100,649,Bar Hop,Toronto,Gastropubs
13298,649,EDO-Ko,Toronto,EthnicFood
11651,649,McDonald's,Toronto,Burgers
10840,649,Brick Street Bakery,Toronto,Bakeries
4106,649,Kung Fu Tea,Toronto,BubbleTea
9420,650,Tat Burger,Toronto,Poutineries
2302,650,EatThai,Toronto,Thai
2464,650,Oishii Japanese Ramen,Toronto,Japanese
328,650,Lardon Restaurant,Toronto,French
3747,650,Kenly's Noodle,Toronto,Chinese
8349,650,Kookminhakgyo,Toronto,Korean
7525,650,Hot Oven Bakery,Toronto,Bakeries
13298,650,EDO-Ko,Toronto,EthnicFood
10524,650,The Herbal Clinic and Dispensary,Toronto,HerbalShops
8458,650,South China Noodles Delight,Toronto,Chinese
18224,651,Hasty Market,Toronto,ConvenienceStores
17279,651,Marjo Bakery,Toronto,Cafes
12785,651,South of Temperance,Toronto,Canadian(New)
8690,651,Makkal Chon,Toronto,Korean
2054,651,Nook,Toronto,Caterers
4766,651,Halibut House Fish & Chips,Toronto,Fish&Chips
563,651,HUSH,Toronto,American(New)
7479,651,Makkah Restaurant,Toronto,Pakistani
4100,651,Bar Hop,Toronto,Gastropubs
7722,651,DIPPED,Toronto,Donuts
19223,652,Habiba,Toronto,MiddleEastern
10514,652,Marinellas Italian Restaurant,Toronto,Italian
12572,652,Eskimo Tea House & Dessert,Toronto,InternetCafes
10524,652,The Herbal Clinic and Dispensary,Toronto,HerbalShops
4879,652,Konner Chinese Restaurant,Toronto,Chinese
7650,652,Swiss Chalet Rotisserie & Grill,Toronto,ComfortFood
1000,652,Aroma Espresso Bar,Toronto,Breakfast&Brunch
8349,652,Kookminhakgyo,Toronto,Korean
2421,652,Eating Garden Chinese Restaurant,Toronto,SpecialtyFood
11502,652,Pat's No Frills,Toronto,Grocery
14372,653,Bashu Sichuan Cuisine,Toronto,Chinese
5087,653,Ciccio Sanwiccio,Toronto,Sandwiches
8690,653,Makkal Chon,Toronto,Korean
4766,653,Halibut House Fish & Chips,Toronto,Fish&Chips
6301,653,Archtop Cafe,Toronto,VinylRecords
12978,653,Country Style Hungarian Restaurant,Toronto,Hungarian
10443,653,Burrito Boyz,Toronto,Tex-Mex
7479,653,Makkah Restaurant,Toronto,Pakistani
7300,653,Cozy Cafe & Bakery,Toronto,Delis
2809,653,Kim Moon Bakery,Toronto,Bakeries
19223,654,Habiba,Toronto,MiddleEastern
14986,654,Chinese Dumpling House,Toronto,Chinese
7300,654,Cozy Cafe & Bakery,Toronto,Delis
2054,654,Nook,Toronto,Caterers
19126,654,Nana,Toronto,ComfortFood
5087,654,Ciccio Sanwiccio,Toronto,Sandwiches
11502,654,Pat's No Frills,Toronto,Grocery
5650,654,Pekoe Kombucha Bar,Toronto,JuiceBars&Smoothies
8690,654,Makkal Chon,Toronto,Korean
4879,654,Konner Chinese Restaurant,Toronto,Chinese
9387,655,Sharetea,Toronto,BubbleTea
19563,655,BarBurrito - Dufferin Mall,Toronto,Mexican
7479,655,Makkah Restaurant,Toronto,Pakistani
2809,655,Kim Moon Bakery,Toronto,Bakeries
4766,655,Halibut House Fish & Chips,Toronto,Fish&Chips
14372,655,Bashu Sichuan Cuisine,Toronto,Chinese
9210,655,Z-Teca,Toronto,Tex-Mex
16698,655,I Deal Coffee,Toronto,Coffee&Tea
11955,655,Walmart,Toronto,DepartmentStores
14986,655,Chinese Dumpling House,Toronto,Chinese
2777,656,Kim Bo Restaurant,Toronto,Vietnamese
9420,656,Tat Burger,Toronto,Poutineries
8349,656,Kookminhakgyo,Toronto,Korean
17279,656,Marjo Bakery,Toronto,Cafes
5010,656,Jay's Diner,Toronto,Breakfast&Brunch
2421,656,Eating Garden Chinese Restaurant,Toronto,SpecialtyFood
19563,656,BarBurrito - Dufferin Mall,Toronto,Mexican
5737,656,Yeahyeahs pizza,Toronto,Pizza
8881,656,Bonjour Brioche,Toronto,French
1014,656,Sandoozles Smokehouse & Pub,Toronto,Barbeque
10514,657,Marinellas Italian Restaurant,Toronto,Italian
12572,657,Eskimo Tea House & Dessert,Toronto,InternetCafes
12127,657,Green Fusion,Toronto,Vietnamese
2054,657,Nook,Toronto,Caterers
17279,657,Marjo Bakery,Toronto,Cafes
7325,657,Ebar,Toronto,InternetCafes
3317,657,The Espresso Room,Toronto,Coffee&Tea
683,657,CoCo Fresh Tea & Juice,Toronto,JuiceBars&Smoothies
19223,657,Habiba,Toronto,MiddleEastern
13519,657,Second Cup,Toronto,Desserts
2777,658,Kim Bo Restaurant,Toronto,Vietnamese
10524,658,The Herbal Clinic and Dispensary,Toronto,HerbalShops
11710,658,Hong Fatt B-B-Q,Toronto,Barbeque
2464,658,Oishii Japanese Ramen,Toronto,Japanese
4100,658,Bar Hop,Toronto,Gastropubs
18224,658,Hasty Market,Toronto,ConvenienceStores
12785,658,South of Temperance,Toronto,Canadian(New)
11651,658,McDonald's,Toronto,Burgers
13298,658,EDO-Ko,Toronto,EthnicFood
8349,658,Kookminhakgyo,Toronto,Korean
14440,659,Second Cup,Toronto,Coffee&Tea
2054,659,Nook,Toronto,Caterers
7722,659,DIPPED,Toronto,Donuts
328,659,Lardon Restaurant,Toronto,French
7300,659,Cozy Cafe & Bakery,Toronto,Delis
12127,659,Green Fusion,Toronto,Vietnamese
9565,659,Noor Makkah,Toronto,Pakistani
9871,659,Yuzu No Hana,Toronto,SushiBars
2302,659,EatThai,Toronto,Thai
13519,659,Second Cup,Toronto,Desserts
9420,660,Tat Burger,Toronto,Poutineries
1092,660,Treats,Toronto,Desserts
12536,660,Pusateri's Fine Foods,Toronto,Fruits&Veggies
2302,660,EatThai,Toronto,Thai
7491,660,Buffet Palace,Toronto,Pakistani
3317,660,The Espresso Room,Toronto,Coffee&Tea
5691,660,La Luce Ristorante,Toronto,Caterers
3874,660,Steady's Jamaican Home Cooking,Toronto,Caribbean
14474,660,Diabolos' Coffee Bar,Toronto,Coffee&Tea
7722,660,DIPPED,Toronto,Donuts
328,661,Lardon Restaurant,Toronto,French
11710,661,Hong Fatt B-B-Q,Toronto,Barbeque
11651,661,McDonald's,Toronto,Burgers
13298,661,EDO-Ko,Toronto,EthnicFood
12127,661,Green Fusion,Toronto,Vietnamese
12518,661,Nimman Thai Cuisine,Toronto,Thai
7525,661,Hot Oven Bakery,Toronto,Bakeries
18224,661,Hasty Market,Toronto,ConvenienceStores
2054,661,Nook,Toronto,Caterers
10524,661,The Herbal Clinic and Dispensary,Toronto,HerbalShops
19223,662,Habiba,Toronto,MiddleEastern
17279,662,Marjo Bakery,Toronto,Cafes
12785,662,South of Temperance,Toronto,Canadian(New)
4879,662,Konner Chinese Restaurant,Toronto,Chinese
19563,662,BarBurrito - Dufferin Mall,Toronto,Mexican
9387,662,Sharetea,Toronto,BubbleTea
8349,662,Kookminhakgyo,Toronto,Korean
14986,662,Chinese Dumpling House,Toronto,Chinese
9210,662,Z-Teca,Toronto,Tex-Mex
19634,662,Nodo,Toronto,Italian
328,663,Lardon Restaurant,Toronto,French
12572,663,Eskimo Tea House & Dessert,Toronto,InternetCafes
3317,663,The Espresso Room,Toronto,Coffee&Tea
7722,663,DIPPED,Toronto,Donuts
12518,663,Nimman Thai Cuisine,Toronto,Thai
7325,663,Ebar,Toronto,InternetCafes
10524,663,The Herbal Clinic and Dispensary,Toronto,HerbalShops
11602,663,Aroma Bakery,Toronto,Bakeries
13519,663,Second Cup,Toronto,Desserts
7525,663,Hot Oven Bakery,Toronto,Bakeries
7722,664,DIPPED,Toronto,Donuts
8690,664,Makkal Chon,Toronto,Korean
2054,664,Nook,Toronto,Caterers
3317,664,The Espresso Room,Toronto,Coffee&Tea
17279,664,Marjo Bakery,Toronto,Cafes
12127,664,Green Fusion,Toronto,Vietnamese
683,664,CoCo Fresh Tea & Juice,Toronto,JuiceBars&Smoothies
7325,664,Ebar,Toronto,InternetCafes
1517,664,The Healthy Road,Toronto,OrganicStores
12572,664,Eskimo Tea House & Dessert,Toronto,InternetCafes
10524,665,The Herbal Clinic and Dispensary,Toronto,HerbalShops
4100,665,Bar Hop,Toronto,Gastropubs
11602,665,Aroma Bakery,Toronto,Bakeries
2777,665,Kim Bo Restaurant,Toronto,Vietnamese
12785,665,South of Temperance,Toronto,Canadian(New)
6301,665,Archtop Cafe,Toronto,VinylRecords
8039,665,Midland Court Restaurant,Toronto,Chinese
11102,665,Olivia's At Fifty-Three,Toronto,Italian
6909,665,Tim Hortons,Toronto,Donuts
3317,665,The Espresso Room,Toronto,Coffee&Tea
9420,666,Tat Burger,Toronto,Poutineries
1092,666,Treats,Toronto,Desserts
2302,666,EatThai,Toronto,Thai
8039,666,Midland Court Restaurant,Toronto,Chinese
5087,666,Ciccio Sanwiccio,Toronto,Sandwiches
12536,666,Pusateri's Fine Foods,Toronto,Fruits&Veggies
7300,666,Cozy Cafe & Bakery,Toronto,Delis
14440,666,Second Cup,Toronto,Coffee&Tea
12978,666,Country Style Hungarian Restaurant,Toronto,Hungarian
7491,666,Buffet Palace,Toronto,Pakistani
7722,667,DIPPED,Toronto,Donuts
328,667,Lardon Restaurant,Toronto,French
3317,667,The Espresso Room,Toronto,Coffee&Tea
1092,667,Treats,Toronto,Desserts
12518,667,Nimman Thai Cuisine,Toronto,Thai
12536,667,Pusateri's Fine Foods,Toronto,Fruits&Veggies
13519,667,Second Cup,Toronto,Desserts
14440,667,Second Cup,Toronto,Coffee&Tea
8039,667,Midland Court Restaurant,Toronto,Chinese
12538,667,Taste Seduction,Toronto,Caribbean
17279,668,Marjo Bakery,Toronto,Cafes
7722,668,DIPPED,Toronto,Donuts
18224,668,Hasty Market,Toronto,ConvenienceStores
12785,668,South of Temperance,Toronto,Canadian(New)
12127,668,Green Fusion,Toronto,Vietnamese
8690,668,Makkal Chon,Toronto,Korean
3317,668,The Espresso Room,Toronto,Coffee&Tea
15751,668,Han Shi Fang,Toronto,HotPot
10614,668,Pizza Hut,Toronto,FoodDeliveryServices
7325,668,Ebar,Toronto,InternetCafes
17279,669,Marjo Bakery,Toronto,Cafes
7722,669,DIPPED,Toronto,Donuts
12127,669,Green Fusion,Toronto,Vietnamese
10514,669,Marinellas Italian Restaurant,Toronto,Italian
10614,669,Pizza Hut,Toronto,FoodDeliveryServices
11452,669,Hailed Coffee,Toronto,Desserts
19593,669,Ramen Isshin,Toronto,Ramen
18224,669,Hasty Market,Toronto,ConvenienceStores
4281,669,Spring Sushi,Toronto,Thai
2933,669,Home Sweet Home,Toronto,Turkish
328,670,Lardon Restaurant,Toronto,French
2054,670,Nook,Toronto,Caterers
12127,670,Green Fusion,Toronto,Vietnamese
7722,670,DIPPED,Toronto,Donuts
12518,670,Nimman Thai Cuisine,Toronto,Thai
18224,670,Hasty Market,Toronto,ConvenienceStores
2302,670,EatThai,Toronto,Thai
11651,670,McDonald's,Toronto,Burgers
4106,670,Kung Fu Tea,Toronto,BubbleTea
15898,670,Ed's Real Scoop,Toronto,IceCream&FrozenYogurt
328,671,Lardon Restaurant,Toronto,French
12518,671,Nimman Thai Cuisine,Toronto,Thai
10524,671,The Herbal Clinic and Dispensary,Toronto,HerbalShops
6227,671,Costa Verde BBQ Chicken,Toronto,Portuguese
4100,671,Bar Hop,Toronto,Gastropubs
12572,671,Eskimo Tea House & Dessert,Toronto,InternetCafes
2054,671,Nook,Toronto,Caterers
6808,671,The Red Lantern,Toronto,Canadian(New)
12785,671,South of Temperance,Toronto,Canadian(New)
7300,671,Cozy Cafe & Bakery,Toronto,Delis
2054,672,Nook,Toronto,Caterers
12127,672,Green Fusion,Toronto,Vietnamese
17279,672,Marjo Bakery,Toronto,Cafes
9871,672,Yuzu No Hana,Toronto,SushiBars
18801,672,Albany Pizza,Toronto,Pizza
10514,672,Marinellas Italian Restaurant,Toronto,Italian
17836,672,Slab Burgers,Toronto,SpecialtyFood
15898,672,Ed's Real Scoop,Toronto,IceCream&FrozenYogurt
13298,672,EDO-Ko,Toronto,EthnicFood
1517,672,The Healthy Road,Toronto,OrganicStores
9420,673,Tat Burger,Toronto,Poutineries
328,673,Lardon Restaurant,Toronto,French
2302,673,EatThai,Toronto,Thai
8039,673,Midland Court Restaurant,Toronto,Chinese
1092,673,Treats,Toronto,Desserts
7300,673,Cozy Cafe & Bakery,Toronto,Delis
12518,673,Nimman Thai Cuisine,Toronto,Thai
12536,673,Pusateri's Fine Foods,Toronto,Fruits&Veggies
3118,673,Freshwest Grill,Toronto,Mexican
12538,673,Taste Seduction,Toronto,Caribbean
12785,674,South of Temperance,Toronto,Canadian(New)
19223,674,Habiba,Toronto,MiddleEastern
17279,674,Marjo Bakery,Toronto,Cafes
18224,674,Hasty Market,Toronto,ConvenienceStores
4100,674,Bar Hop,Toronto,Gastropubs
8690,674,Makkal Chon,Toronto,Korean
9387,674,Sharetea,Toronto,BubbleTea
8524,674,Alexandria Falafel,Toronto,Falafel
563,674,HUSH,Toronto,American(New)
7325,674,Ebar,Toronto,InternetCafes
4106,675,Kung Fu Tea,Toronto,BubbleTea
8039,675,Midland Court Restaurant,Toronto,Chinese
2302,675,EatThai,Toronto,Thai
6301,675,Archtop Cafe,Toronto,VinylRecords
328,675,Lardon Restaurant,Toronto,French
9928,675,Real Fruit Bubble Tea,Toronto,TeaRooms
10443,675,Burrito Boyz,Toronto,Tex-Mex
18224,675,Hasty Market,Toronto,ConvenienceStores
4766,675,Halibut House Fish & Chips,Toronto,Fish&Chips
18444,675,Extreme Burgers,Toronto,Burgers
2302,676,EatThai,Toronto,Thai
4106,676,Kung Fu Tea,Toronto,BubbleTea
14440,676,Second Cup,Toronto,Coffee&Tea
8039,676,Midland Court Restaurant,Toronto,Chinese
2809,676,Kim Moon Bakery,Toronto,Bakeries
7300,676,Cozy Cafe & Bakery,Toronto,Delis
10443,676,Burrito Boyz,Toronto,Tex-Mex
3747,676,Kenly's Noodle,Toronto,Chinese
12536,676,Pusateri's Fine Foods,Toronto,Fruits&Veggies
16218,676,Pita Pit,Toronto,Sandwiches
8039,677,Midland Court Restaurant,Toronto,Chinese
6301,677,Archtop Cafe,Toronto,VinylRecords
1092,677,Treats,Toronto,Desserts
7722,677,DIPPED,Toronto,Donuts
4766,677,Halibut House Fish & Chips,Toronto,Fish&Chips
10443,677,Burrito Boyz,Toronto,Tex-Mex
7491,677,Buffet Palace,Toronto,Pakistani
12536,677,Pusateri's Fine Foods,Toronto,Fruits&Veggies
12978,677,Country Style Hungarian Restaurant,Toronto,Hungarian
11102,677,Olivia's At Fifty-Three,Toronto,Italian
7722,678,DIPPED,Toronto,Donuts
12127,678,Green Fusion,Toronto,Vietnamese
328,678,Lardon Restaurant,Toronto,French
2054,678,Nook,Toronto,Caterers
10514,678,Marinellas Italian Restaurant,Toronto,Italian
12518,678,Nimman Thai Cuisine,Toronto,Thai
17279,678,Marjo Bakery,Toronto,Cafes
12572,678,Eskimo Tea House & Dessert,Toronto,InternetCafes
7525,678,Hot Oven Bakery,Toronto,Bakeries
9565,678,Noor Makkah,Toronto,Pakistani
328,679,Lardon Restaurant,Toronto,French
2302,679,EatThai,Toronto,Thai
7300,679,Cozy Cafe & Bakery,Toronto,Delis
9420,679,Tat Burger,Toronto,Poutineries
12518,679,Nimman Thai Cuisine,Toronto,Thai
12538,679,Taste Seduction,Toronto,Caribbean
8039,679,Midland Court Restaurant,Toronto,Chinese
13519,679,Second Cup,Toronto,Desserts
16218,679,Pita Pit,Toronto,Sandwiches
7525,679,Hot Oven Bakery,Toronto,Bakeries
19563,680,BarBurrito - Dufferin Mall,Toronto,Mexican
17279,680,Marjo Bakery,Toronto,Cafes
2809,680,Kim Moon Bakery,Toronto,Bakeries
3747,680,Kenly's Noodle,Toronto,Chinese
9387,680,Sharetea,Toronto,BubbleTea
8349,680,Kookminhakgyo,Toronto,Korean
3720,680,Swiss Chalet Rotisserie & Grill,Toronto,ComfortFood
12216,680,Tibet Kitchen,Toronto,Himalayan/Nepalese
7479,680,Makkah Restaurant,Toronto,Pakistani
4879,680,Konner Chinese Restaurant,Toronto,Chinese
3747,681,Kenly's Noodle,Toronto,Chinese
2302,681,EatThai,Toronto,Thai
7300,681,Cozy Cafe & Bakery,Toronto,Delis
2464,681,Oishii Japanese Ramen,Toronto,Japanese
4106,681,Kung Fu Tea,Toronto,BubbleTea
9420,681,Tat Burger,Toronto,Poutineries
16218,681,Pita Pit,Toronto,Sandwiches
2809,681,Kim Moon Bakery,Toronto,Bakeries
328,681,Lardon Restaurant,Toronto,French
13298,681,EDO-Ko,Toronto,EthnicFood
10524,682,The Herbal Clinic and Dispensary,Toronto,HerbalShops
12572,682,Eskimo Tea House & Dessert,Toronto,InternetCafes
9420,682,Tat Burger,Toronto,Poutineries
6227,682,Costa Verde BBQ Chicken,Toronto,Portuguese
2777,682,Kim Bo Restaurant,Toronto,Vietnamese
5729,682,Flame Shack,Toronto,Burgers
7325,682,Ebar,Toronto,InternetCafes
3317,682,The Espresso Room,Toronto,Coffee&Tea
19223,682,Habiba,Toronto,MiddleEastern
12370,682,Panago Pizza,Toronto,Salad
9420,683,Tat Burger,Toronto,Poutineries
9871,683,Yuzu No Hana,Toronto,SushiBars
19126,683,Nana,Toronto,ComfortFood
14440,683,Second Cup,Toronto,Coffee&Tea
2302,683,EatThai,Toronto,Thai
7300,683,Cozy Cafe & Bakery,Toronto,Delis
3747,683,Kenly's Noodle,Toronto,Chinese
328,683,Lardon Restaurant,Toronto,French
2054,683,Nook,Toronto,Caterers
13519,683,Second Cup,Toronto,Desserts
7722,684,DIPPED,Toronto,Donuts
8039,684,Midland Court Restaurant,Toronto,Chinese
6301,684,Archtop Cafe,Toronto,VinylRecords
4100,684,Bar Hop,Toronto,Gastropubs
8690,684,Makkal Chon,Toronto,Korean
6542,684,Mt Everest Restaurant,Toronto,Himalayan/Nepalese
11602,684,Aroma Bakery,Toronto,Bakeries
4766,684,Halibut House Fish & Chips,Toronto,Fish&Chips
12978,684,Country Style Hungarian Restaurant,Toronto,Hungarian
563,684,HUSH,Toronto,American(New)
9420,685,Tat Burger,Toronto,Poutineries
12572,685,Eskimo Tea House & Dessert,Toronto,InternetCafes
19126,685,Nana,Toronto,ComfortFood
5729,685,Flame Shack,Toronto,Burgers
3317,685,The Espresso Room,Toronto,Coffee&Tea
13519,685,Second Cup,Toronto,Desserts
5087,685,Ciccio Sanwiccio,Toronto,Sandwiches
5650,685,Pekoe Kombucha Bar,Toronto,JuiceBars&Smoothies
7300,685,Cozy Cafe & Bakery,Toronto,Delis
3118,685,Freshwest Grill,Toronto,Mexican
2054,686,Nook,Toronto,Caterers
12127,686,Green Fusion,Toronto,Vietnamese
7722,686,DIPPED,Toronto,Donuts
14440,686,Second Cup,Toronto,Coffee&Tea
17279,686,Marjo Bakery,Toronto,Cafes
2302,686,EatThai,Toronto,Thai
9871,686,Yuzu No Hana,Toronto,SushiBars
328,686,Lardon Restaurant,Toronto,French
9565,686,Noor Makkah,Toronto,Pakistani
19593,686,Ramen Isshin,Toronto,Ramen
2054,687,Nook,Toronto,Caterers
14440,687,Second Cup,Toronto,Coffee&Tea
12127,687,Green Fusion,Toronto,Vietnamese
9871,687,Yuzu No Hana,Toronto,SushiBars
7722,687,DIPPED,Toronto,Donuts
17279,687,Marjo Bakery,Toronto,Cafes
328,687,Lardon Restaurant,Toronto,French
18801,687,Albany Pizza,Toronto,Pizza
9565,687,Noor Makkah,Toronto,Pakistani
11236,687,European Delight,Toronto,Ukrainian
2054,688,Nook,Toronto,Caterers
14440,688,Second Cup,Toronto,Coffee&Tea
7300,688,Cozy Cafe & Bakery,Toronto,Delis
9871,688,Yuzu No Hana,Toronto,SushiBars
19126,688,Nana,Toronto,ComfortFood
13519,688,Second Cup,Toronto,Desserts
11187,688,Ardor Bistro,Toronto,Peruvian
12127,688,Green Fusion,Toronto,Vietnamese
11236,688,European Delight,Toronto,Ukrainian
12538,688,Taste Seduction,Toronto,Caribbean
2777,689,Kim Bo Restaurant,Toronto,Vietnamese
8349,689,Kookminhakgyo,Toronto,Korean
9387,689,Sharetea,Toronto,BubbleTea
5010,689,Jay's Diner,Toronto,Breakfast&Brunch
10524,689,The Herbal Clinic and Dispensary,Toronto,HerbalShops
7491,689,Buffet Palace,Toronto,Pakistani
19563,689,BarBurrito - Dufferin Mall,Toronto,Mexican
19634,689,Nodo,Toronto,Italian
11102,689,Olivia's At Fifty-Three,Toronto,Italian
2809,689,Kim Moon Bakery,Toronto,Bakeries
6803,690,Green Brothers Juice,Charlotte,AcaiBowls
9686,690,Sultan Kabob House,Charlotte,MiddleEastern
9446,690,Sullivan's Steakhouse,Charlotte,Steakhouses
422,690,Oak Steakhouse Charlotte,Charlotte,Steakhouses
8230,690,Smoothie King,Charlotte,HealthMarkets
390,690,Fresh Attractions,Charlotte,Sandwiches
19202,690,Georges Brasserie,Charlotte,French
4540,690,Indigo Cafe,Charlotte,Southern
2440,690,Panadería Y Restaurante La Guatemalteca,Charlotte,Bakeries
11830,690,Golden Corral,Charlotte,Buffets
6803,691,Green Brothers Juice,Charlotte,AcaiBowls
9686,691,Sultan Kabob House,Charlotte,MiddleEastern
9446,691,Sullivan's Steakhouse,Charlotte,Steakhouses
335,691,Showmars - Seventh Street,Charlotte,Greek
9157,691,Ari's Pizza,Charlotte,Pizza
422,691,Oak Steakhouse Charlotte,Charlotte,Steakhouses
8230,691,Smoothie King,Charlotte,HealthMarkets
19202,691,Georges Brasserie,Charlotte,French
9401,691,The Steak' N Hoagie Shop,Charlotte,Sandwiches
390,691,Fresh Attractions,Charlotte,Sandwiches
7959,692,Subway,Charlotte,Sandwiches
12560,692,Insomnia Cookies,Charlotte,Desserts
335,692,Showmars - Seventh Street,Charlotte,Greek
14207,692,Elwoods Barbecue & Burger Bar,Charlotte,Barbeque
7690,692,Brazas Brazilian Grill,Charlotte,Brazilian
1004,692,Wingstop,Charlotte,ChickenWings
3609,692,Mecklenburg County ABC Store,Charlotte,Wine&Spirits
12380,692,Community Table Bistro,Charlotte,Southern
19576,692,Subway,Charlotte,Sandwiches
2675,692,Edible Arrangements,Charlotte,Flowers&Gifts
7959,693,Subway,Charlotte,Sandwiches
9516,693,Caribbean Hut,Charlotte,SoulFood
12380,693,Community Table Bistro,Charlotte,Southern
14207,693,Elwoods Barbecue & Burger Bar,Charlotte,Barbeque
13782,693,Pizza Hut,Charlotte,ChickenWings
3158,693,Mi Barrio's Halal Cart,Charlotte,Halal
7703,693,Dilworth Tasting Room,Charlotte,WineTastingRoom
335,693,Showmars - Seventh Street,Charlotte,Greek
1004,693,Wingstop,Charlotte,ChickenWings
19576,693,Subway,Charlotte,Sandwiches
9446,694,Sullivan's Steakhouse,Charlotte,Steakhouses
6803,694,Green Brothers Juice,Charlotte,AcaiBowls
8230,694,Smoothie King,Charlotte,HealthMarkets
9686,694,Sultan Kabob House,Charlotte,MiddleEastern
4540,694,Indigo Cafe,Charlotte,Southern
390,694,Fresh Attractions,Charlotte,Sandwiches
422,694,Oak Steakhouse Charlotte,Charlotte,Steakhouses
4550,694,McDonald's,Charlotte,Salad
5971,694,Jake's Good Eats,Charlotte,Southern
19202,694,Georges Brasserie,Charlotte,French
6803,695,Green Brothers Juice,Charlotte,AcaiBowls
9446,695,Sullivan's Steakhouse,Charlotte,Steakhouses
9686,695,Sultan Kabob House,Charlotte,MiddleEastern
335,695,Showmars - Seventh Street,Charlotte,Greek
9157,695,Ari's Pizza,Charlotte,Pizza
422,695,Oak Steakhouse Charlotte,Charlotte,Steakhouses
8230,695,Smoothie King,Charlotte,HealthMarkets
19202,695,Georges Brasserie,Charlotte,French
390,695,Fresh Attractions,Charlotte,Sandwiches
9401,695,The Steak' N Hoagie Shop,Charlotte,Sandwiches
2536,696,Starbucks,Calgary,Coffee&Tea
3312,696,Bagelino's,Calgary,Bagels
7560,696,Sobeys,Calgary,Grocery
5163,696,Paolini's Sausage & Meat,Calgary,MeatShops
9124,696,Smashburger,Calgary,Burgers
295,696,Bliss & Co.,Calgary,Bakeries
15846,696,Tokyo Garden,Calgary,SushiBars
9899,696,Inglewood Pizza,Calgary,Pizza
10843,696,Green Chili,Calgary,Pakistani
14816,696,Vie Cafe,Calgary,OrganicStores
3964,697,Sunset Grill,Calgary,Diners
14932,697,Wendy's,Calgary,Burgers
12388,697,Pho Huong Viet Noodle House,Calgary,Vietnamese
12857,697,Sobeys,Calgary,Grocery
2104,697,Wendy's,Calgary,Burgers
6669,697,Nellies In the Loop,Calgary,Breakfast&Brunch
3770,697,Boston Pizza,Calgary,Pizza
5163,697,Paolini's Sausage & Meat,Calgary,MeatShops
1959,697,Vietnam Sub &Grill,Calgary,Vietnamese
15479,697,Smuggler's Inn,Calgary,Pubs
3964,698,Sunset Grill,Calgary,Diners
2104,698,Wendy's,Calgary,Burgers
18751,698,Pho Sate,Calgary,Vietnamese
14816,698,Vie Cafe,Calgary,OrganicStores
8874,698,Mint Leaf,Calgary,Noodles
12092,698,Starbucks,Calgary,Coffee&Tea
9756,698,TOA Vietnamese Cuisine,Calgary,Vietnamese
10710,698,Little Lot Diner,Calgary,Diners
12388,698,Pho Huong Viet Noodle House,Calgary,Vietnamese
8795,698,Shaganappi Grocers Store,Calgary,Mediterranean
2090,699,Marble Slab Creamery,Calgary,IceCream&FrozenYogurt
6669,699,Nellies In the Loop,Calgary,Breakfast&Brunch
16367,699,Safeway,Calgary,Pharmacy
12388,699,Pho Huong Viet Noodle House,Calgary,Vietnamese
13488,699,Diner Deluxe,Calgary,Diners
11604,699,Joey's Seafood Restaurants,Calgary,Fish&Chips
15479,699,Smuggler's Inn,Calgary,Pubs
12619,699,O Restaurant & Lounge,Calgary,Canadian(New)
6189,699,Phoenix Kitchen + Lounge,Calgary,DimSum
8046,699,Tim Hortons,Calgary,Bakeries
209,700,Yao Fine Chinese Cuisine,Gilbert,Chinese
13266,700,Burger King,Gilbert,Burgers
773,700,Bush's Chicken,Gilbert,ChickenShop
