id,name,num,stars_y,Comments
1699,Home Of The Brave,59 ,4 ,4 
1700,Inspire Restaurant,59 ,3 ,3 
1701,New City Restaurant,59 ,5 ,5 
1702,Major Milliken Pub & Eatery,59 ,3 ,3 
1703,The Works Gourmet Burger Bistro,59 ,3 ,3 
1704,NomÃ© Izakaya,59 ,5 ,5 
1705,Emerald Chinese Restaurant,60 ,1 ,1 
1706,Emerald Chinese Restaurant,61 ,4 ,4 
1707,Georgeview Open Kitchen Restaurant,61 ,4 ,4 
1708,The Glen Tavern,61 ,5 ,5 
1709,The Glen Oven Cafe,61 ,4 ,4 
1710,Chako,61 ,5 ,5 
1711,East Side Mario's,61 ,2 ,2 
1712,East Side Mario's,61 ,4 ,4 
1713,Canoe,61 ,5 ,5 
1714,Flips Restaurant,61 ,4 ,4 
1715,Emerald Chinese Restaurant,62 ,5 ,5 
1716,Fusaro's Kitchen,62 ,5 ,5 
1717,Rogues Restaurant,62 ,5 ,5 
1718,El FogÃ³n,62 ,2 ,2 
1719,Emerald Chinese Restaurant,64104 ,3 ,3 
1720,O Sushi,64104 ,2 ,2 
1721,1915 Lan Zhou Ramen,64104 ,2 ,2 
1722,Close To The Bone,64104 ,5 ,5 
1723,Uncle Tetsu's Japanese Angel Cafe,64104 ,3 ,3 
1724,Boba Bubble Tea,64104 ,3 ,3 
1725,Eat Fresh Be Healthy,64104 ,4 ,4 
1726,Mexico Lindo,64104 ,4 ,4 
1727,Harvey's & Swiss Chalet Combo,64104 ,4 ,4 
1728,Asian Legend,64104 ,4 ,4 
1729,McDonald's,64104 ,2 ,2 
1730,Kenzo Ramen,64104 ,2 ,2 
1731,Emerald Chinese Restaurant,63 ,4 ,4 
1732,Emerald Chinese Restaurant,63 ,3 ,3 
1733,Le Gourmand,63 ,4 ,4 
1734,The Pickle Barrel,63 ,1 ,1 
1735,La Station des Sports,63 ,1 ,1 
1736,CoCo Fresh Tea & Juice,63 ,4 ,4 
1737,Annona Resturant,63 ,4 ,4 
1738,Kings Delight Caribbean Cuisine,63 ,4 ,4 
1739,Lemar's Pizza,63 ,5 ,5 
1740,Beerbistro,63 ,3 ,3 
1742,Fred's Not Here,63 ,4 ,4 
1743,Spin Dessert Cafe Vaughan,63 ,3 ,3 
1744,Yuki Japanese & Korean Restaurant,63 ,4 ,4 
1745,The Good Fork,63 ,5 ,5 
1746,Caffe Demetre,63 ,4 ,4 
1747,Sakura Japanese Restaurant,63 ,1 ,1 
1748,Pancho's Bakery,63 ,4 ,4 
1749,The Pie Commission,63 ,5 ,5 
1750,Uncle Tetsu's Japanese Angel Cafe,63 ,2 ,2 
1751,ASA Sushi,63 ,4 ,4 
1752,W Burger Bar,63 ,4 ,4 
1753,Snakes & Lattes Annex,63 ,5 ,5 
1754,Fugo Desserts,63 ,3 ,3 
1755,The Cheesecake Factory,63 ,4 ,4 
1756,Sweet Olenka's,63 ,4 ,4 
1757,Boston Pizza,63 ,1 ,1 
1758,Big Smoke Burger,63 ,4 ,4 
1759,Eat Fresh Be Healthy,63 ,3 ,3 
1760,Arctic Bites,63 ,4 ,4 
1761,The Cupcake Shoppe,63 ,2 ,2 
1762,Beer n Wings Sport Bar & Grill,63 ,3 ,3 
1763,Michael's West Indian Flavor,63 ,4 ,4 
1764,Ten Ren's Tea,63 ,3 ,3 
1765,Big Bone BBQ & Wicked Wings,63 ,4 ,4 
1766,Caplansky's Delicatessen,63 ,4 ,4 
1767,Samosa and Sweet Factory,63 ,5 ,5 
1768,Sukho Thai,63 ,4 ,4 
1769,Bayview Kitchen,63 ,3 ,3 
1770,Sunset Grill,63 ,1 ,1 
1771,Utopia CafÃ© & Grill,63 ,4 ,4 
1772,Rockford's Bar and Grill,63 ,4 ,4 
1773,Moon Congee,63 ,3 ,3 
1774,SongCook's,63 ,4 ,4 
1775,Porter House,63 ,3 ,3 
1776,Moxie's Grill & Bar,63 ,3 ,3 
1777,Light Cafe,63 ,3 ,3 
1778,Alchemy Coffee,63 ,5 ,5 
1779,Patisserie 27,63 ,5 ,5 
1780,Bobbie Sue's Mac & Cheese,63 ,4 ,4 
1781,Flaming Kitchen,63 ,4 ,4 
1782,Pie Wood Fired Pizza Joint,63 ,4 ,4 
1783,Buffalo Wild Wings,63 ,4 ,4 
1784,Hapa Toronto,63 ,1 ,1 
1785,TOT the Cat CafÃ©,63 ,1 ,1 
1786,Sunrise House,63 ,3 ,3 
1787,Mi'hito Sushi Laboratory,63 ,4 ,4 
1788,Orange Snail,63 ,3 ,3 
1789,Jerk King,63 ,4 ,4 
1790,Millie Creperie,63 ,3 ,3 
1791,Supercoffee,63 ,4 ,4 
1792,Butter Avenue,63 ,3 ,3 
1793,KINTON RAMEN,63 ,4 ,4 
1794,Emerald Chinese Restaurant,64 ,1 ,1 
1795,Emerald Chinese Restaurant,65 ,2 ,2 
1796,Ravi Soups,65 ,4 ,4 
1797,Tangerine Asian Cuisine,65 ,3 ,3 
1798,CoCo Fresh Tea & Juice,65 ,5 ,5 
1799,Playa Cabana - Hacienda,65 ,4 ,4 
1800,Chipotle Mexican Grill,65 ,2 ,2 
1801,Wok Of Fame,65 ,4 ,4 
1802,Restaurant Cuisine Cantonaise,65 ,3 ,3 
1803,McDonald's,65 ,2 ,2 
1804,Indie Ale House,65 ,3 ,3 
1805,Istanbul Shawarma,65 ,3 ,3 
1806,Fox & Fiddle,65 ,2 ,2 
1807,Sukho Thai,65 ,3 ,3 
1808,NOtaBLE,65 ,3 ,3 
1809,Burger Factory,65 ,2 ,2 
1810,Chili Club Thai House,65 ,2 ,2 
1811,Shogun Restaurant,65 ,3 ,3 
1812,Mucho Burrito,65 ,3 ,3 
1813,Drake A Firkin Pub,65 ,3 ,3 
1814,Wingporium,65 ,3 ,3 
1815,Rick's Good Eats,65 ,3 ,3 
1816,El Trompo Taco Bar,65 ,2 ,2 
1817,The Office Pub,65 ,2 ,2 
1818,Top Gun  Burgers,65 ,4 ,4 
1819,Gusto 101,65 ,3 ,3 
1820,South St. Burger,65 ,3 ,3 
1821,Macho Tex Mex Radio Bar,65 ,2 ,2 
1822,Saffron Spice Kitchen,65 ,2 ,2 
1823,Emerald Chinese Restaurant,66 ,3 ,3 
1824,MyDelish,66 ,1 ,1 
1825,Emerald Chinese Restaurant,263832 ,2 ,2 
1826,B's Sizzling Kitchen,263832 ,3 ,3 
1827,Ben Thanh Vietnamese Thai Cuisine,263832 ,3 ,3 
1828,Emerald Chinese Restaurant,282116 ,4 ,4 
1829,Summit Garden Chinese,282116 ,4 ,4 
1830,Pyung Won House,282116 ,4 ,4 
1831,Tierra Azteca,282116 ,4 ,4 
1832,Costco,282116 ,4 ,4 
1833,Soma Chocolatemaker,282116 ,4 ,4 
1834,Sunrise House,282116 ,3 ,3 
1835,Emerald Chinese Restaurant,67 ,1 ,1 
1836,Grazie Ristorante,67 ,5 ,5 
1837,Nowshak Restaurant,67 ,5 ,5 
1838,Bake Code  - North York,67 ,2 ,2 
1839,Ava Food Market,67 ,4 ,4 
1840,House of Cards Board Game Cafe,67 ,3 ,3 
1841,Alborz Restaurant,67 ,3 ,3 
1842,Mirch Masala,67 ,5 ,5 
1843,Hakka Ren,67 ,3 ,3 
1844,UMI Sushi & Teryaki,67 ,1 ,1 
1845,Tea Shop 168,67 ,1 ,1 
1846,Emerald Chinese Restaurant,68 ,3 ,3 
1847,Buk Chang Dong Soon Tofu,68 ,3 ,3 
1848,Odd Seoul,68 ,3 ,3 
1849,Buca Yorkville,68 ,5 ,5 
1850,Huh Ga Ne,68 ,4 ,4 
1851,Beerbistro,68 ,3 ,3 
1852,Skyview Fusion Cuisine,68 ,3 ,3 
1853,Sweet Esc,68 ,3 ,3 
1854,Stelvio,68 ,3 ,3 
1855,Deer Garden Signatures,68 ,3 ,3 
1856,The Cheesecake Factory,68 ,4 ,4 
1857,Fisshu,68 ,3 ,3 
1858,Asian Legend,68 ,4 ,4 
1859,Bapbo Korean Restaurant,68 ,3 ,3 
1860,Jamie's Italian,68 ,3 ,3 
1861,Xe Lua Vietnamese Restaurant,68 ,2 ,2 
1862,SongCook's,68 ,4 ,4 
1863,Hey Sugar,68 ,3 ,3 
1864,Menya Fuji,68 ,3 ,3 
1865,Chit-Chat-Play Board Game Cafe,68 ,4 ,4 
1866,Inspire Restaurant,68 ,5 ,5 
1867,Aji Sai Japanese Restaurant,68 ,2 ,2 
1868,Sabai Sabai Kitchen and Bar,68 ,3 ,3 
1869,Estiatorio VOLOS,68 ,2 ,2 
1870,Dakgogi,68 ,3 ,3 
1871,MeNami,68 ,3 ,3 
1872,Onnki Donburi,68 ,4 ,4 
1873,Legend Chinese Restaurant,68 ,4 ,4 
1874,VIPS Sushi,68 ,3 ,3 
1875,Emerald Chinese Restaurant,69 ,3 ,3 
1876,The Golden Pheasant,69 ,5 ,5 
1877,Le Gourmand,69 ,4 ,4 
1878,Nu BÃ¼gel,69 ,4 ,4 
1879,Bob's Bulgogi,69 ,3 ,3 
1880,Spoon & Fork,69 ,4 ,4 
1881,Campechano TaquerÃ­a,69 ,3 ,3 
1882,Beerbistro,69 ,4 ,4 
1883,The Keg Steakhouse + Bar - York Street,69 ,4 ,4 
1884,The Good Fork,69 ,4 ,4 
1885,Hollywood Gelato,69 ,4 ,4 
1886,Katsuya,69 ,4 ,4 
1887,Infuse Tea,69 ,4 ,4 
1888,Fugo Desserts,69 ,3 ,3 
1889,Au Kouign-Amann,69 ,5 ,5 
1890,St-Viateur Bagel & CafÃ©,69 ,4 ,4 
1891,Sweet Olenka's,69 ,4 ,4 
1892,Marconi Pizza,69 ,3 ,3 
1893,The P&L Burger,69 ,4 ,4 
1894,Felix & Norton,69 ,5 ,5 
1895,iQ Food,69 ,2 ,2 
1896,Colombia Mia,69 ,4 ,4 
1897,Spoonful,69 ,2 ,2 
1898,Mitzie's Jerk,69 ,3 ,3 
1899,Chinese Wok,69 ,1 ,1 
1900,Bamboo Legend,69 ,5 ,5 
1901,French Corner Bakery & Patisserie,69 ,4 ,4 
1902,Wilbur Mexicana,69 ,4 ,4 
1903,Olive & Gourmando,69 ,5 ,5 
1904,Moon Bean Coffee Company,69 ,4 ,4 
1905,Nuri Village,69 ,4 ,4 
1906,Mean Bao,69 ,4 ,4 
1907,Brick Street Bakery,69 ,3 ,3 
1908,Jamie's Italian,69 ,3 ,3 
1909,Utopia CafÃ© & Grill,69 ,1 ,1 
1910,Rose City Kitchen,69 ,3 ,3 
1911,Jelly Modern Doughnuts,69 ,4 ,4 
1912,Home Of The Brave,69 ,3 ,3 
1913,Tibet Kitchen,69 ,3 ,3 
1914,McDonald's,69 ,5 ,5 
1915,Myungdong Noodle Shabushabu,69 ,4 ,4 
1916,Wingporium,69 ,4 ,4 
1917,Rick's Good Eats,69 ,4 ,4 
1918,Jumbo Empanadas,69 ,3 ,3 
1919,B's Sizzling Kitchen,69 ,3 ,3 
1920,Inspire Restaurant,69 ,4 ,4 
1921,Kitchen On Sixth,69 ,4 ,4 
1922,JP Pizzeria,69 ,2 ,2 
1923,Tito Ron's,69 ,5 ,5 
1924,Lemongrass Kitchen,69 ,4 ,4 
1925,Emerald Chinese Restaurant,70 ,5 ,5 
1926,The Pickle Barrel,70 ,4 ,4 
1927,Pastel Creperies & Dessert House,70 ,4 ,4 
1928,The 5th Taste Sushi Restaurant,70 ,5 ,5 
1929,Cinnaholic,70 ,2 ,2 
1930,Early Bird Coffee & Kitchen,70 ,4 ,4 
1931,Kung Fu Tea,70 ,4 ,4 
1932,Starbucks,70 ,4 ,4 
1933,Uncle Tetsu's,70 ,3 ,3 
1934,Koi Sakana Ramen House,70 ,3 ,3 
1935,Bake Code  - North York,70 ,5 ,5 
1936,Bake Code  - North York,70 ,4 ,4 
1937,SanTong Snack Bar å°�å±±ä¸œ,70 ,5 ,5 
1938,Latea Era,70 ,5 ,5 
1939,Yogen Fruz,70 ,1 ,1 
1940,Double D's,70 ,4 ,4 
1941,Bubble Tea and Me,70 ,4 ,4 
1942,Emerald Chinese Restaurant,1893 ,4 ,4 
1943,Ravi Soups,1893 ,4 ,4 
1944,The 3 Brewers,1893 ,3 ,3 
1945,Kanda Sushi Japanese Buffet,1893 ,4 ,4 
1946,John & Sons Oyster House,1893 ,4 ,4 
1947,AprilÃ© Bambina,1893 ,5 ,5 
1948,Agra Fine Indian Cuisine,1893 ,2 ,2 
1949,Penelope Restaurant,1893 ,4 ,4 
1950,Montana's Restaurant,1893 ,2 ,2 
1951,Aroma Fine Indian Cuisine,1893 ,4 ,4 
1952,Xam Yu Seafood Restaurant,1893 ,2 ,2 
1953,Magwyers Pub,1893 ,4 ,4 
1954,The One That Got Away,1893 ,4 ,4 
1955,South St Burger,1893 ,3 ,3 
1956,Greens Vegetarian Restaurant,1893 ,4 ,4 
1957,Byblos,1893 ,4 ,4 
1958,Essence,1893 ,1 ,1 
1959,Estiatorio VOLOS,1893 ,4 ,4 
1960,Hot and Spicy,1893 ,3 ,3 
1961,Scaramouche Restaurant Pasta Bar & Grill,1893 ,5 ,5 
1962,KINTON RAMEN,1893 ,3 ,3 
1963,Emerald Chinese Restaurant,284380 ,2 ,2 
1964,Perfect Chinese Restaurant,284380 ,2 ,2 
1965,Ding Tai Fung,284380 ,3 ,3 
1966,Emerald Chinese Restaurant,71 ,3 ,3 
1967,O.Noir,71 ,4 ,4 
1968,KooKoo Chicken,71 ,3 ,3 
1969,Thai Express,71 ,4 ,4 
1970,Axia Restaurant & Bar,71 ,3 ,3 
1971,W Burger Bar,71 ,4 ,4 
1972,Katsuya,71 ,5 ,5 
1973,Lab Sense,71 ,3 ,3 
1974,The Cheesecake Factory,71 ,4 ,4 
1975,Taste of Thailand Cuisine,71 ,4 ,4 
1976,Lion City Restaurant,71 ,4 ,4 
1977,Our Crepe,71 ,3 ,3 
1978,French Corner Bakery & Patisserie,71 ,4 ,4 
1979,Ajisen Ramen,71 ,3 ,3 
1980,Art Square Cafe,71 ,3 ,3 
1981,Wok To Go,71 ,3 ,3 
1982,Muddy Duck Restaurant,71 ,2 ,2 
1983,Hakka Ren,71 ,5 ,5 
1984,Sugar Marmalade,71 ,4 ,4 
1985,Greens Vegetarian Restaurant,71 ,4 ,4 
1986,Imperial Buffet,71 ,3 ,3 
1987,Kaoi Sushi,71 ,5 ,5 
1988,Sammy's Burger & Ice Cream,71 ,3 ,3 
1989,Moxie's Grill & Bar,71 ,3 ,3 
1990,Earls Kitchen + Bar,71 ,3 ,3 
1991,Tokyo Grill,71 ,5 ,5 
1992,Bubble Republic Tea House,71 ,4 ,4 
1993,KINTON RAMEN,71 ,4 ,4 
1994,Emerald Chinese Restaurant,72 ,1 ,1 
1995,Fieramosca,72 ,5 ,5 
1996,Emerald Chinese Restaurant,9034 ,2 ,2 
1997,Green Grotto,9034 ,2 ,2 
1998,Bombay Bhel,9034 ,4 ,4 
1999,Szechuan Express,9034 ,4 ,4 
2000,Border MX Mexican Grill and Cantina,9034 ,4 ,4 
2001,Wok Of Fame,9034 ,5 ,5 
2002,Starbucks,9034 ,4 ,4 
2003,Osmow's Heartland,9034 ,3 ,3 
2004,Meet Noodles,9034 ,4 ,4 
2005,Lazar Famous Deli & Bakery,9034 ,3 ,3 
2006,Skyview Fusion Cuisine,9034 ,5 ,5 
2007,Lion City Restaurant,9034 ,5 ,5 
2008,Long Zu Bbq,9034 ,3 ,3 
2009,Villa Madina,9034 ,3 ,3 
2010,Afghan Kebob Cuisine,9034 ,1 ,1 
2011,La-Mill,9034 ,1 ,1 
2012,Macey's Restaurant,9034 ,1 ,1 
2013,KFC,9034 ,1 ,1 
2014,Bubble Republic Tea House,9034 ,4 ,4 
2015,Musashi Japanese Restaurant,81433 ,2 ,2 
2016,Chuy's,81433 ,2 ,2 
2017,Cabo Fish Taco,81433 ,1 ,1 
2018,Musashi Japanese Restaurant,73 ,4 ,4 
2019,Jasmine Buffet,73 ,4 ,4 
2020,Siam Garden,73 ,1 ,1 
2021,Taco Mac,73 ,5 ,5 
2022,Pho Cali Thai,73 ,3 ,3 
2023,Musashi Japanese Restaurant,74 ,2 ,2 
2024,Le Peep,74 ,3 ,3 
2025,Shake Shack,74 ,3 ,3 
2026,The Cheesecake Factory,74 ,4 ,4 
2027,CO,74 ,4 ,4 
2028,First Watch,74 ,4 ,4 
2029,Tupelo Honey,74 ,4 ,4 
2030,AmÃ©lie's French Bakery & CafÃ©,74 ,3 ,3 
2031,Sushiya Japan,74 ,4 ,4 
2032,Einstein Bros Bagels,74 ,2 ,2 
2033,Original Pancake House,74 ,4 ,4 
2034,Let's Meat Kbbq,74 ,4 ,4 
2035,Seoul Food Meat Company,74 ,5 ,5 
2036,Musashi Japanese Restaurant,1708 ,5 ,5 
2037,JJ's Red Hots - Dilworth,1708 ,5 ,5 
2038,Le Peep,1708 ,4 ,4 
2039,Cuisine Malaya,1708 ,3 ,3 
2040,Block & Grinder,1708 ,4 ,4 
2041,The Cheesecake Factory,1708 ,3 ,3 
2042,AmÃ©lie's French Bakery & CafÃ©,1708 ,5 ,5 
2043,PePeRo,1708 ,4 ,4 
2044,Taco Mac,1708 ,2 ,2 
2045,Coco Osteria,1708 ,5 ,5 
2046,Golden Krust Caribbean Bakery & Grill,1708 ,3 ,3 
2047,Red Mango,1708 ,4 ,4 
2048,Musashi Japanese Restaurant,75 ,4 ,4 
2049,Jersey Mike's Subs,75 ,5 ,5 
2050,The Cheesecake Factory,75 ,5 ,5 
2051,Salsarita's Fresh Mexican Grill,75 ,5 ,5 
2052,Marble Slab Creamery,75 ,4 ,4 
2053,Taipei South,75 ,2 ,2 
2054,Musashi Japanese Restaurant,260619 ,5 ,5 
2055,Cho Won Garden,260619 ,4 ,4 
2056,El Cancun Mexican Restaurant,260619 ,4 ,4 
2057,Musashi Japanese Restaurant,60575 ,5 ,5 
2058,Bangkok Ocha,60575 ,1 ,1 
2059,Musashi Japanese Restaurant,76 ,5 ,5 
2060,Tea Fusion Cafe,76 ,5 ,5 
2061,Ninety's Ice Cream & Sandwiches,76 ,4 ,4 
2062,Futo Buta,76 ,5 ,5 
2063,Futo Buta,76 ,5 ,5 
2064,Futo Buta,76 ,5 ,5 
2065,Bahn Thai,76 ,4 ,4 
2066,AmÃ©lie's French Bakery & CafÃ©,76 ,5 ,5 
2067,Cabo Fish Taco,76 ,2 ,2 
2068,Musashi Japanese Restaurant,77 ,3 ,3 
2069,Musashi Japanese Restaurant,77 ,3 ,3 
2070,Musashi Japanese Restaurant,77 ,3 ,3 
2071,International Supermarket,77 ,4 ,4 
2072,Ru San's,77 ,1 ,1 
2073,Doan's,77 ,5 ,5 
2074,CO,77 ,3 ,3 
2075,First Watch,77 ,2 ,2 
2076,Hatoya Mart,77 ,5 ,5 
2077,Musashi Japanese Restaurant,78 ,5 ,5 
2078,Hickory Tavern,78 ,3 ,3 
2079,Hickory Tavern,78 ,4 ,4 
2080,Hickory Tavern,78 ,4 ,4 
2081,Tavern At the Mills,78 ,2 ,2 
2082,Mac's Speed Shop - Lake Norman,78 ,4 ,4 
2083,Carolina Ale House,78 ,3 ,3 
2084,Baku,78 ,3 ,3 
2085,Chick-fil-A,78 ,4 ,4 
2086,Bikinis Sports Bar & Grill,78 ,3 ,3 
2087,Anntony's Caribbean Cafe,78 ,4 ,4 
2088,Red Lobster,78 ,3 ,3 
2089,Romano's Macaroni Grill,78 ,1 ,1 
2090,Musashi Japanese Restaurant,79 ,4 ,4 
2091,Lang Van Vietnamese,79 ,4 ,4 
2092,Maxwell's Tavern,79 ,5 ,5 
2093,Heritage Food and Drink,79 ,5 ,5 
2094,Bahn Thai,79 ,4 ,4 
2095,Tupelo Honey,79 ,5 ,5 
2096,TRUE Crafted Pizza,79 ,5 ,5 
2097,Musashi Japanese Restaurant,40709 ,5 ,5 
2098,Maxwell's Tavern,40709 ,4 ,4 
2099,Musashi Japanese Restaurant,31246 ,5 ,5 
2100,Lang Van Vietnamese,31246 ,5 ,5 
2101,Block & Grinder,31246 ,2 ,2 
2102,Crossroads Grille,31246 ,1 ,1 
2103,Jake's Good Eats,31246 ,3 ,3 
2104,Sun Valley Cafe,31246 ,1 ,1 
2105,Central Oriental Market,31246 ,4 ,4 
2106,Cabo Fish Taco,31246 ,1 ,1 
2107,Cho Won Garden,31246 ,5 ,5 
2108,The Cowfish Sushi Burger Bar,31246 ,4 ,4 
2109,Leroy Fox Cotswold,31246 ,5 ,5 
2110,Musashi Japanese Restaurant,79524 ,1 ,1 
2111,Futo Buta,79524 ,1 ,1 
2112,Musashi Japanese Restaurant,80 ,4 ,4 
2113,Chili's,80 ,3 ,3 
2114,Showmars - Seventh Street,80 ,4 ,4 
2115,Lumiere French Kitchen,80 ,4 ,4 
2116,Bonterra Restaurant & Wine Room,80 ,4 ,4 
2117,Second Helping,80 ,5 ,5 
2118,Nolen Kitchen,80 ,5 ,5 
2119,Paco's Tacos & Tequila,80 ,1 ,1 
2120,Carmellas Pizza Grill,80 ,3 ,3 
2121,Sir Edmond Halley's,80 ,1 ,1 
2122,Duckworth's Kitchen & Taphouse,80 ,4 ,4 
2123,Capriccio,80 ,2 ,2 
2124,Dragon Buffet,80 ,4 ,4 
2125,Cedar Land,80 ,4 ,4 
2126,Futo Buta,80 ,3 ,3 
2127,Piedmont Social House,80 ,3 ,3 
2128,Ru San's,80 ,4 ,4 
2129,Suck Bang Blow Smokehouse,80 ,4 ,4 
2130,3 Trade Food & Wine,80 ,4 ,4 
2131,La Shish Kabob,80 ,3 ,3 
2132,AmÃ©lie's French Bakery & CafÃ©,80 ,3 ,3 
2133,FlatIron Kitchen & Taphouse,80 ,3 ,3 
2134,Brixx Wood Fired Pizza,80 ,2 ,2 
2135,Akahana Asian Bistro,80 ,4 ,4 
2136,Akahana Asian Bistro,80 ,5 ,5 
2137,Rock Bottom Restaurant & Brewery,80 ,4 ,4 
2138,Lebowski's Neighborhood Grill,80 ,4 ,4 
2139,Pinkberry,80 ,3 ,3 
2140,PePeRo,80 ,5 ,5 
2141,Tupelo Honey,80 ,2 ,2 
2142,Tupelo Honey,80 ,4 ,4 
2143,Fahrenheit,80 ,1 ,1 
2144,Gardenia Restaurant,80 ,3 ,3 
2145,Quiznos,80 ,4 ,4 
2146,Bikinis Sports Bar & Grill,80 ,3 ,3 
2147,Bikinis Sports Bar & Grill,80 ,1 ,1 
2148,Tony's Ice Cream Company,80 ,4 ,4 
2149,Culver's,80 ,4 ,4 
2150,Tavern On The Tracks,80 ,4 ,4 
2151,Vinnie's Sardine Grill & Raw Bar,80 ,4 ,4 
2152,San Antonio's Modern Mexican,80 ,4 ,4 
2153,The Roasting Company,80 ,3 ,3 
2154,Original Pancake House,80 ,3 ,3 
2155,Las Palmas Columbian & Cuban Cuisine,80 ,3 ,3 
2156,The Grove Cafe,80 ,5 ,5 
2157,Vapiano,80 ,3 ,3 
2158,The Cowfish Sushi Burger Bar,80 ,3 ,3 
2159,BabyStacks Cafe,80 ,5 ,5 
2160,Brooks Sandwich House,80 ,4 ,4 
2161,Great Grapes Wine & Food Festival,80 ,3 ,3 
2162,Georges Brasserie,80 ,4 ,4 
2163,Musashi Japanese Restaurant,81 ,1 ,1 
2164,Musashi Japanese Restaurant,82 ,4 ,4 
2165,Le Peep,82 ,4 ,4 
2166,Le Peep,82 ,2 ,2 
2167,Rite Aid,82 ,3 ,3 
2168,Dolce Ristorante,82 ,4 ,4 
2169,The Wok,82 ,4 ,4 
2170,Cuisine Malaya,82 ,5 ,5 
2171,On The Border Mexican Grill & Cantina,82 ,3 ,3 
2172,On The Border Mexican Grill & Cantina,82 ,4 ,4 
2173,On The Border Mexican Grill & Cantina,82 ,2 ,2 
2174,On The Border Mexican Grill & Cantina,82 ,3 ,3 
2175,Greco Fresh Grille,82 ,4 ,4 
2176,Hungry Howie's Pizza,82 ,3 ,3 
2177,Paco's Tacos & Tequila,82 ,4 ,4 
2178,Paco's Tacos & Tequila,82 ,5 ,5 
2179,Pizza Hut,82 ,5 ,5 
2180,Anita's Mexican Grill,82 ,4 ,4 
2181,Trader Joe's,82 ,5 ,5 
2182,TCBY,82 ,4 ,4 
2183,Bangkok Ocha,82 ,5 ,5 
2184,Bangkok Ocha,82 ,4 ,4 
2185,Jalapenos Mexican Restaurant,82 ,3 ,3 
2186,Maria's Mexican Restaurant,82 ,4 ,4 
2187,Dragon Buffet,82 ,4 ,4 
2188,Showmars - Park Cedar,82 ,4 ,4 
2189,Futo Buta,82 ,4 ,4 
2190,Bahn Thai,82 ,4 ,4 
2191,Bahn Thai,82 ,2 ,2 
2192,Legion Brewing SouthPark,82 ,3 ,3 
2193,Libretto's Pizzeria,82 ,4 ,4 
2194,Sweet Frog,82 ,4 ,4 
2195,Piedmont Social House,82 ,4 ,4 
2196,Piedmont Social House,82 ,2 ,2 
2197,Bradshaw Social House,82 ,3 ,3 
2198,Ru San's,82 ,2 ,2 
2199,Ru San's,82 ,4 ,4 
2200,The Cheesecake Factory,82 ,1 ,1 
2201,The Cheesecake Factory,82 ,3 ,3 
2202,MOD Pizza,82 ,5 ,5 
2203,Olive Garden Italian Restaurant,82 ,4 ,4 
2204,Owen's Bagel & Deli,82 ,4 ,4 
2205,Walmart Neighborhood Market,82 ,3 ,3 
2206,Marble Slab Creamery,82 ,4 ,4 
2207,Charlotte Premium Outlets,82 ,4 ,4 
2208,El Valle Mexican Restaurant,82 ,4 ,4 
2209,Taipei South,82 ,5 ,5 
2210,Hot Taco,82 ,3 ,3 
2211,Zablong Peculiar Pizza,82 ,5 ,5 
2212,Dandelion Market,82 ,5 ,5 
2213,Skrimp Shack,82 ,3 ,3 
2214,Basil Thai Cuisine Ballantyne,82 ,3 ,3 
2215,LongHorn Steakhouse,82 ,3 ,3 
2216,Azteca Mexican Restaurant,82 ,2 ,2 
2217,Steak 'n Hoagie Shop,82 ,4 ,4 
2218,Cousins Maine Lobster - Charlotte,82 ,4 ,4 
2219,Earth Fare,82 ,3 ,3 
2220,Earth Fare,82 ,4 ,4 
2221,Schlotzsky's,82 ,4 ,4 
2222,Yogurt In Love,82 ,4 ,4 
2223,Smoothie King,82 ,3 ,3 
2224,Umami PokÃ©Rito,82 ,4 ,4 
2225,Wild Wing Cafe,82 ,3 ,3 
2226,Nothing But Noodles,82 ,3 ,3 
2227,Nothing But Noodles,82 ,4 ,4 
2228,Rock Bottom Restaurant & Brewery,82 ,4 ,4 
2229,Pizza Spiga,82 ,4 ,4 
2230,Lebowski's Neighborhood Grill,82 ,4 ,4 
2231,Panera Bread,82 ,4 ,4 
2232,PePeRo,82 ,5 ,5 
2233,PePeRo,82 ,5 ,5 
2234,Sabor Latin Street Grill - Pineville,82 ,3 ,3 
2235,Cabo Fish Taco,82 ,5 ,5 
2236,Cabo Fish Taco,82 ,4 ,4 
2237,Mr Tokyo Japanese Restaurant,82 ,4 ,4 
2238,Tupelo Honey,82 ,4 ,4 
2239,Chuy's,82 ,4 ,4 
2240,Zeitouni Grill,82 ,3 ,3 
2241,Zeitouni Grill,82 ,4 ,4 
2242,Cabo's Mexican Cuisine and Cantina,82 ,5 ,5 
2243,Don Julio's,82 ,2 ,2 
2244,Olive Garden Italian Restaurant,82 ,1 ,1 
2245,Firebirds Wood Fired Grill,82 ,4 ,4 
2246,Taco Mac,82 ,5 ,5 
2247,Sushiya Japan,82 ,4 ,4 
2248,Superica,82 ,5 ,5 
2249,Firethorne Country Club,82 ,4 ,4 
2250,Jason's Deli,82 ,4 ,4 
2251,Papa Murphy's,82 ,4 ,4 
2252,Blackfinn Ameripub,82 ,3 ,3 
2253,New York Pizza & Pasta,82 ,4 ,4 
2254,Harris Teeter,82 ,4 ,4 
2255,Original Pancake House,82 ,4 ,4 
2256,Richlane Chinese Cuisine,82 ,3 ,3 
2257,Which Wich,82 ,4 ,4 
