,title,genres,user
3,Waiting to Exhale (1995),Comedy|Drama|Romance,33555.0
4,Father of the Bride Part II (1995),Comedy,33555.0
5,Heat (1995),Action|Crime|Thriller,33555.0
2487,"Matrix, The (1999)",Action|Sci-Fi|Thriller,33555.0
1588,The Devil's Advocate (1997),Drama|Mystery|Thriller,33555.0
1189,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,33555.0
2417,October Sky (1999),Drama,33555.0
0,Repo! The Genetic Opera (2008),Fantasy|Horror|Musical,33567.0
1,Cinderella (1899),Children|Fantasy|Horror|Sci-Fi,33567.0
2,Cinderella (1997),Children|Fantasy|Musical|Romance,33567.0
3,Rusalochka (The Little Mermaid) (1976),Children|Fantasy|Musical|Romance,33567.0
4,"Climax, The (1944)",Horror|Musical,33567.0
5,Black Roses (1988) ,Horror|Musical,33567.0
23262,Interstellar (2014),Sci-Fi|IMAX,33567.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,33567.0
11386,"Departed, The (2006)",Crime|Drama|Thriller,33567.0
523,Schindler's List (1993),Drama|War,33567.0
0,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,33605.0
1,Moon 44 (1990),Action|Film-Noir|Sci-Fi|Thriller,33605.0
2,Rogues' Regiment (1948),Action|Adventure|Film-Noir|Thriller|War,33605.0
3,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller,33605.0
4,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),Crime|Film-Noir|Horror|Romance|Thriller,33605.0
5,Singapore (1947),Action|Adventure|Crime|Film-Noir|Romance,33605.0
23262,Interstellar (2014),Sci-Fi|IMAX,33605.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,33605.0
523,Schindler's List (1993),Drama|War,33605.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,33605.0
0,Botched (2007),Comedy|Crime|Horror|Thriller,33640.0
1,"Cottage, The (2008)",Comedy|Crime|Horror|Thriller,33640.0
2,Otis (2008),Comedy|Crime|Horror|Thriller,33640.0
3,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi,33640.0
4,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,33640.0
5,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996),Comedy|Horror|Musical|Western,33640.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,33640.0
523,Schindler's List (1993),Drama|War,33640.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,33640.0
1067,Reservoir Dogs (1992),Crime|Mystery|Thriller,33640.0
0,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,33650.0
1,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,33650.0
2,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,33650.0
3,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller,33650.0
4,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,33650.0
5,Lured (1947),Crime|Film-Noir|Mystery|Thriller,33650.0
290,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,33650.0
23262,Interstellar (2014),Sci-Fi|IMAX,33650.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,33650.0
2240,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,33650.0
0,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller,33676.0
1,Kansas City (1996),Crime|Drama|Musical|Thriller,33676.0
2,Star! (1968),Musical,33676.0
3,Tango (1998),Drama|Musical,33676.0
4,August Rush (2007),Drama|Musical,33676.0
5,They Learned About Women (1930),Drama|Musical,33676.0
2874,Fight Club (1999),Action|Crime|Drama|Thriller,33676.0
23262,Interstellar (2014),Sci-Fi|IMAX,33676.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,33676.0
2240,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,33676.0
0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,33837.0
1,Screamers (1995),Action|Sci-Fi|Thriller,33837.0
2,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western,33837.0
3,"New Barbarians, The (I nuovi barbari) (1983)",Action|Sci-Fi|Thriller|Western,33837.0
4,Westworld (1973),Action|Sci-Fi|Thriller|Western,33837.0
5,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,33837.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,33837.0
23262,Interstellar (2014),Sci-Fi|IMAX,33837.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,33837.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,33837.0
0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,33965.0
1,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller,33965.0
2,Kill or Be Killed (2016),Horror|Mystery|Thriller|Western,33965.0
3,Dark Woods (Villmark) (2003),Adventure|Horror|Mystery|Thriller,33965.0
4,"Deep, The (1977)",Adventure|Horror|Mystery|Thriller,33965.0
5,You'll Find Out (1940),Comedy|Horror|Musical|Mystery|Romance,33965.0
35093,Some Voices (2000),Comedy|Drama,33965.0
2874,Fight Club (1999),Action|Crime|Drama|Thriller,33965.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,33965.0
35237,Running the Sahara (2009),Documentary,33965.0
0,"Pirates of Penzance, The (1983)",Adventure|Comedy|Musical|Romance,34006.0
1,Love Story 2050 (2008),Adventure|Comedy|Musical|Romance|Sci-Fi,34006.0
2,"Pirate, The (1948)",Adventure|Comedy|Musical|Romance,34006.0
3,Lemonade Joe (Limonádový Joe aneb Konská opera) (1964),Adventure|Comedy|Musical|Romance|Western,34006.0
4,Road to Rio (1947),Adventure|Comedy|Musical|Romance,34006.0
5,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,34006.0
352,Forrest Gump (1994),Comedy|Drama|Romance|War,34006.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,34006.0
3061,"Green Mile, The (1999)",Crime|Drama,34006.0
4898,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,34006.0
0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34057.0
1,Lured (1947),Crime|Film-Noir|Mystery|Thriller,34057.0
2,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller,34057.0
3,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,34057.0
4,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,34057.0
5,Vice (2008),Crime|Film-Noir|Mystery|Thriller,34057.0
49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,34057.0
23262,Interstellar (2014),Sci-Fi|IMAX,34057.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,34057.0
11386,"Departed, The (2006)",Crime|Drama|Thriller,34057.0
0,Blues in the Night (1941),Drama|Film-Noir|Musical,34187.0
1,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller,34187.0
2,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,34187.0
3,Singapore (1947),Action|Adventure|Crime|Film-Noir|Romance,34187.0
4,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34187.0
5,Rogues' Regiment (1948),Action|Adventure|Film-Noir|Thriller|War,34187.0
23262,Interstellar (2014),Sci-Fi|IMAX,34187.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,34187.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,34187.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,34187.0
0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34216.0
1,Mary Reilly (1996),Drama|Horror|Thriller,34216.0
2,Like Minds (2006),Crime|Horror|Mystery|Thriller,34216.0
3,Identity (2003),Crime|Horror|Mystery|Thriller,34216.0
4,Cyrus: Mind of a Serial Killer (2010),Crime|Horror|Mystery|Thriller,34216.0
5,The Seamstress (2009),Crime|Horror|Mystery|Thriller,34216.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34216.0
523,Schindler's List (1993),Drama|War,34216.0
352,Forrest Gump (1994),Comedy|Drama|Romance|War,34216.0
3061,"Green Mile, The (1999)",Crime|Drama,34216.0
0,VANish (2015),Action|Crime|Horror|Thriller,34307.0
1,Maniac Cop (1988),Action|Crime|Horror|Thriller,34307.0
2,Red State (2011),Action|Crime|Horror|Thriller,34307.0
3,Cold & Dark (2005),Action|Crime|Horror|Thriller,34307.0
4,Robo Vampire (1988),Action|Crime|Horror|Thriller,34307.0
5,Carnage Park (2016),Action|Crime|Horror|Thriller,34307.0
45569,The Way We Live Now (2001),Drama|Romance,34307.0
31,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,34307.0
16274,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,34307.0
10912,Inside Man (2006),Crime|Drama|Thriller,34307.0
0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34367.0
1,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,34367.0
2,Sweeney Todd: The Demon Barber of Fleet Street (1982),Drama|Horror|Musical|Thriller,34367.0
3,Phantom of the Opera (1943),Horror|Musical|Thriller,34367.0
4,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller,34367.0
5,"Quatermass Xperiment, The (1955)",Horror|Mystery|Sci-Fi|Thriller,34367.0
23262,Interstellar (2014),Sci-Fi|IMAX,34367.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,34367.0
11386,"Departed, The (2006)",Crime|Drama|Thriller,34367.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,34367.0
0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,34389.0
1,"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go) (1993)",Animation|Children|Musical|Romance,34389.0
2,Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt) (1996),Animation|Children|Musical|Romance,34389.0
3,Kansas City (1996),Crime|Drama|Musical|Thriller,34389.0
4,Bugsy Malone (1976),Children|Comedy|Crime|Musical,34389.0
5,"All Dogs Christmas Carol, An (1998)",Animation|Children|Comedy|Musical,34389.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34389.0
49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,34389.0
2245,American History X (1998),Crime|Drama,34389.0
523,Schindler's List (1993),Drama|War,34389.0
0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,34405.0
1,Jumanji (1995),Adventure|Children|Fantasy,34405.0
2,Grumpier Old Men (1995),Comedy|Romance,34405.0
3,Waiting to Exhale (1995),Comedy|Drama|Romance,34405.0
4,Father of the Bride Part II (1995),Comedy,34405.0
5,Heat (1995),Action|Crime|Thriller,34405.0
0,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,34484.0
1,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,34484.0
2,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,34484.0
3,Vice (2008),Crime|Film-Noir|Mystery|Thriller,34484.0
4,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,34484.0
5,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller,34484.0
11386,"Departed, The (2006)",Crime|Drama|Thriller,34484.0
5891,Catch Me If You Can (2002),Crime|Drama,34484.0
15,Casino (1995),Crime|Drama,34484.0
22463,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,34484.0
0,Deadline at Dawn (1946),Film-Noir|Mystery|Romance|Thriller,34504.0
1,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,34504.0
2,Moon 44 (1990),Action|Film-Noir|Sci-Fi|Thriller,34504.0
3,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34504.0
4,Fallen Angel (1945),Crime|Film-Noir|Mystery|Romance,34504.0
5,Backfire (1950),Crime|Film-Noir|Mystery|Romance|Thriller,34504.0
13495,AmericanEast (2008),Drama,34504.0
765,Trainspotting (1996),Comedy|Crime|Drama,34504.0
7036,Big Fish (2003),Drama|Fantasy|Romance,34504.0
11194,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,34504.0
0,Lured (1947),Crime|Film-Noir|Mystery|Thriller,34530.0
1,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,34530.0
2,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,34530.0
3,Vice (2008),Crime|Film-Noir|Mystery|Thriller,34530.0
4,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,34530.0
5,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,34530.0
4783,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,34530.0
27,Persuasion (1995),Drama|Romance,34530.0
16991,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,34530.0
11194,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,34530.0
0,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western,34583.0
1,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996),Comedy|Horror|Musical|Western,34583.0
2,Stingray Sam (2009),Comedy|Musical|Sci-Fi|Western,34583.0
3,Timerider: The Adventure of Lyle Swann (1982),Action|Adventure|Sci-Fi|Western,34583.0
4,Space Raiders (1983),Action|Adventure|Sci-Fi|Western,34583.0
5,"Wild Wild West Revisited, The (1979)",Action|Adventure|Sci-Fi|Western,34583.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34583.0
2240,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,34583.0
523,Schindler's List (1993),Drama|War,34583.0
352,Forrest Gump (1994),Comedy|Drama|Romance|War,34583.0
0,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,34592.0
1,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,34592.0
2,Lured (1947),Crime|Film-Noir|Mystery|Thriller,34592.0
3,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,34592.0
4,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,34592.0
5,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,34592.0
35237,Running the Sahara (2009),Documentary,34592.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,34592.0
4898,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,34592.0
5854,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,34592.0
0,Dimples (1936),Musical,34594.0
1,"Hole, The (Dong) (1998)",Drama|Musical,34594.0
2,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,34594.0
3,Trapped in the Closet: Chapters 1-12 (2005),Drama|Musical,34594.0
4,Call of the Flesh (1930),Musical,34594.0
5,April Showers (1948),Musical,34594.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34594.0
3918,Snatch (2000),Comedy|Crime|Thriller,34594.0
3061,"Green Mile, The (1999)",Crime|Drama,34594.0
2458,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,34594.0
0,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,34605.0
1,Dead Time: Kala (2007),Crime|Fantasy|Film-Noir|Thriller,34605.0
2,Dhoom (2004),Action|Crime|Musical|Romance,34605.0
3,Moon 44 (1990),Action|Film-Noir|Sci-Fi|Thriller,34605.0
4,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,34605.0
5,Crimson Tide (1995),Drama|Thriller|War,34605.0
2874,Fight Club (1999),Action|Crime|Drama|Thriller,34605.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,34605.0
46,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,34605.0
1067,Reservoir Dogs (1992),Crime|Mystery|Thriller,34605.0
0,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,34649.0
1,Kansas City Confidential (1952),Crime|Drama|Film-Noir|Mystery,34649.0
2,Lady in the Lake (1947),Crime|Drama|Film-Noir|Mystery|Romance,34649.0
3,"Brasher Doubloon, The (1947)",Crime|Drama|Film-Noir|Mystery,34649.0
4,Whirlpool (1949),Crime|Drama|Film-Noir|Mystery,34649.0
5,"Glass Key, The (1942)",Crime|Drama|Film-Noir|Mystery,34649.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,34649.0
1067,Reservoir Dogs (1992),Crime|Mystery|Thriller,34649.0
1251,Night on Earth (1991),Comedy|Drama,34649.0
702,Dead Man (1995),Drama|Mystery|Western,34649.0
0,VANish (2015),Action|Crime|Horror|Thriller,34658.0
1,Robo Vampire (1988),Action|Crime|Horror|Thriller,34658.0
2,Cold & Dark (2005),Action|Crime|Horror|Thriller,34658.0
3,Maniac Cop (1988),Action|Crime|Horror|Thriller,34658.0
4,Red State (2011),Action|Crime|Horror|Thriller,34658.0
5,Carnage Park (2016),Action|Crime|Horror|Thriller,34658.0
2874,Fight Club (1999),Action|Crime|Drama|Thriller,34658.0
46,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,34658.0
13691,Inglourious Basterds (2009),Action|Drama|War,34658.0
1571,"Game, The (1997)",Drama|Mystery|Thriller,34658.0
0,Cold & Dark (2005),Action|Crime|Horror|Thriller,34780.0
1,Carnage Park (2016),Action|Crime|Horror|Thriller,34780.0
2,Robo Vampire (1988),Action|Crime|Horror|Thriller,34780.0
3,VANish (2015),Action|Crime|Horror|Thriller,34780.0
4,Red State (2011),Action|Crime|Horror|Thriller,34780.0
5,Maniac Cop (1988),Action|Crime|Horror|Thriller,34780.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34780.0
49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,34780.0
352,Forrest Gump (1994),Comedy|Drama|Romance|War,34780.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,34780.0
0,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,34844.0
1,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi,34844.0
2,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,34844.0
3,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,34844.0
4,You'll Find Out (1940),Comedy|Horror|Musical|Mystery|Romance,34844.0
5,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996),Comedy|Horror|Musical|Western,34844.0
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,34844.0
1067,Reservoir Dogs (1992),Crime|Mystery|Thriller,34844.0
9488,Old Boy (2003),Mystery|Thriller,34844.0
7250,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,34844.0
0,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller,34902.0
1,Song of the South (1946),Adventure|Animation|Children|Musical,34902.0
2,Pete's Dragon (1977),Adventure|Animation|Children|Musical,34902.0
3,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical,34902.0
4,Pooh's Grand Adventure: The Search for Christopher Robin (1997),Adventure|Animation|Children|Musical,34902.0
5,"Land Before Time II: The Great Valley Adventure, The (1994)",Adventure|Animation|Children|Musical,34902.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,34902.0
49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,34902.0
23262,Interstellar (2014),Sci-Fi|IMAX,34902.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,34902.0
0,Dhoom (2004),Action|Crime|Musical|Romance,34981.0
1,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,34981.0
2,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,34981.0
3,"Legend of Sleepy Hollow, The (1949)",Animation|Comedy|Horror|Musical,34981.0
4,You'll Find Out (1940),Comedy|Horror|Musical|Mystery|Romance,34981.0
5,8 Women (2002),Comedy|Crime|Musical|Mystery,34981.0
33550,El camino (2008),Drama,34981.0
49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,34981.0
2773,American Beauty (1999),Drama|Romance,34981.0
1564,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,34981.0
0,Nick of Time (1995),Action|Thriller,35046.0
1,Guardian Angel (1994),Action|Drama|Thriller,35046.0
2,Shopping (1994),Action|Thriller,35046.0
3,Mary Reilly (1996),Drama|Horror|Thriller,35046.0
4,"Mariachi, El (1992)",Action|Crime|Thriller|Western,35046.0
5,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western,35046.0
315,"Shawshank Redemption, The (1994)",Crime|Drama,35046.0
2874,Fight Club (1999),Action|Crime|Drama|Thriller,35046.0
46,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,35046.0
7042,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,35046.0
0,Applause (1929),Drama|Musical,35072.0
1,Dimples (1936),Musical,35072.0
2,Girl Walk: All Day (2011),Musical,35072.0
3,Trapped in the Closet: Chapters 1-12 (2005),Drama|Musical,35072.0
4,"Thrill of Brazil, The (1946)",Musical,35072.0
5,Cabaret (1972),Drama|Musical,35072.0
23262,Interstellar (2014),Sci-Fi|IMAX,35072.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,35072.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,35072.0
352,Forrest Gump (1994),Comedy|Drama|Romance|War,35072.0
0,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller,35120.0
1,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,35120.0
2,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,35120.0
3,Lured (1947),Crime|Film-Noir|Mystery|Thriller,35120.0
4,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,35120.0
5,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,35120.0
583,Terminator 2: Judgment Day (1991),Action|Sci-Fi,35120.0
3074,Magnolia (1999),Drama,35120.0
2184,"Few Good Men, A (1992)",Crime|Drama|Thriller,35120.0
453,"Fugitive, The (1993)",Thriller,35120.0
0,"Legend of Sleepy Hollow, The (1949)",Animation|Comedy|Horror|Musical,35141.0
1,Charlie Chan at the Opera (1936),Comedy|Musical|Mystery|Thriller,35141.0
2,You'll Find Out (1940),Comedy|Horror|Musical|Mystery|Romance,35141.0
3,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi,35141.0
4,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,35141.0
5,8 Women (2002),Comedy|Crime|Musical|Mystery,35141.0
23262,Interstellar (2014),Sci-Fi|IMAX,35141.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,35141.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,35141.0
4133,Memento (2000),Mystery|Thriller,35141.0
0,Dhoom (2004),Action|Crime|Musical|Romance,35247.0
1,Bulldog Drummond's Peril (1938),Adventure|Crime|Mystery|Romance|Thriller,35247.0
2,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,35247.0
3,Pursuit to Algiers (1945),Adventure|Crime|Mystery|Romance,35247.0
4,8 Women (2002),Comedy|Crime|Musical|Mystery,35247.0
5,Yakeen (1969),Action|Crime|Mystery|Romance|Thriller,35247.0
23262,Interstellar (2014),Sci-Fi|IMAX,35247.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,35247.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,35247.0
4133,Memento (2000),Mystery|Thriller,35247.0
0,Dead Time: Kala (2007),Crime|Fantasy|Film-Noir|Thriller,35279.0
1,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,35279.0
2,Moon 44 (1990),Action|Film-Noir|Sci-Fi|Thriller,35279.0
3,VANish (2015),Action|Crime|Horror|Thriller,35279.0
4,Red State (2011),Action|Crime|Horror|Thriller,35279.0
5,Cold & Dark (2005),Action|Crime|Horror|Thriller,35279.0
23262,Interstellar (2014),Sci-Fi|IMAX,35279.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,35279.0
523,Schindler's List (1993),Drama|War,35279.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,35279.0
0,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,35394.0
1,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi,35394.0
2,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,35394.0
3,Sweeney Todd: The Demon Barber of Fleet Street (1982),Drama|Horror|Musical|Thriller,35394.0
4,Phantom of the Opera (1943),Horror|Musical|Thriller,35394.0
5,You'll Find Out (1940),Comedy|Horror|Musical|Mystery|Romance,35394.0
23262,Interstellar (2014),Sci-Fi|IMAX,35394.0
12559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,35394.0
11425,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,35394.0
4133,Memento (2000),Mystery|Thriller,35394.0
0,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western,35453.0
1,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,35453.0
2,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,35453.0
3,"Colony, The (2013)",Action|Horror|Sci-Fi|Thriller,35453.0
4,Automatic (1995),Action|Horror|Sci-Fi|Thriller,35453.0
5,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,35453.0
28300,I'm Losing You (1998),Drama,35453.0
33240,Twisted Desire (1996),Crime|Drama,35453.0
41857,A Body to Die For: The Aaron Henry Story (1994),Drama,35453.0
4900,"Beautiful Mind, A (2001)",Drama|Romance,35453.0
0,Radioactive Dreams (1985),Action|Comedy|Film-Noir|Musical|Sci-Fi,35486.0
1,Blues in the Night (1941),Drama|Film-Noir|Musical,35486.0
2,Canadian Bacon (1995),Comedy|War,35486.0
3,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical,35486.0
4,Shinbone Alley (1970),Animation|Comedy|Fantasy|Musical|Romance,35486.0
5,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,35486.0
1645,Good Will Hunting (1997),Drama|Romance,35486.0
213,Before Sunrise (1995),Drama|Romance,35486.0
7955,Before Sunset (2004),Drama|Romance,35486.0
7416,Pride and Prejudice (1995),Drama|Romance,35486.0
0,Dhoom (2004),Action|Crime|Musical|Romance,35487.0
1,Straight from the Barrio (Talento de barrio) (2008) ,Action|Crime|Drama|Musical,35487.0
2,Don (2006),Action|Crime|Musical,35487.0
3,What's the Matter with Helen? (1971),Crime|Drama|Horror|Musical,35487.0
