,movieId,Cat1,Cat2,Cat3,Cat4
4057,4150,Drama,,,
4058,4151,Comedy,Drama,Romance,
4059,4152,Drama,,,
4060,4153,Comedy,Fantasy,Romance,
4061,4154,Animation,Children,,
4062,4155,Drama,Romance,,
4063,4156,Comedy,,,
4064,4157,Comedy,Drama,Fantasy,Romance
4065,4158,Animation,Comedy,Fantasy,
4066,4159,Action,Thriller,,
4067,4160,Drama,Romance,,
4068,4161,Action,Comedy,,
4069,4162,Comedy,,,
4070,4163,Action,Drama,,
4071,4164,Drama,,,
4072,4165,Comedy,Drama,Romance,
4073,4166,Action,Drama,,
4074,4167,Thriller,,,
4075,4168,Comedy,Romance,,
4076,4169,Comedy,,,
4077,4170,Comedy,,,
4078,4171,Documentary,,,
4079,4172,Drama,Fantasy,Mystery,Romance
4080,4173,Comedy,Romance,,
4081,4174,Drama,,,
4082,4175,Comedy,Drama,,
4083,4176,Drama,,,
4084,4177,Crime,Mystery,Thriller,
4085,4178,Drama,,,
4086,4179,Drama,,,
4087,4180,Action,Drama,,
4088,4181,Comedy,,,
4089,4182,Drama,,,
4090,4183,Comedy,Drama,,
4091,4184,Comedy,Drama,Romance,
4092,4185,Documentary,,,
4093,4186,Comedy,Drama,Romance,
4094,4187,Drama,,,
4095,4188,Children,Musical,,
4096,4189,Drama,,,
4097,4190,Drama,,,
4098,4191,Comedy,Drama,Romance,
4099,4192,Drama,,,
4100,4193,Musical,,,
4101,4194,Drama,Romance,War,
4102,4195,Horror,Mystery,,
4103,4196,Horror,Mystery,Sci-Fi,
4104,4197,Comedy,,,
4105,4198,Sci-Fi,,,
4106,4199,Action,,,
4107,4200,Action,,,
4108,4201,Comedy,,,
4109,4202,Drama,,,
4110,4203,Action,Crime,Drama,
4111,4204,Comedy,,,
4112,4205,Comedy,Drama,Romance,
4113,4206,Crime,Mystery,,
4114,4207,Action,Adventure,War,
4115,4208,Documentary,,,
4116,4209,Drama,,,
4117,4210,Action,Crime,Drama,Horror
4118,4211,Drama,,,
4119,4212,Crime,Mystery,,
4120,4213,Horror,Sci-Fi,Thriller,
4121,4214,Comedy,,,
4122,4215,Comedy,,,
4123,4216,Drama,,,
4124,4217,Documentary,,,
4125,4218,Crime,Drama,,
4126,4219,Comedy,,,
4127,4220,Comedy,,,
4128,4221,Comedy,,,
4129,4222,Horror,,,
4130,4223,Drama,War,,
4131,4224,Action,Thriller,,
4132,4225,Comedy,,,
4133,4226,Mystery,Thriller,,
4134,4227,Comedy,Drama,,
4135,4228,Comedy,Crime,Romance,
4136,4229,Comedy,Romance,,
4137,4230,Comedy,,,
4138,4231,Comedy,Romance,,
4139,4232,Action,Adventure,Children,Comedy
4140,4233,Comedy,,,
4141,4234,Drama,Thriller,,
4142,4235,Drama,Thriller,,
4143,4236,Documentary,,,
4144,4237,Documentary,,,
4145,4238,Action,Crime,Mystery,Thriller
4146,4239,Crime,Drama,,
4147,4240,Comedy,Fantasy,,
4148,4241,Animation,Children,,
4149,4242,Comedy,Crime,Drama,Thriller
4150,4243,Crime,Drama,Mystery,
4151,4244,Drama,,,
4152,4245,Drama,Romance,,
4153,4246,Comedy,Drama,Romance,
4154,4247,Adventure,Comedy,Mystery,Romance
4155,4248,Comedy,,,
4156,4249,Comedy,,,
4157,4250,Drama,Sci-Fi,,
4158,4251,Drama,Thriller,,
4159,4252,Drama,,,
4160,4253,Comedy,,,
4161,4254,Comedy,Drama,,
4162,4255,Comedy,,,
4163,4256,Drama,,,
4164,4257,Drama,Mystery,Romance,
4165,4258,Drama,,,
4166,4259,Drama,Romance,,
4167,4260,Drama,,,
4168,4261,Drama,Fantasy,Romance,
4169,4262,Action,Crime,Drama,
4170,4263,Drama,,,
4171,4265,Action,Thriller,,
4172,4266,Horror,,,
4173,4267,Comedy,,,
4174,4268,Comedy,,,
4175,4269,Comedy,Drama,Romance,
4176,4270,Action,Adventure,Comedy,Thriller
4177,4271,Drama,,,
4178,4272,Comedy,,,
4179,4273,Drama,,,
4180,4274,Drama,Romance,,
4181,4275,Action,Adventure,Fantasy,Sci-Fi
4182,4276,Comedy,,,
4183,4277,Adventure,Sci-Fi,,
4184,4278,Documentary,,,
4185,4279,Crime,,,
4186,4280,Comedy,Drama,Romance,
4187,4281,Comedy,,,
4188,4282,Drama,Fantasy,,
4189,4283,Drama,,,
4190,4284,Comedy,,,
4191,4285,Comedy,Romance,,
4192,4286,Drama,,,
4193,4287,Comedy,Romance,,
4194,4288,Drama,Romance,,
4195,4289,Comedy,Drama,,
4196,4290,Comedy,Drama,Musical,
4197,4291,Comedy,Crime,,
4198,4292,Drama,,,
4199,4293,Comedy,,,
4200,4294,Children,Fantasy,Musical,
4201,4295,Action,Drama,Thriller,
4202,4296,Drama,Romance,,
4203,4297,Drama,,,
4204,4298,Crime,Film-Noir,Thriller,
4205,4299,Action,Comedy,Romance,
4206,4300,Drama,,,
4207,4301,Documentary,Musical,,
4208,4302,Drama,,,
4209,4303,Comedy,,,
4210,4304,Documentary,,,
4211,4305,Romance,Thriller,,
4212,4306,Adventure,Animation,Children,Comedy
4213,4307,Comedy,Romance,,
4214,4308,Drama,Musical,Romance,
4215,4309,Drama,,,
4216,4310,Action,Drama,Romance,War
4217,4311,Thriller,,,
4218,4312,Adventure,Drama,,
4219,4313,Drama,,,
4220,4314,Drama,,,
4221,4315,Comedy,Drama,Romance,
4222,4316,Drama,,,
4223,4317,Comedy,Romance,,
4224,4318,Comedy,Drama,,
4225,4319,Western,,,
4226,4320,Comedy,Western,,
4227,4321,Comedy,Western,,
4228,4322,Drama,,,
4229,4323,Adventure,War,Western,
4230,4324,Drama,Western,,
4231,4325,Drama,,,
4232,4326,Crime,Drama,Thriller,
4233,4327,Adventure,Western,,
4234,4328,Western,,,
4235,4329,Western,,,
4236,4330,Drama,,,
4237,4331,Comedy,,,
4238,4332,Crime,Drama,Thriller,
4239,4333,Comedy,Crime,,
4240,4334,Drama,,,
4241,4335,Comedy,,,
4242,4336,Horror,Thriller,,
4243,4337,Drama,Romance,War,
4244,4338,Drama,War,,
4245,4339,Action,Adventure,Drama,War
4246,4340,Comedy,,,
4247,4341,Comedy,,,
4248,4342,Drama,Romance,,
4249,4343,Comedy,Sci-Fi,,
4250,4344,Action,Crime,Drama,
4251,4345,Drama,,,
4252,4346,Drama,Musical,Romance,
4253,4347,Comedy,Drama,,
4254,4348,Comedy,,,
4255,4349,Comedy,War,,
4256,4350,Comedy,Documentary,,
4257,4351,Action,Crime,Thriller,
4258,4352,Comedy,Drama,,
4259,4353,Action,War,,
4260,4354,Crime,Thriller,,
4261,4355,Action,Drama,,
4262,4356,Comedy,Musical,Romance,
4263,4357,Comedy,Drama,Romance,
4264,4358,Horror,Thriller,,
4265,4359,Comedy,,,
4266,4360,Musical,,,
4267,4361,Comedy,Romance,,
4268,4362,Crime,Drama,,
4269,4363,Action,War,,
4270,4364,Drama,Romance,,
4271,4365,Drama,,,
4272,4366,Adventure,Animation,Children,Fantasy
4273,4367,Action,Adventure,,
4274,4368,Comedy,,,
4275,4369,Action,Crime,Thriller,
4276,4370,Adventure,Drama,Sci-Fi,
4277,4371,Crime,Drama,,
4278,4372,Drama,Romance,,
4279,4373,Comedy,,,
4280,4374,Comedy,Romance,,
4281,4375,Comedy,Drama,,
4282,4376,Documentary,,,
4283,4377,Comedy,Romance,,
4284,4378,Crime,Drama,,
4285,4379,Drama,Western,,
4286,4380,Drama,Romance,,
4287,4381,Comedy,,,
4288,4382,Documentary,IMAX,,
4289,4383,Crime,Drama,Mystery,Thriller
4290,4384,Drama,,,
4291,4385,Drama,,,
4292,4386,Children,Comedy,,
4293,4387,Action,,,
4294,4388,Comedy,,,
4295,4389,Drama,,,
4296,4390,Crime,Drama,Thriller,
4297,4391,Drama,,,
4298,4392,Comedy,Drama,Fantasy,Romance
4299,4393,Drama,,,
4300,4394,Comedy,Musical,,
4301,4395,Comedy,Crime,,
4302,4396,Action,Comedy,,
4303,4397,Action,Comedy,,
4304,4398,Action,Comedy,,
4305,4399,Comedy,Drama,,
4306,4400,Sci-Fi,,,
4307,4401,Action,Comedy,Romance,
4308,4402,Comedy,,,
4309,4403,Horror,,,
4310,4404,Drama,Fantasy,Horror,
4311,4405,Drama,,,
4312,4406,Crime,Drama,Western,
4313,4407,Drama,Thriller,War,
4314,4408,Drama,,,
4315,4409,Comedy,Drama,Mystery,Thriller
4316,4410,Comedy,Crime,Drama,
4317,4411,Western,,,
4318,4412,Comedy,Horror,Sci-Fi,
4319,4413,Sci-Fi,,,
4320,4414,Sci-Fi,Thriller,,
4321,4415,Comedy,,,
4322,4416,Sci-Fi,,,
4323,4417,Horror,,,
4324,4418,Comedy,,,
4325,4419,Drama,Romance,,
4326,4420,Drama,,,
4327,4421,Drama,,,
4328,4422,Drama,,,
4329,4423,Drama,,,
4330,4424,Drama,,,
4331,4425,Comedy,Horror,,
4332,4426,Film-Noir,,,
4333,4427,Drama,,,
4334,4428,Comedy,Drama,Romance,Western
4335,4429,Drama,,,
4336,4430,Horror,,,
4337,4431,Drama,,,
4338,4432,Drama,Film-Noir,,
4339,4433,Drama,,,
4340,4434,Action,Comedy,Sci-Fi,Thriller
4341,4435,Drama,,,
4342,4436,Mystery,Thriller,,
4343,4437,Horror,,,
4344,4438,Action,Drama,Romance,Thriller
4345,4439,Drama,,,
4346,4440,Action,Thriller,,
4347,4441,Action,,,
4348,4442,Action,Comedy,Drama,
4349,4443,Action,Sci-Fi,Thriller,
4350,4444,Action,Crime,,
4351,4445,Adventure,Documentary,IMAX,
4352,4446,Adventure,Animation,Fantasy,Sci-Fi
4353,4447,Comedy,Romance,,
4354,4448,Action,Drama,,
4355,4449,Drama,,,
4356,4450,Crime,Drama,Thriller,
4357,4451,Comedy,Drama,Romance,
4358,4452,Comedy,,,
4359,4453,Documentary,IMAX,,
4360,4454,Animation,Drama,Sci-Fi,IMAX
4361,4455,Adventure,Documentary,IMAX,
4362,4456,Animation,Horror,IMAX,
4363,4457,Documentary,Musical,IMAX,
4364,4458,Documentary,IMAX,,
4365,4459,Documentary,IMAX,,
4366,4460,IMAX,,,
4367,4461,Documentary,IMAX,,
4368,4462,Comedy,Fantasy,,
4369,4463,Drama,War,,
4370,4464,Comedy,Drama,Romance,
4371,4465,Drama,,,
4372,4466,Action,Crime,Drama,
4373,4467,Adventure,Comedy,Fantasy,
4374,4468,Drama,Thriller,,
4375,4469,Crime,Mystery,,
4376,4470,Drama,,,
4377,4471,Comedy,Romance,,
4378,4472,Horror,Thriller,,
4379,4473,Drama,War,,
4380,4474,Comedy,Drama,Musical,
4381,4475,Drama,War,,
4382,4476,Comedy,,,
4383,4477,Adventure,Children,Comedy,
4384,4478,Comedy,Drama,,
4385,4479,Drama,Musical,,
4386,4480,Horror,Sci-Fi,,
4387,4481,Drama,,,
4388,4482,Drama,,,
4389,4483,Comedy,,,
4390,4484,Drama,,,
4391,4485,Comedy,,,
4392,4486,Drama,,,
4393,4487,Drama,Romance,,
4394,4488,Action,Crime,Drama,
4395,4489,Comedy,Romance,,
4396,4490,Comedy,,,
4397,4491,Thriller,,,
4398,4492,Comedy,Sci-Fi,,
4399,4493,Comedy,Horror,Sci-Fi,
4400,4494,Comedy,Sci-Fi,,
4401,4495,Comedy,Romance,,
4402,4496,Film-Noir,Mystery,Thriller,
4403,4497,Action,Comedy,Horror,Sci-Fi
4404,4498,Action,Crime,Thriller,
4405,4499,Comedy,,,
4406,4500,Comedy,Drama,,
4407,4501,Comedy,Horror,,
4408,4502,Children,Comedy,,
4409,4503,Romance,,,
4410,4504,Comedy,,,
4411,4505,Drama,Romance,,
4412,4506,Crime,Mystery,Thriller,
4413,4507,Drama,,,
4414,4508,Drama,,,
4415,4509,Comedy,,,
4416,4510,Comedy,,,
4417,4511,Comedy,,,
4418,4512,Comedy,,,
4419,4513,Thriller,,,
4420,4514,Horror,,,
4421,4515,Documentary,,,
4422,4516,Comedy,,,
4423,4517,Horror,Mystery,Thriller,
4424,4518,Comedy,Horror,,
4425,4519,Adventure,Animation,Children,Fantasy
4426,4520,Comedy,,,
4427,4521,Drama,,,
4428,4522,Mystery,Romance,Thriller,
4429,4523,Comedy,Drama,Fantasy,
4430,4524,Comedy,,,
4431,4525,Comedy,,,
4432,4526,Comedy,Romance,Sci-Fi,
4433,4527,Comedy,Romance,,
4434,4528,Action,Thriller,War,
4435,4529,Comedy,Drama,,
4436,4530,Drama,,,
4437,4531,Action,,,
4438,4532,Comedy,Horror,,
4439,4533,Comedy,Horror,Sci-Fi,
4440,4534,Adventure,Drama,Western,
4441,4535,Drama,Romance,Western,
4442,4536,Drama,,,
4443,4537,Drama,,,
4444,4538,Comedy,Drama,,
4445,4539,Musical,Romance,,
4446,4540,Comedy,Drama,Romance,
4447,4541,Horror,,,
4448,4542,Action,,,
4449,4543,Action,Adventure,,
4450,4544,Comedy,Sci-Fi,,
4451,4545,Comedy,Sci-Fi,,
4452,4546,Drama,Thriller,,
4453,4547,Crime,Drama,,
4454,4548,Action,Comedy,Thriller,Western
4455,4549,Drama,,,
4456,4550,Comedy,,,
4457,4551,Comedy,,,
4458,4552,Action,Horror,Sci-Fi,Thriller
4459,4553,Action,Sci-Fi,Thriller,
4460,4554,Drama,,,
4461,4555,Comedy,Drama,Romance,
4462,4556,Drama,Mystery,,
4463,4557,Drama,,,
4464,4558,Comedy,,,
4465,4559,Comedy,,,
4466,4560,Horror,Sci-Fi,,
4467,4561,Comedy,Horror,,
4468,4562,Comedy,Mystery,,
4469,4563,Comedy,,,
4470,4564,Drama,Fantasy,Romance,
4471,4565,Action,Adventure,,
4472,4566,Action,Adventure,,
4473,4567,Action,Adventure,,
4474,4568,Action,,,
4475,4569,Action,,,
4476,4570,Comedy,Drama,,
4477,4571,Adventure,Comedy,Sci-Fi,
4478,4572,Action,Crime,Drama,
4479,4573,Comedy,Drama,,
4480,4574,Action,Thriller,,
4481,4575,Adventure,Comedy,,
4482,4576,Comedy,Horror,,
4483,4577,Drama,War,,
4484,4578,Comedy,Romance,,
4485,4579,Comedy,Crime,,
4486,4580,Action,Sci-Fi,,
4487,4581,Drama,,,
4488,4582,Thriller,,,
4489,4583,Action,Comedy,,
4490,4584,Comedy,Drama,Romance,
4491,4585,Comedy,,,
4492,4586,Drama,Thriller,,
4493,4587,Comedy,Musical,Sci-Fi,
4494,4588,Drama,Musical,,
4495,4589,Drama,Musical,Mystery,
4496,4590,Drama,,,
4497,4591,Adventure,Comedy,Fantasy,
4498,4592,Comedy,,,
4499,4593,Comedy,,,
4500,4594,Action,War,,
4501,4595,Drama,,,
4502,4596,Drama,Romance,,
4503,4597,Action,Drama,Mystery,
4504,4598,Comedy,,,
4505,4599,Drama,,,
4506,4600,Comedy,Drama,,
4507,4601,Drama,Romance,,
4508,4602,Comedy,Crime,Romance,
4509,4603,Comedy,Romance,,
4510,4604,Drama,,,
4511,4605,Comedy,Fantasy,,
4512,4606,Drama,,,
4513,4607,Drama,,,
4514,4608,Crime,Drama,,
4515,4609,Drama,,,
4516,4610,Comedy,Crime,Mystery,Thriller
4517,4611,Crime,Drama,,
4518,4612,Drama,,,
4519,4613,Action,Comedy,Crime,
4520,4614,Action,,,
4521,4615,Drama,,,
4522,4616,Drama,,,
4523,4617,Comedy,,,
4524,4618,Horror,Sci-Fi,Thriller,
4525,4619,Comedy,,,
4526,4620,Action,Adventure,Crime,Drama
4527,4621,Comedy,Romance,,
4528,4622,Comedy,,,
4529,4623,Comedy,,,
4530,4624,Animation,Comedy,Musical,
4531,4625,Drama,Sci-Fi,Thriller,
4532,4626,Drama,Romance,Sci-Fi,
4533,4627,Comedy,,,
4534,4628,Comedy,Drama,,
4535,4629,Action,Crime,Thriller,
4536,4630,Action,,,
4537,4631,Drama,,,
4538,4632,Action,Thriller,,
4539,4633,Comedy,Drama,Horror,
4540,4634,Adventure,Comedy,,
4541,4635,Action,Comedy,Drama,
4542,4636,Action,,,
4543,4637,Action,,,
4544,4638,Action,Adventure,Sci-Fi,Thriller
4545,4639,Comedy,Romance,,
4546,4640,Action,Crime,Thriller,
4547,4641,Comedy,Drama,,
4548,4642,Comedy,Drama,Musical,
4549,4643,Action,Adventure,Drama,Sci-Fi
4550,4644,Comedy,Drama,Romance,
4551,4645,Crime,Horror,Thriller,
4552,4646,Comedy,Drama,,
4553,4647,Drama,,,
4554,4648,Crime,Mystery,,
4555,4649,Comedy,,,
4556,4650,Thriller,,,
4557,4651,Action,,,
4558,4652,Comedy,Horror,Sci-Fi,
4559,4653,Adventure,Comedy,,
4560,4654,Action,Drama,,
4561,4655,Drama,,,
4562,4656,Comedy,,,
4563,4657,Comedy,,,
4564,4658,Drama,Horror,Mystery,Thriller
4565,4659,Drama,,,
4566,4660,Comedy,,,
4567,4661,Crime,Drama,Thriller,
4568,4662,Comedy,Crime,,
4569,4663,Comedy,,,
4570,4664,Comedy,Romance,,
4571,4665,Horror,,,
4572,4666,Comedy,,,
4573,4667,Drama,,,
4574,4668,Comedy,Drama,Romance,
4575,4669,Horror,Thriller,,
4576,4670,Horror,Thriller,,
4577,4671,Drama,,,
4578,4672,Comedy,Romance,,
4579,4673,Action,Comedy,Crime,Thriller
4580,4674,Drama,,,
4581,4675,Action,Comedy,,
4582,4676,Comedy,,,
4583,4677,Comedy,Crime,,
4584,4678,Comedy,,,
4585,4679,Comedy,,,
4586,4680,Comedy,Fantasy,Horror,
4587,4681,Comedy,Drama,,
4588,4682,Action,Horror,,
4589,4683,Adventure,Children,Comedy,Drama
4590,4684,Comedy,,,
4591,4685,Horror,,,
4592,4686,Adventure,Comedy,,
4593,4687,Comedy,,,
4594,4688,Adventure,Drama,,
4595,4689,Mystery,Thriller,,
4596,4690,Crime,Musical,,
4597,4691,Action,Sci-Fi,,
4598,4692,Drama,,,
4599,4693,Crime,Drama,,
4600,4694,Drama,,,
4601,4695,Crime,Drama,,
4602,4696,Comedy,,,
4603,4697,Comedy,Horror,,
4604,4698,Comedy,Drama,,
4605,4699,Drama,Romance,Thriller,
4606,4700,Children,Comedy,Romance,
4607,4701,Action,Comedy,,
4608,4702,Comedy,Drama,,
4609,4703,Drama,,,
4610,4704,Adventure,Comedy,,
4611,4705,Comedy,,,
4612,4706,Comedy,,,
4613,4707,Mystery,Thriller,,
4614,4708,Drama,Musical,,
4615,4709,Comedy,Musical,Western,
4616,4710,Drama,Western,,
4617,4711,Documentary,,,
4618,4712,Drama,,,
4619,4713,Drama,Sci-Fi,,
4620,4714,Comedy,,,
4621,4715,Horror,,,
4622,4716,Drama,,,
4623,4717,Action,Comedy,,
4624,4718,Comedy,,,
4625,4719,Action,Animation,Comedy,Crime
4626,4720,Drama,Horror,Mystery,Thriller
4627,4721,Action,Comedy,Western,
4628,4722,Comedy,,,
4629,4723,Drama,,,
4630,4724,Drama,,,
4631,4725,Horror,Thriller,,
4632,4726,Documentary,,,
4633,4727,Drama,Romance,War,
4634,4728,Comedy,,,
4635,4729,Drama,,,
4636,4731,Drama,,,
4637,4732,Comedy,,,
4638,4733,Comedy,,,
4639,4734,Adventure,Comedy,,
4640,4735,Horror,Sci-Fi,Thriller,
4641,4736,Comedy,Drama,Romance,
4642,4737,Drama,,,
4643,4738,Romance,Sci-Fi,,
4644,4739,Comedy,Drama,,
4645,4740,Comedy,Romance,,
4646,4741,Comedy,Drama,Romance,
4647,4742,Comedy,,,
4648,4743,Comedy,Romance,,
4649,4744,Horror,,,
4650,4745,Drama,,,
4651,4746,Comedy,Romance,,
4652,4747,Drama,,,
4653,4748,Action,Children,Comedy,
4654,4749,Action,Children,Comedy,
4655,4750,Action,Children,,
4656,4751,Action,Thriller,,
4657,4752,Horror,,,
4658,4753,Comedy,Horror,,
4659,4754,Drama,Horror,Mystery,Thriller
4660,4755,Comedy,,,
4661,4756,Action,Adventure,Drama,Romance
4662,4757,Comedy,Drama,Musical,
4663,4758,Horror,Thriller,,
4664,4759,Comedy,Drama,,
4665,4760,Documentary,,,
4666,4761,Drama,,,
4667,4762,Drama,,,
4668,4763,Comedy,,,
4669,4764,Romance,Thriller,,
4670,4765,Drama,,,
4671,4766,Crime,Drama,Romance,
4672,4767,Comedy,Horror,,
4673,4768,Crime,Mystery,Thriller,
4674,4769,Documentary,,,
4675,4770,Thriller,,,
4676,4771,Drama,,,
4677,4772,Drama,,,
4678,4773,Comedy,,,
4679,4774,Comedy,Crime,,
4680,4775,Drama,Musical,Romance,
4681,4776,Crime,Drama,Thriller,
4682,4777,Comedy,Musical,Sci-Fi,
4683,4778,Documentary,,,
4684,4779,Documentary,,,
4685,4780,Drama,,,
4686,4781,Action,Adventure,Fantasy,Sci-Fi
4687,4782,Comedy,Romance,,
4688,4783,Documentary,,,
4689,4784,Drama,,,
4690,4785,Drama,Western,,
4691,4786,Horror,Thriller,,
4692,4787,Drama,,,
4693,4788,Drama,Romance,,
4694,4789,Comedy,Fantasy,Horror,Musical
4695,4790,Western,,,
4696,4791,Western,,,
4697,4792,Horror,,,
4698,4793,Comedy,Drama,,
4699,4794,Crime,Horror,Mystery,
4700,4795,Adventure,Comedy,Romance,War
4701,4796,Comedy,Romance,,
4702,4797,Comedy,Musical,,
4703,4798,Comedy,Romance,,
4704,4799,Action,Adventure,Comedy,Crime
4705,4800,Action,Adventure,Drama,Romance
4706,4801,Drama,,,
4707,4802,Action,Comedy,Romance,War
4708,4803,Drama,Thriller,,
4709,4804,Comedy,Drama,,
4710,4805,Drama,,,
4711,4806,Drama,,,
4712,4807,Comedy,,,
4713,4808,Mystery,Thriller,,
4714,4809,Drama,,,
4715,4810,Drama,,,
4716,4811,Drama,Musical,,
4717,4812,Adventure,Sci-Fi,,
4718,4813,Sci-Fi,,,
4719,4814,Thriller,,,
4720,4815,Drama,,,
4721,4816,Comedy,,,
4722,4817,Comedy,Drama,Romance,
4723,4818,Action,Adventure,Comedy,Drama
4724,4819,Comedy,Drama,Romance,
4725,4820,Documentary,,,
4726,4821,Adventure,Thriller,,
4727,4822,Children,Comedy,,
4728,4823,Comedy,Romance,,
4729,4824,Documentary,,,
4730,4825,Comedy,Drama,,
4731,4826,Action,Adventure,Drama,War
4732,4827,Horror,,,
4733,4828,Comedy,Romance,,
4734,4829,Drama,Thriller,,
4735,4830,Crime,Drama,,
4736,4831,Comedy,Musical,,
4737,4832,Drama,,,
4738,4833,Horror,Mystery,Thriller,
4739,4834,Comedy,,,
4740,4835,Drama,,,
4741,4836,Drama,Romance,,
4742,4837,Crime,Drama,Thriller,
4743,4838,Documentary,,,
4744,4839,Horror,,,
4745,4840,Drama,Romance,,
4746,4841,Comedy,,,
4747,4842,Drama,War,,
4748,4843,Crime,Drama,Thriller,
4749,4844,Comedy,Crime,Romance,
4750,4845,Comedy,Crime,,
4751,4846,Action,Comedy,,
4752,4847,Drama,,,
4753,4848,Crime,Drama,Film-Noir,Mystery
4754,4849,Comedy,Drama,,
4755,4850,Action,Animation,Sci-Fi,
4756,4851,Drama,,,
4757,4852,Horror,,,
4758,4853,Action,,,
4759,4854,Musical,,,
4760,4855,Action,Crime,Thriller,
4761,4856,Documentary,IMAX,,
4762,4857,Drama,Musical,,
4763,4858,Documentary,IMAX,,
4764,4859,Crime,Drama,,
4765,4860,Comedy,,,
4766,4861,Documentary,IMAX,,
4767,4862,Drama,,,
4768,4863,Comedy,Crime,,
4769,4864,Documentary,IMAX,,
4770,4865,Crime,Horror,Mystery,Thriller
4771,4866,Action,,,
4772,4867,Comedy,Drama,,
4773,4868,Action,Crime,Romance,
4774,4869,Action,Crime,Drama,Romance
4775,4870,Drama,,,
4776,4871,Drama,,,
4777,4872,Drama,,,
4778,4873,Animation,Drama,Fantasy,
4779,4874,Drama,Fantasy,Mystery,Sci-Fi
4780,4875,Comedy,Romance,,
4781,4876,Horror,Thriller,,
4782,4877,Comedy,Romance,,
4783,4878,Drama,Mystery,Sci-Fi,Thriller
4784,4879,Action,Comedy,Crime,Drama
4785,4880,Drama,,,
4786,4881,Crime,Drama,,
4787,4882,Comedy,,,
4788,4883,Drama,,,
4789,4884,Documentary,,,
4790,4885,Thriller,,,
4791,4886,Adventure,Animation,Children,Comedy
4792,4887,Action,Sci-Fi,Thriller,
4793,4888,Drama,,,
4794,4889,Crime,Drama,,
4795,4890,Comedy,Fantasy,Romance,
4796,4891,Drama,Thriller,,
4797,4892,Romance,,,
4798,4893,Horror,Thriller,,
4799,4894,Action,Adventure,Sci-Fi,Western
4800,4895,Comedy,,,
4801,4896,Adventure,Children,Fantasy,
4802,4897,Drama,Romance,,
4803,4898,Comedy,Crime,Mystery,Thriller
4804,4899,Adventure,Comedy,Fantasy,
4805,4900,Comedy,,,
4806,4901,Action,Crime,Drama,Thriller
4807,4902,Drama,Fantasy,Horror,Thriller
4808,4903,Drama,,,
4809,4904,Drama,,,
4810,4905,Crime,,,
4811,4906,Crime,Drama,,
4812,4907,Action,Crime,Drama,
4813,4908,Drama,War,,
4814,4909,Comedy,Sci-Fi,,
4815,4910,Drama,,,
4816,4911,Adventure,Comedy,Fantasy,
4817,4912,Drama,Musical,Romance,
4818,4913,Horror,,,
4819,4914,Crime,Drama,Romance,
4820,4915,Action,Adventure,Fantasy,
4821,4916,Drama,War,,
4822,4917,Drama,,,
4823,4918,Drama,War,,
4824,4919,Crime,Drama,Romance,Thriller
4825,4920,Drama,Romance,,
4826,4921,Drama,Romance,,
4827,4922,Adventure,War,,
4828,4923,Action,War,,
4829,4924,War,,,
4830,4925,Comedy,,,
4831,4926,Comedy,Drama,Musical,
4832,4927,Fantasy,Mystery,Thriller,
4833,4928,Drama,,,
4834,4929,Comedy,,,
4835,4930,Action,Drama,Thriller,
4836,4931,Horror,,,
4837,4932,Mystery,Thriller,,
4838,4933,Adventure,Drama,,
4839,4934,Action,Crime,Thriller,War
4840,4935,Drama,Sci-Fi,,
4841,4936,Drama,Musical,,
4842,4937,Comedy,,,
4843,4938,Drama,,,
4844,4939,Action,Sci-Fi,,
4845,4940,Thriller,,,
4846,4941,Action,Adventure,Sci-Fi,
4847,4942,Sci-Fi,,,
4848,4943,Adventure,Sci-Fi,,
4849,4944,Horror,Sci-Fi,,
4850,4945,Crime,,,
4851,4946,Action,Crime,Thriller,
4852,4947,Action,,,
4853,4948,Horror,,,
4854,4949,Action,Thriller,,
4855,4950,Action,,,
4856,4951,Adventure,Drama,Thriller,
4857,4952,Comedy,Sci-Fi,,
4858,4953,Adventure,Sci-Fi,,
4859,4954,Comedy,Crime,,
4860,4955,Crime,Drama,,
4861,4956,Action,Adventure,Comedy,Drama
4862,4957,Crime,Thriller,,
4863,4958,Action,Drama,War,
4864,4959,Drama,,,
4865,4960,Comedy,,,
4866,4961,Documentary,,,
4867,4962,Adventure,Western,,
4868,4963,Crime,Thriller,,
4869,4964,Adventure,Drama,Romance,
4870,4965,Action,Drama,Thriller,
4871,4966,Sci-Fi,Thriller,,
4872,4967,Drama,War,,
4873,4968,Drama,,,
4874,4969,Crime,Mystery,,
4875,4970,Drama,,,
4876,4971,Comedy,Drama,,
4877,4972,Comedy,,,
4878,4973,Comedy,Romance,,
4879,4974,Comedy,,,
4880,4975,Mystery,Romance,Sci-Fi,Thriller
4881,4976,Drama,,,
4882,4977,Drama,,,
4883,4978,Drama,Mystery,Thriller,
4884,4979,Comedy,Drama,,
4885,4980,Adventure,Comedy,Fantasy,Sci-Fi
4886,4981,Comedy,,,
4887,4982,Horror,Sci-Fi,,
4888,4983,Drama,Thriller,,
4889,4984,Comedy,Drama,Fantasy,
4890,4985,Action,Adventure,Fantasy,
4891,4986,Action,Sci-Fi,,
4892,4987,Action,Adventure,Sci-Fi,
4893,4988,Adventure,,,
4894,4989,Comedy,,,
4895,4990,Adventure,Animation,Children,Comedy
4896,4991,Comedy,Drama,Romance,
4897,4992,Comedy,Romance,,
