;title;genres;user
315;Shawshank Redemption, The (1994);Crime|Drama;12023
2874;Fight Club (1999);Action|Crime|Drama|Thriller;12023
290;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;12023
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;12023
0;Alexander's Ragtime Band (1938);Drama|Musical;12059
1;Always in My Heart (1942);Drama|Musical;12059
2;Cadillac Records (2008);Drama|Musical;12059
3;Naughty Marietta (1935);Drama|Musical;12059
4;Opera Jawa (2006);Musical;12059
5;Privilege (1967);Drama|Musical;12059
12782;WALL·E (2008);Adventure|Animation|Children|Romance|Sci-Fi;12059
702;Dead Man (1995);Drama|Mystery|Western;12059
1801;Fear and Loathing in Las Vegas (1998);Adventure|Comedy|Drama;12059
29732;Eloise at the Plaza (2003);Children|Comedy|Mystery;12059
0;Lured (1947);Crime|Film-Noir|Mystery|Thriller;12096
1;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;12096
2;House of Games (1987);Crime|Film-Noir|Mystery|Thriller;12096
3;Vice (2008);Crime|Film-Noir|Mystery|Thriller;12096
4;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;12096
5;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;12096
31;Twelve Monkeys (a.k.a. 12 Monkeys) (1995);Mystery|Sci-Fi|Thriller;12096
44268;Cuisine et dépendances (1993);Comedy|Drama;12096
21789;Crimson Permanent Assurance, The (1983);Adventure|Comedy;12096
1801;Fear and Loathing in Las Vegas (1998);Adventure|Comedy|Drama;12096
0;Singapore (1947);Action|Adventure|Crime|Film-Noir|Romance;12256
1;Dhoom (2004);Action|Crime|Musical|Romance;12256
2;Maniac Cop (1988);Action|Crime|Horror|Thriller;12256
3;Cold & Dark (2005);Action|Crime|Horror|Thriller;12256
4;Red State (2011);Action|Crime|Horror|Thriller;12256
5;VANish (2015);Action|Crime|Horror|Thriller;12256
2874;Fight Club (1999);Action|Crime|Drama|Thriller;12256
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;12256
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;12256
11386;Departed, The (2006);Crime|Drama|Thriller;12256
0;Robot (2010);Action|Comedy|Musical|Sci-Fi;12372
1;Stingray Sam (2009);Comedy|Musical|Sci-Fi|Western;12372
2;Wild Wild West (1999);Action|Comedy|Sci-Fi|Western;12372
3;Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981);Comedy|Horror|Musical|Sci-Fi;12372
4;Rocky Horror Picture Show, The (1975);Comedy|Horror|Musical|Sci-Fi;12372
5;Gallowwalkers (2012);Action|Horror|Sci-Fi|Western;12372
30778;The Good Old Boys (1995);Adventure|Western;12372
12246;No Country for Old Men (2007);Crime|Drama;12372
702;Dead Man (1995);Drama|Mystery|Western;12372
14475;Fantastic Mr. Fox (2009);Adventure|Animation|Children|Comedy|Crime;12372
0;Toy Story (1995);Adventure|Animation|Children|Comedy|Fantasy;12404
1;Jumanji (1995);Adventure|Children|Fantasy;12404
2;Grumpier Old Men (1995);Comedy|Romance;12404
3;Waiting to Exhale (1995);Comedy|Drama|Romance;12404
4;Father of the Bride Part II (1995);Comedy;12404
5;Heat (1995);Action|Crime|Thriller;12404
315;Shawshank Redemption, The (1994);Crime|Drama;12404
11386;Departed, The (2006);Crime|Drama|Thriller;12404
3061;Green Mile, The (1999);Crime|Drama;12404
5891;Catch Me If You Can (2002);Crime|Drama;12404
0;Mary Reilly (1996);Drama|Horror|Thriller;12410
1;Dhoom (2004);Action|Crime|Musical|Romance;12410
2;The Brides of Fu Manchu (1966);Action|Crime|Horror|Sci-Fi;12410
3;Grindhouse (2007);Action|Crime|Horror|Sci-Fi|Thriller;12410
4;Ghost Warrior (1986);Action|Crime|Horror|Sci-Fi;12410
5;Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990);Crime|Film-Noir|Horror|Romance|Thriller;12410
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;12410
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;12410
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;12410
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;12410
0;Rocky Horror Picture Show, The (1975);Comedy|Horror|Musical|Sci-Fi;12413
1;Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981);Comedy|Horror|Musical|Sci-Fi;12413
2;Jesus Christ Vampire Hunter (2001);Action|Comedy|Horror|Musical;12413
3;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;12413
4;Legend of Sleepy Hollow, The (1949);Animation|Comedy|Horror|Musical;12413
5;Phantom of the Opera (1943);Horror|Musical|Thriller;12413
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;12413
290;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;12413
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;12413
23262;Interstellar (2014);Sci-Fi|IMAX;12413
0;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;12439
1;Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997);Children|Musical|Mystery;12439
2;Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995);Children|Musical|Mystery;12439
3;Blues in the Night (1941);Drama|Film-Noir|Musical;12439
4;D.O.A. (1988);Film-Noir|Mystery|Thriller;12439
5;Third Man, The (1949);Film-Noir|Mystery|Thriller;12439
41213;The Fire Next Time (1993);Thriller;12439
2418;Office Space (1999);Comedy|Crime;12439
8191;Shaun of the Dead (2004);Comedy|Horror;12439
11688;Hot Fuzz (2007);Action|Comedy|Crime|Mystery;12439
0;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;12448
1;Phantom of the Opera (1943);Horror|Musical|Thriller;12448
2;Sweeney Todd: The Demon Barber of Fleet Street (2007);Drama|Horror|Musical|Thriller;12448
3;Sweeney Todd: The Demon Barber of Fleet Street (1982);Drama|Horror|Musical|Thriller;12448
4;Oliver! (1968);Drama|Musical;12448
5;Soloist, The (2009);Drama|Musical;12448
453;Fugitive, The (1993);Thriller;12448
22501;Secret Life of Walter Mitty, The (2013);Adventure|Comedy|Drama;12448
11194;Stranger than Fiction (2006);Comedy|Drama|Fantasy|Romance;12448
10453;Greatest Game Ever Played, The (2005);Drama;12448
0;Slightly Scarlet (1956);Action|Crime|Documentary|Thriller;12459
1;Mary Reilly (1996);Drama|Horror|Thriller;12459
2;Red State (2011);Action|Crime|Horror|Thriller;12459
3;Robo Vampire (1988);Action|Crime|Horror|Thriller;12459
4;Cold & Dark (2005);Action|Crime|Horror|Thriller;12459
5;Carnage Park (2016);Action|Crime|Horror|Thriller;12459
41213;The Fire Next Time (1993);Thriller;12459
23262;Interstellar (2014);Sci-Fi|IMAX;12459
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;12459
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;12459
0;Mary Reilly (1996);Drama|Horror|Thriller;12469
1;Carnage Park (2016);Action|Crime|Horror|Thriller;12469
2;Red State (2011);Action|Crime|Horror|Thriller;12469
3;Robo Vampire (1988);Action|Crime|Horror|Thriller;12469
4;Maniac Cop (1988);Action|Crime|Horror|Thriller;12469
5;Cold & Dark (2005);Action|Crime|Horror|Thriller;12469
41213;The Fire Next Time (1993);Thriller;12469
1251;Night on Earth (1991);Comedy|Drama;12469
702;Dead Man (1995);Drama|Mystery|Western;12469
1801;Fear and Loathing in Las Vegas (1998);Adventure|Comedy|Drama;12469
0;Red Riding Hood (2011);Fantasy|Horror|Mystery|Thriller;12560
1;Ninth Gate, The (1999);Fantasy|Horror|Mystery|Thriller;12560
2;Dagon (2001);Fantasy|Horror|Mystery|Thriller;12560
3;Heartless (2009);Fantasy|Horror|Mystery|Thriller;12560
4;Hypersomnia (2016);Fantasy|Horror|Mystery|Thriller;12560
5;Styria (2013);Fantasy|Horror|Mystery|Thriller;12560
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;12560
19861;Eastwood on Eastwood (1997);Documentary;12560
2773;American Beauty (1999);Drama|Romance;12560
20059;Walter (1982);Drama;12560
0;Rogues' Regiment (1948);Action|Adventure|Film-Noir|Thriller|War;12573
1;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;12573
2;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;12573
3;The Nutcracker in 3D (2009);Action|Children|Fantasy|Musical;12573
4;Bigfoot (1970);Children|Horror|Sci-Fi|Thriller;12573
5;Big Green, The (1995);Children|Comedy;12573
523;Schindler's List (1993);Drama|War;12573
352;Forrest Gump (1994);Comedy|Drama|Romance|War;12573
3061;Green Mile, The (1999);Crime|Drama;12573
1945;Saving Private Ryan (1998);Action|Drama|War;12573
0;Dead Time: Kala (2007);Crime|Fantasy|Film-Noir|Thriller;12611
1;Nightmare Detective (2006);Crime|Fantasy|Horror|Thriller;12611
2;Underworld: Rise of the Lycans (2009);Action|Fantasy|Horror|Thriller;12611
3;Blade: Trinity (2004);Action|Fantasy|Horror|Thriller;12611
4;Day Watch (Dnevnoy dozor) (2006);Action|Fantasy|Horror|Thriller;12611
5;Vamps (2017);Action|Fantasy|Horror|Thriller;12611
315;Shawshank Redemption, The (1994);Crime|Drama;12611
11386;Departed, The (2006);Crime|Drama|Thriller;12611
352;Forrest Gump (1994);Comedy|Drama|Romance|War;12611
3061;Green Mile, The (1999);Crime|Drama;12611
0;You'll Find Out (1940);Comedy|Horror|Musical|Mystery|Romance;12639
1;Angel Heart (1987);Film-Noir|Horror|Mystery|Thriller;12639
2;Blues in the Night (1941);Drama|Film-Noir|Musical;12639
3;Seventh Victim, The (1943);Drama|Film-Noir|Horror|Mystery;12639
4;Black Roses (1988) ;Horror|Musical;12639
5;Devil's Carnival, The (2012);Horror|Musical;12639
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;12639
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;12639
5854;Lord of the Rings: The Two Towers, The (2002);Adventure|Fantasy;12639
1237;Groundhog Day (1993);Comedy|Fantasy|Romance;12639
0;Krrish (2006);Adventure|Musical|Romance|Sci-Fi;12666
1;Poor Little Rich Girl (1936);Adventure|Musical|Romance;12666
2;Curly Top (1935);Children|Musical|Romance;12666
3;By the Light of the Silvery Moon (1953);Children|Musical|Romance;12666
4;Island of Lost Souls (1932);Adventure|Horror|Romance|Sci-Fi;12666
5;Jodhaa Akbar (2008);Drama|Musical|Romance|War;12666
19861;Eastwood on Eastwood (1997);Documentary;12666
28936;Beastie Boys: Sabotage (1994);(no genres listed);12666
1237;Groundhog Day (1993);Comedy|Fantasy|Romance;12666
14475;Fantastic Mr. Fox (2009);Adventure|Animation|Children|Comedy|Crime;12666
0;Kansas City (1996);Crime|Drama|Musical|Thriller;12738
1;Sweeney Todd: The Demon Barber of Fleet Street (1982);Drama|Horror|Musical|Thriller;12738
2;Phantom of the Opera (1943);Horror|Musical|Thriller;12738
3;Sweeney Todd: The Demon Barber of Fleet Street (2007);Drama|Horror|Musical|Thriller;12738
4;Charlie Chan at the Opera (1936);Comedy|Musical|Mystery|Thriller;12738
5;Dhoom (2004);Action|Crime|Musical|Romance;12738
315;Shawshank Redemption, The (1994);Crime|Drama;12738
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;12738
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;12738
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;12738
0;Get on Up (2014);Drama|Musical;12767
1;Traviata, La (1982);Drama|Musical;12767
2;Rhapsody in Blue (1945);Drama|Musical;12767
3;Temptations, The (1998);Drama|Musical;12767
4;Jersey Boys (2014);Drama|Musical;12767
5;For Love or Country: The Arturo Sandoval Story (2000);Drama|Musical;12767
315;Shawshank Redemption, The (1994);Crime|Drama;12767
352;Forrest Gump (1994);Comedy|Drama|Romance|War;12767
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;12767
3061;Green Mile, The (1999);Crime|Drama;12767
0;Red State (2011);Action|Crime|Horror|Thriller;12798
1;Maniac Cop (1988);Action|Crime|Horror|Thriller;12798
2;Carnage Park (2016);Action|Crime|Horror|Thriller;12798
3;Robo Vampire (1988);Action|Crime|Horror|Thriller;12798
4;Cold & Dark (2005);Action|Crime|Horror|Thriller;12798
5;VANish (2015);Action|Crime|Horror|Thriller;12798
315;Shawshank Redemption, The (1994);Crime|Drama;12798
2874;Fight Club (1999);Action|Crime|Drama|Thriller;12798
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;12798
23262;Interstellar (2014);Sci-Fi|IMAX;12798
0;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;12931
1;Rogues' Regiment (1948);Action|Adventure|Film-Noir|Thriller|War;12931
2;Dark City (1998);Adventure|Film-Noir|Sci-Fi|Thriller;12931
3;Alien³ (a.k.a. Alien 3) (1992);Action|Horror|Sci-Fi|Thriller;12931
4;Wraith, The (1986);Action|Horror|Sci-Fi|Thriller;12931
5;The Hunt (2006);Action|Horror|Sci-Fi|Thriller;12931
2874;Fight Club (1999);Action|Crime|Drama|Thriller;12931
1645;Good Will Hunting (1997);Drama|Romance;12931
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;12931
352;Forrest Gump (1994);Comedy|Drama|Romance|War;12931
0;The Dark Tower (2017);Fantasy|Horror|Sci-Fi|Western;12976
1;Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000);Animation|Fantasy|Horror|Sci-Fi;12976
2;Wicked City (Yôjû toshi) (1987);Animation|Fantasy|Horror|Sci-Fi;12976
3;Street Fighter: Round One - FIGHT! (2009);Animation|Fantasy|Horror|Sci-Fi;12976
4;Frankenthumb (2002);Animation|Comedy|Horror|Sci-Fi;12976
5;Cream (2017);Animation|Comedy|Horror|Sci-Fi;12976
35237;Running the Sahara (2009);Documentary;12976
290;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;12976
10304;Serenity (2005);Action|Adventure|Sci-Fi;12976
583;Terminator 2: Judgment Day (1991);Action|Sci-Fi;12976
0;Sincerely Yours (1955);Drama|Musical;13058
1;Dancer in the Dark (2000);Drama|Musical;13058
2;Habana Blues (2005);Drama|Musical;13058
3;Amor brujo, El (Love Bewitched, A) (1986);Drama|Musical;13058
4;"""Great Performances"" Cats (1998)";Musical;13058
5;Three Little Girls in Blue (1946);Musical;13058
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;13058
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;13058
5854;Lord of the Rings: The Two Towers, The (2002);Adventure|Fantasy;13058
17997;Avengers, The (2012);Action|Adventure|Sci-Fi|IMAX;13058
0;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;13110
1;Rogues' Regiment (1948);Action|Adventure|Film-Noir|Thriller|War;13110
2;Assassin Next Door, The (Kirot) (2009);Action|Film-Noir|Thriller;13110
3;Thing, The (1982);Action|Horror|Sci-Fi|Thriller;13110
4;Lake Placid 3 (2010);Action|Horror|Sci-Fi|Thriller;13110
5;Lake Placid: The Final Chapter (2012);Action|Horror|Sci-Fi|Thriller;13110
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;13110
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;13110
7250;Eternal Sunshine of the Spotless Mind (2004);Drama|Romance|Sci-Fi;13110
1625;Truman Show, The (1998);Comedy|Drama|Sci-Fi;13110
0;Mindhunters (2004);Action|Crime|Horror|Mystery|Thriller;13128
1;Like Minds (2006);Crime|Horror|Mystery|Thriller;13128
2;Cyrus: Mind of a Serial Killer (2010);Crime|Horror|Mystery|Thriller;13128
3;Terror on Tour (1980);Crime|Horror|Mystery|Thriller;13128
4;Brutal (2007);Crime|Horror|Mystery|Thriller;13128
5;Eyeball (1975);Crime|Horror|Mystery|Thriller;13128
7250;Eternal Sunshine of the Spotless Mind (2004);Drama|Romance|Sci-Fi;13128
2418;Office Space (1999);Comedy|Crime;13128
1625;Truman Show, The (1998);Comedy|Drama|Sci-Fi;13128
12444;In Bruges (2008);Comedy|Crime|Drama|Thriller;13128
0;Automatic (1995);Action|Horror|Sci-Fi|Thriller;13162
1;Resident Evil (2002);Action|Horror|Sci-Fi|Thriller;13162
2;Lake Placid: The Final Chapter (2012);Action|Horror|Sci-Fi|Thriller;13162
3;House of the Dead 2 (2005);Action|Horror|Sci-Fi|Thriller;13162
4;AVP: Alien vs. Predator (2004);Action|Horror|Sci-Fi|Thriller;13162
5;Razortooth (2007);Action|Horror|Sci-Fi|Thriller;13162
2874;Fight Club (1999);Action|Crime|Drama|Thriller;13162
19861;Eastwood on Eastwood (1997);Documentary;13162
13691;Inglourious Basterds (2009);Action|Drama|War;13162
28936;Beastie Boys: Sabotage (1994);(no genres listed);13162
0;8 Women (2002);Comedy|Crime|Musical|Mystery;13239
1;Lady on a Train (1945);Comedy|Crime|Film-Noir|Mystery|Romance|Thriller;13239
2;Fallen Angel (1945);Crime|Film-Noir|Mystery|Romance;13239
3;I Wake Up Screaming (1941);Crime|Film-Noir|Mystery|Romance|Thriller;13239
4;Backfire (1950);Crime|Film-Noir|Mystery|Romance|Thriller;13239
5;Bugsy Malone (1976);Children|Comedy|Crime|Musical;13239
23262;Interstellar (2014);Sci-Fi|IMAX;13239
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;13239
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;13239
4133;Memento (2000);Mystery|Thriller;13239
0;The Final Storm (2010);Action|Horror|Mystery|Thriller;13419
1;Cold Prey (Fritt Vilt) (2006);Action|Horror|Mystery|Thriller;13419
2;Rise: Blood Hunter (2007);Action|Horror|Mystery|Thriller;13419
3;Fog, The (2005);Action|Horror|Mystery|Thriller;13419
4;7500 (2014);Action|Horror|Mystery|Thriller;13419
5;Invisible Ghost (1941);Action|Horror|Mystery|Thriller;13419
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;13419
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;13419
12356;There Will Be Blood (2007);Drama|Western;13419
3074;Magnolia (1999);Drama;13419
0;Angel Heart (1987);Film-Noir|Horror|Mystery|Thriller;13423
1;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;13423
2;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;13423
3;Vice (2008);Crime|Film-Noir|Mystery|Thriller;13423
4;Lured (1947);Crime|Film-Noir|Mystery|Thriller;13423
5;House of Games (1987);Crime|Film-Noir|Mystery|Thriller;13423
2874;Fight Club (1999);Action|Crime|Drama|Thriller;13423
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;13423
352;Forrest Gump (1994);Comedy|Drama|Romance|War;13423
3061;Green Mile, The (1999);Crime|Drama;13423
0;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;13461
1;Dark City (1998);Adventure|Film-Noir|Sci-Fi|Thriller;13461
2;Kansas City (1996);Crime|Drama|Musical|Thriller;13461
3;Taxi Driver (1976);Crime|Drama|Thriller;13461
4;Valley of Bones (2017);Adventure|Crime|Thriller|Western;13461
5;Amateur (1994);Crime|Drama|Thriller;13461
315;Shawshank Redemption, The (1994);Crime|Drama;13461
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;13461
3918;Snatch (2000);Comedy|Crime|Thriller;13461
3061;Green Mile, The (1999);Crime|Drama;13461
0;Angel Heart (1987);Film-Noir|Horror|Mystery|Thriller;13482
1;Lured (1947);Crime|Film-Noir|Mystery|Thriller;13482
2;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;13482
3;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;13482
4;Vice (2008);Crime|Film-Noir|Mystery|Thriller;13482
5;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;13482
315;Shawshank Redemption, The (1994);Crime|Drama;13482
23262;Interstellar (2014);Sci-Fi|IMAX;13482
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;13482
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;13482
0;Soldiers Of The Damned (2015);Action|Horror|Thriller|War;13494
1;Objective, The (2008);Horror|Sci-Fi|Thriller|War;13494
2;Ghost Recon: Alpha (2012);Action|Sci-Fi|Thriller|War;13494
3;Invisible Ghost (1941);Action|Horror|Mystery|Thriller;13494
4;Cold Prey (Fritt Vilt) (2006);Action|Horror|Mystery|Thriller;13494
5;Rise: Blood Hunter (2007);Action|Horror|Mystery|Thriller;13494
315;Shawshank Redemption, The (1994);Crime|Drama;13494
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;13494
11386;Departed, The (2006);Crime|Drama|Thriller;13494
3061;Green Mile, The (1999);Crime|Drama;13494
0;Lawnmower Man, The (1992);Action|Horror|Sci-Fi|Thriller;13560
1;Tetsuo, the Ironman (Tetsuo) (1988);Action|Horror|Sci-Fi|Thriller;13560
2;The Hunt (2006);Action|Horror|Sci-Fi|Thriller;13560
3;Resident Evil: Apocalypse (2004);Action|Horror|Sci-Fi|Thriller;13560
4;Embryo (1976);Action|Horror|Sci-Fi|Thriller;13560
5;The Meg (2018);Action|Horror|Sci-Fi|Thriller;13560
37433;The Boy Who Walked Backwards (1995);(no genres listed);13560
5419;Songs From the Second Floor (Sånger från andra våningen) (2000);Drama;13560
2276;Celebration, The (Festen) (1998);Drama;13560
8191;Shaun of the Dead (2004);Comedy|Horror;13560
0;Devil in a Blue Dress (1995);Crime|Film-Noir|Mystery|Thriller;13647
1;House of Games (1987);Crime|Film-Noir|Mystery|Thriller;13647
2;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;13647
3;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;13647
4;Vice (2008);Crime|Film-Noir|Mystery|Thriller;13647
5;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;13647
2874;Fight Club (1999);Action|Crime|Drama|Thriller;13647
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;13647
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;13647
2245;American History X (1998);Crime|Drama;13647
0;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;13717
1;Jesus Christ Vampire Hunter (2001);Action|Comedy|Horror|Musical;13717
2;Phantom of the Paradise (1974);Comedy|Fantasy|Horror|Musical|Thriller;13717
3;Scott Pilgrim vs. the World (2010);Action|Comedy|Fantasy|Musical|Romance;13717
4;Legend of Sleepy Hollow, The (1949);Animation|Comedy|Horror|Musical;13717
5;Rocky Horror Picture Show, The (1975);Comedy|Horror|Musical|Sci-Fi;13717
315;Shawshank Redemption, The (1994);Crime|Drama;13717
11386;Departed, The (2006);Crime|Drama|Thriller;13717
523;Schindler's List (1993);Drama|War;13717
3061;Green Mile, The (1999);Crime|Drama;13717
0;Objective, The (2008);Horror|Sci-Fi|Thriller|War;13732
1;Charlie Chan at the Opera (1936);Comedy|Musical|Mystery|Thriller;13732
2;Soldiers Of The Damned (2015);Action|Horror|Thriller|War;13732
3;Exterminator, The (1980);Action|Crime|Thriller|War;13732
4;Ghost Recon: Alpha (2012);Action|Sci-Fi|Thriller|War;13732
5;Pocahontas (1995);Animation|Children|Drama|Musical|Romance;13732
23262;Interstellar (2014);Sci-Fi|IMAX;13732
22261;Dallas Buyers Club (2013);Drama;13732
4783;Donnie Darko (2001);Drama|Mystery|Sci-Fi|Thriller;13732
10628;C.R.A.Z.Y. (2005);Drama;13732
0;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;13779
1;Lured (1947);Crime|Film-Noir|Mystery|Thriller;13779
2;House of Games (1987);Crime|Film-Noir|Mystery|Thriller;13779
3;Vice (2008);Crime|Film-Noir|Mystery|Thriller;13779
4;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;13779
5;Chinatown (1974);Crime|Film-Noir|Mystery|Thriller;13779
315;Shawshank Redemption, The (1994);Crime|Drama;13779
1645;Good Will Hunting (1997);Drama|Romance;13779
352;Forrest Gump (1994);Comedy|Drama|Romance|War;13779
3061;Green Mile, The (1999);Crime|Drama;13779
0;Bugsy Malone (1976);Children|Comedy|Crime|Musical;13819
1;Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997);Children|Musical|Mystery;13819
2;Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995);Children|Musical|Mystery;13819
3;8 Women (2002);Comedy|Crime|Musical|Mystery;13819
4;King Creole (1958);Crime|Drama|Musical;13819
5;Cotton Club, The (1984);Crime|Musical;13819
315;Shawshank Redemption, The (1994);Crime|Drama;13819
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;13819
3061;Green Mile, The (1999);Crime|Drama;13819
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;13819
0;Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996);Comedy|Horror|Musical|Western;13833
1;Seven Brides for Seven Brothers (1954);Comedy|Musical|Romance|Western;13833
2;Annie Get Your Gun (1950);Comedy|Musical|Romance|Western;13833
3;Stingray Sam (2009);Comedy|Musical|Sci-Fi|Western;13833
4;Legend of Sleepy Hollow, The (1949);Animation|Comedy|Horror|Musical;13833
5;Dhoom (2004);Action|Crime|Musical|Romance;13833
23262;Interstellar (2014);Sci-Fi|IMAX;13833
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;13833
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;13833
4133;Memento (2000);Mystery|Thriller;13833
0;Toy Story (1995);Adventure|Animation|Children|Comedy|Fantasy;13863
1;Jumanji (1995);Adventure|Children|Fantasy;13863
2;Grumpier Old Men (1995);Comedy|Romance;13863
3;Waiting to Exhale (1995);Comedy|Drama|Romance;13863
4;Father of the Bride Part II (1995);Comedy;13863
5;Heat (1995);Action|Crime|Thriller;13863
315;Shawshank Redemption, The (1994);Crime|Drama;13863
23262;Interstellar (2014);Sci-Fi|IMAX;13863
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;13863
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;13863
0;Snakeman (2005);Adventure|Horror|Sci-Fi|Thriller;13967
1;Caltiki the Undying Monster (1959);Adventure|Horror|Sci-Fi|Thriller;13967
2;Dark Angel (I Come in Peace) (1990);Action|Horror|Sci-Fi|Thriller;13967
3;Alien³ (a.k.a. Alien 3) (1992);Action|Horror|Sci-Fi|Thriller;13967
4;Deep Blue Sea (1999);Action|Horror|Sci-Fi|Thriller;13967
5;Mutant Hunt (1987);Action|Horror|Sci-Fi|Thriller;13967
315;Shawshank Redemption, The (1994);Crime|Drama;13967
2874;Fight Club (1999);Action|Crime|Drama|Thriller;13967
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;13967
352;Forrest Gump (1994);Comedy|Drama|Romance|War;13967
0;Stage Door Canteen (1943);Comedy|Musical|Romance|War;13977
1;Dracula (Bram Stoker's Dracula) (1992);Fantasy|Horror|Romance|Thriller;13977
2;Eegah (1962);Fantasy|Horror|Romance|Thriller;13977
3;Soldiers Of The Damned (2015);Action|Horror|Thriller|War;13977
4;Objective, The (2008);Horror|Sci-Fi|Thriller|War;13977
5;The Bride (1985);Horror|Romance|Sci-Fi|Thriller;13977
315;Shawshank Redemption, The (1994);Crime|Drama;13977
11386;Departed, The (2006);Crime|Drama|Thriller;13977
