id,usuario,name,stars,categ
53465, 663, Gyoko Sushi & Bar, 5.0, SushiBars
38, 663, Ume Fashion Sushi, 4.5, SushiBars
62079, 665, TOCA, 4.0, American(New)
35977, 665, Universal Grill, 4.0, American(New)
7200, 665, Starbucks, 4.0, American(New)
50582, 665, Red Cranberries Restaurant, 4.0, American(New)
64227, 666, Baked on Brock, 5.0, IceCream&FrozenYogurt
55656, 666, Maple Leaf Dairy, 5.0, IceCream&FrozenYogurt
59392, 666, St-Clair Icecream, 5.0, IceCream&FrozenYogurt
26320, 666, St Patricks Mini Mart, 5.0, IceCream&FrozenYogurt
64227, 667, Baked on Brock, 5.0, IceCream&FrozenYogurt
55656, 667, Maple Leaf Dairy, 5.0, IceCream&FrozenYogurt
59392, 667, St-Clair Icecream, 5.0, IceCream&FrozenYogurt
26320, 667, St Patricks Mini Mart, 5.0, IceCream&FrozenYogurt
41297, 668, Cultures, 4.5, FoodCourt
22661, 668, Sushi & BBbop, 4.5, FoodCourt
26463, 668, Jace Pinoy 2, 4.0, FoodCourt
19128, 668, Olly Fresco's, 4.0, FoodCourt
56, 669, Sanagan's Meat Locker, 5.0, MeatShops
17715, 669, Ellas Meat Market, 5.0, MeatShops
28933, 669, Speducci Mercatto, 5.0, MeatShops
11428, 669, Di Liso's Fine Meats, 5.0, MeatShops
51916, 670, Zeal Burgers, 5.0, Burgers
19476, 670, Hard Rock Cafe, 4.5, Burgers
65359, 670, Hero Certified Burgers, 4.5, Burgers
46787, 670, Extra Burger, 4.5, Burgers
62079, 672, TOCA, 4.0, American(New)
35977, 672, Universal Grill, 4.0, American(New)
7200, 672, Starbucks, 4.0, American(New)
50582, 672, Red Cranberries Restaurant, 4.0, American(New)
43563, 673, Rick's Cafe, 5.0, Cafes
64951, 673, Bailey's Cafe, 5.0, Cafes
22415, 673, Baretto Caffe, 5.0, Cafes
54483, 673, Wallace Espresso, 5.0, Cafes
67527, 674, Sunny Cafe, 5.0, Vegetarian
37582, 674, The Grow Op, 4.5, Vegetarian
11029, 674, Subiksha Foods, 4.5, Vegetarian
24324, 674, The Garage Sandwich, 4.0, Vegetarian
53363, 676, Islas Filipino BBQ and Bar, 5.0, Filipino
32165, 676, Bagnet Bros, 4.5, Filipino
52717, 676, Tocino Boys, 4.5, Filipino
36950, 676, Carolina's Cuisina, 4.5, Filipino
42145, 677, Cock-A-Doodle-Doo, 5.0, Gluten-Free
63028, 677, Blaze Fast-Fire'd Pizza, 4.5, Gluten-Free
2079, 677, Jerkup Central, 4.5, Gluten-Free
34991, 677, 2nd Nature Bakery and Cafe, 4.5, Gluten-Free
42173, 678, Royale's Luncheonette, 5.0, Soup
4046, 678, Orca  The Sandwich Shoppe, 5.0, Soup
51, 678, Ravi Soups, 4.5, Soup
23696, 678, AAamazing Salad, 4.5, Soup
27556, 679, Kaiju, 4.5, Malaysian
51460, 679, One2 Snacks, 4.5, Malaysian
682, 679, Basil Thai Kitchen, 4.0, Malaysian
55819, 679, Yummy Garden, 4.0, Malaysian
23100, 680, Infuse Cafe Bar, 4.5, Beer
16803, 680, Olio, 4.0, Beer
53396, 680, Wallflower, 4.0, Beer
60288, 680, Bar Volo, 4.0, Beer
52594, 681, The Ellery, 5.0, Breakfast&Brunch
45196, 681, Eggsmart, 5.0, Breakfast&Brunch
55, 681, Caffeine, 4.5, Breakfast&Brunch
30034, 681, Sunnyside Grill, 4.5, Breakfast&Brunch
30249, 682, Alma, 4.5, ComfortFood
63905, 682, Chicken'licious, 4.5, ComfortFood
13753, 682, Dirty Food Eatery, 4.5, ComfortFood
15485, 682, Let's Be Frank, 4.5, ComfortFood
62127, 683, Golden Swiss Eat N run, 4.5, American(Traditional)
56894, 683, The Westerly, 4.0, American(Traditional)
41753, 683, Bon Appetit Cafe, 3.5, American(Traditional)
18521, 683, Big Al's Flyin' Phillys, 3.5, American(Traditional)
62127, 684, Golden Swiss Eat N run, 4.5, American(Traditional)
56894, 684, The Westerly, 4.0, American(Traditional)
41753, 684, Bon Appetit Cafe, 3.5, American(Traditional)
18521, 684, Big Al's Flyin' Phillys, 3.5, American(Traditional)
64227, 685, Baked on Brock, 5.0, IceCream&FrozenYogurt
55656, 685, Maple Leaf Dairy, 5.0, IceCream&FrozenYogurt
59392, 685, St-Clair Icecream, 5.0, IceCream&FrozenYogurt
26320, 685, St Patricks Mini Mart, 5.0, IceCream&FrozenYogurt
36115, 686, Burro Burrito, 5.0, Mexican
48946, 686, Good Hombres, 5.0, Mexican
19040, 686, Amigos Latin Flavour, 5.0, Mexican
3583, 686, La Chilaca Taqueria, 4.5, Mexican
36153, 687, Magical Taste of China, 5.0, Chinese
55528, 687, Eupin Chinese Takeout, 5.0, Chinese
45600, 687, Shanghai Shikumen Fine Cuisine, 4.5, Chinese
67411, 687, Canton Kitchen, 4.5, Chinese
36153, 688, Magical Taste of China, 5.0, Chinese
55528, 688, Eupin Chinese Takeout, 5.0, Chinese
45600, 688, Shanghai Shikumen Fine Cuisine, 4.5, Chinese
67411, 688, Canton Kitchen, 4.5, Chinese
56132, 689, Lox + Schmear, 4.5, Bagels
58061, 689, Gryfe's Bagel Bakery, 4.5, Bagels
15874, 689, Bubby's Bagels, 4.5, Bagels
7289, 689, Schmaltz, 4.0, Bagels
68304, 690, CHIN CHIN II, 4.5, Chinese
31830, 690, Shun Jing, 4.5, Chinese
61677, 690, Kung Poa Express, 4.5, Chinese
44578, 690, China Bowl Express, 4.5, Chinese
17175, 692, T's Fat Parrot, 5.0, Bars
27774, 692, food for thought  Crowne Plaza, 4.5, Bars
60774, 692, Queen City Bites & Crafts, 4.5, Bars
16595, 692, Wolfman Pizza - Charlotte, 4.5, Bars
31273, 693, Ohana Poke, 5.0, Hawaiian
30328, 693, Poke Bar, 4.5, Hawaiian
20832, 693, Bella Fresco, 3.5, Hawaiian
54236, 693, Teriyaki Madness, 3.5, Hawaiian
68304, 694, CHIN CHIN II, 4.5, Chinese
31830, 694, Shun Jing, 4.5, Chinese
61677, 694, Kung Poa Express, 4.5, Chinese
44578, 694, China Bowl Express, 4.5, Chinese
68304, 695, CHIN CHIN II, 4.5, Chinese
31830, 695, Shun Jing, 4.5, Chinese
61677, 695, Kung Poa Express, 4.5, Chinese
44578, 695, China Bowl Express, 4.5, Chinese
67916, 697, Montreal Bagels, 4.5, Bagels
13678, 697, Great Canadian Bagel, 4.0, Bagels
18286, 697, Redheads Japa Cafe, 4.0, Bagels
26053, 697, Blenz Coffee, 4.0, Bagels
39912, 698, Dobson's Restaurant & Bar, 4.5, American(Traditional)
4114, 698, Colors Bistro, 4.0, American(Traditional)
15586, 698, Mom's Place, 4.0, American(Traditional)
18161, 698, Selkirk Grille, 4.0, American(Traditional)
59763, 699, Sun Island Eatery, 4.5, Chinese
12054, 699, Gee Gong Restaurant, 4.5, Chinese
22962, 699, China Palace Restaurant, 4.5, Chinese
59671, 699, Ginger Beef Express, 4.5, Chinese
31414, 700, Bongiorno Bagels, 4.0, Bagels
24750, 700, Brueggers Bagels, 3.5, Bagels
37765, 700, Einstein Bros Bagels, 2.5, Bagels
26357, 700, Caribou Coffee and Einstein's Bagels, 2.0, Bagels
19595, 701, Wok with Ming, 5.0, Chinese
11601, 701, Wei wok, 4.5, Chinese
210, 701, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 701, King Wok, 4.0, Chinese
19595, 703, Wok with Ming, 5.0, Chinese
11601, 703, Wei wok, 4.5, Chinese
210, 703, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 703, King Wok, 4.0, Chinese
19595, 704, Wok with Ming, 5.0, Chinese
11601, 704, Wei wok, 4.5, Chinese
210, 704, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 704, King Wok, 4.0, Chinese
240, 705, Even Stevens Sandwiches, 4.5, Gluten-Free
29303, 705, The Soda Shop, 4.5, Gluten-Free
62681, 705, Gluten Free Country Store, 4.5, Gluten-Free
7261, 705, Nourish, 3.5, Gluten-Free
12798, 706, Red Bird Cafe, 4.0, Burgers
49219, 706, Bing's Burgers, 4.0, Burgers
45886, 706, Flancer's, 4.0, Burgers
33303, 706, In-N-Out Burger, 4.0, Burgers
11593, 710, The Great Gadsby Bakery, 5.0, Bakeries
25670, 710, Phoenix Cake Company, 5.0, Bakeries
26934, 710, One More Bite Bakery, 4.5, Bakeries
31257, 710, Sue Jacobs Cakes, 4.5, Bakeries
4519, 712, The Crowned Egg, 4.5, Breakfast&Brunch
42424, 712, Donut Worry Coffee & Smoothies, 4.5, Breakfast&Brunch
65778, 712, Postino East, 4.5, Breakfast&Brunch
12204, 712, Bold Roost Espresso Bar and Cafe, 4.0, Breakfast&Brunch
25203, 713, Jimmy Changas, 5.0, Bars
3951, 713, Blue 32 Sports Grill, 4.0, Bars
26338, 713, Joyride Taco House, 4.0, Bars
64783, 713, Buddyz A Chicago Pizzeria, 4.0, Bars
19595, 714, Wok with Ming, 5.0, Chinese
11601, 714, Wei wok, 4.5, Chinese
210, 714, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 714, King Wok, 4.0, Chinese
19595, 715, Wok with Ming, 5.0, Chinese
11601, 715, Wei wok, 4.5, Chinese
210, 715, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 715, King Wok, 4.0, Chinese
1178, 716, Jersey Mike's Subs, 4.0, Delis
59072, 716, Togo’s Sandwiches, 4.0, Delis
13184, 716, Potbelly Sandwich Shop, 3.5, Delis
28367, 716, Jersey Mike's Subs, 3.5, Delis
51528, 717, Curry Garden, 4.0, Buffets
29016, 717, Peter Piper Pizza, 3.5, Buffets
57640, 717, India Gate, 3.5, Buffets
46330, 717, Golden Corral, 3.0, Buffets
37361, 718, Big Island Hawaiian BBQ, 4.5, Hawaiian
39307, 718, Hawaiian Sun BBQ, 4.0, Hawaiian
47758, 718, Teriyaki Madness, 3.0, Hawaiian
19595, 719, Wok with Ming, 5.0, Chinese
11601, 719, Wei wok, 4.5, Chinese
210, 719, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 719, King Wok, 4.0, Chinese
31414, 720, Bongiorno Bagels, 4.0, Bagels
24750, 720, Brueggers Bagels, 3.5, Bagels
37765, 720, Einstein Bros Bagels, 2.5, Bagels
26357, 720, Caribou Coffee and Einstein's Bagels, 2.0, Bagels
25203, 722, Jimmy Changas, 5.0, Bars
3951, 722, Blue 32 Sports Grill, 4.0, Bars
26338, 722, Joyride Taco House, 4.0, Bars
64783, 722, Buddyz A Chicago Pizzeria, 4.0, Bars
19595, 723, Wok with Ming, 5.0, Chinese
11601, 723, Wei wok, 4.5, Chinese
210, 723, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 723, King Wok, 4.0, Chinese
19595, 725, Wok with Ming, 5.0, Chinese
11601, 725, Wei wok, 4.5, Chinese
210, 725, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 725, King Wok, 4.0, Chinese
36639, 729, Quick N Shine Carwash, 4.5, AutoDetailing
19595, 731, Wok with Ming, 5.0, Chinese
11601, 731, Wei wok, 4.5, Chinese
210, 731, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 731, King Wok, 4.0, Chinese
49984, 732, Caldwell County BBQ, 4.5, Barbeque
52524, 732, Gecko Grill, 4.0, Barbeque
61157, 732, Pepe's BBQ, 4.0, Barbeque
68282, 732, Whiskey Ranch BBQ, 4.0, Barbeque
1759, 734, Pockets Bar & Grille, 4.5, American(New)
53480, 734, Zinburger, 4.0, American(New)
39247, 734, Bar n Grill, 3.5, American(New)
42009, 734, La Casa Grill, 3.5, American(New)
13049, 737, Pepper Cafe, 4.5, Cantonese
23625, 737, Wild Ginger Asian Bistro, 4.5, Cantonese
1759, 739, Pockets Bar & Grille, 4.5, American(New)
53480, 739, Zinburger, 4.0, American(New)
39247, 739, Bar n Grill, 3.5, American(New)
42009, 739, La Casa Grill, 3.5, American(New)
13473, 740, Maria's Mexican Food, 3.5, EthnicFood
27080, 740, Amarone Ristorante, 2.5, EthnicFood
51528, 741, Curry Garden, 4.0, Buffets
29016, 741, Peter Piper Pizza, 3.5, Buffets
57640, 741, India Gate, 3.5, Buffets
46330, 741, Golden Corral, 3.0, Buffets
19595, 742, Wok with Ming, 5.0, Chinese
11601, 742, Wei wok, 4.5, Chinese
210, 742, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 742, King Wok, 4.0, Chinese
25203, 743, Jimmy Changas, 5.0, Bars
3951, 743, Blue 32 Sports Grill, 4.0, Bars
26338, 743, Joyride Taco House, 4.0, Bars
64783, 743, Buddyz A Chicago Pizzeria, 4.0, Bars
19595, 744, Wok with Ming, 5.0, Chinese
11601, 744, Wei wok, 4.5, Chinese
210, 744, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 744, King Wok, 4.0, Chinese
19595, 747, Wok with Ming, 5.0, Chinese
11601, 747, Wei wok, 4.5, Chinese
210, 747, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 747, King Wok, 4.0, Chinese
19595, 749, Wok with Ming, 5.0, Chinese
11601, 749, Wei wok, 4.5, Chinese
210, 749, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 749, King Wok, 4.0, Chinese
62036, 750, Orient Sushi Grill, 4.0, AsianFusion
27615, 750, Wok Up, 3.5, AsianFusion
33116, 750, Kona Grill, 3.5, AsianFusion
38049, 750, Fusion Burritos, 3.0, AsianFusion
12039, 751, Salad and Go, 4.5, Vegetarian
45414, 751, Salad and Go, 4.0, Vegetarian
61002, 751, Pho Lotus, 4.0, Vegetarian
14514, 751, Tropical Smoothie Cafe, 3.0, Vegetarian
19595, 752, Wok with Ming, 5.0, Chinese
11601, 752, Wei wok, 4.5, Chinese
210, 752, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 752, King Wok, 4.0, Chinese
12229, 753, Local Eats, 4.5, Salad
42989, 753, Salad and Go, 4.5, Salad
49663, 753, Wildflower - Rivulon, 4.5, Salad
58369, 753, My Pie Pizza, 4.5, Salad
19595, 754, Wok with Ming, 5.0, Chinese
11601, 754, Wei wok, 4.5, Chinese
210, 754, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 754, King Wok, 4.0, Chinese
19595, 755, Wok with Ming, 5.0, Chinese
11601, 755, Wei wok, 4.5, Chinese
210, 755, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 755, King Wok, 4.0, Chinese
19595, 756, Wok with Ming, 5.0, Chinese
11601, 756, Wei wok, 4.5, Chinese
210, 756, Yao Fine Chinese Cuisine, 4.0, Chinese
368, 756, King Wok, 4.0, Chinese
36153, 758, Magical Taste of China, 5.0, Chinese
55528, 758, Eupin Chinese Takeout, 5.0, Chinese
45600, 758, Shanghai Shikumen Fine Cuisine, 4.5, Chinese
67411, 758, Canton Kitchen, 4.5, Chinese
56132, 760, Lox + Schmear, 4.5, Bagels
58061, 760, Gryfe's Bagel Bakery, 4.5, Bagels
15874, 760, Bubby's Bagels, 4.5, Bagels
7289, 760, Schmaltz, 4.0, Bagels
23280, 761, Madam Boeuf And Flea, 5.0, Bars
33219, 761, MoTo Coffee and Snack Bar, 5.0, Bars
48334, 761, FK, 5.0, Bars
14020, 761, York Station Bar, 5.0, Bars
36153, 762, Magical Taste of China, 5.0, Chinese
55528, 762, Eupin Chinese Takeout, 5.0, Chinese
45600, 762, Shanghai Shikumen Fine Cuisine, 4.5, Chinese
67411, 762, Canton Kitchen, 4.5, Chinese
4660, 764, Americana Hot Dog Co, 4.5, HotDogs
17836, 764, Patty and Franks, 4.5, HotDogs
52796, 764, New York Fries, 4.5, HotDogs
9814, 764, Apiecalypse Now!, 4.0, HotDogs
40421, 765, Kodo Sushi Sake, 5.0, SushiBars
8735, 765, Pick N' Roll, 5.0, SushiBars
55892, 765, Hiro Sushi, 4.5, SushiBars
30274, 765, Teharu Sushi, 4.0, SushiBars
41738, 768, Hula's Modern Tiki Scottsdale, 4.0, PanAsian
63475, 768, Joyful Chinese Dining, 4.0, PanAsian
950, 771, Jade Palace, 4.0, Chinese
35612, 771, Shanghai Club, 4.0, Chinese
7183, 771, Red House, 3.5, Chinese
15397, 771, Sesame Inn Carefree, 3.5, Chinese
950, 773, Jade Palace, 4.0, Chinese
35612, 773, Shanghai Club, 4.0, Chinese
7183, 773, Red House, 3.5, Chinese
15397, 773, Sesame Inn Carefree, 3.5, Chinese
950, 776, Jade Palace, 4.0, Chinese
35612, 776, Shanghai Club, 4.0, Chinese
7183, 776, Red House, 3.5, Chinese
15397, 776, Sesame Inn Carefree, 3.5, Chinese
45500, 777, Filiberto's Mexican Food, 2.0, Argentine
67986, 778, Shakes & Cones, 4.5, Desserts
10957, 778, Virtù, 4.5, Desserts
18214, 778, San Francisco Chocolate Factory, 4.5, Desserts
43512, 778, Super Chunk Sweets & Treats, 4.5, Desserts
42154, 779, Leoni's Focaccia, 5.0, Italian
2445, 779, Il Bosco Pizza, 4.5, Italian
26497, 779, Pasta -N- More, 4.5, Italian
57145, 779, Il Poggio D'Italia, 4.5, Italian
49096, 780, RIPE Personal Chef Services, 5.0, Caterers
12872, 780, Street Cafe and Coffee Lounge, 5.0, Caterers
6416, 780, The Painted Horse Restaurant, 4.5, Caterers
23476, 780, Butter & Me Bakeshop, 4.5, Caterers
63642, 781, White Lion Tea, 5.0, SpecialtyFood
37181, 781, Doc Popcorn, 4.5, SpecialtyFood
40769, 781, Cafe Paris French Bistro & Catering, 4.5, SpecialtyFood
173, 781, Naya Mediterranean Cuisine, 4.0, SpecialtyFood
950, 782, Jade Palace, 4.0, Chinese
35612, 782, Shanghai Club, 4.0, Chinese
7183, 782, Red House, 3.5, Chinese
15397, 782, Sesame Inn Carefree, 3.5, Chinese
950, 783, Jade Palace, 4.0, Chinese
35612, 783, Shanghai Club, 4.0, Chinese
7183, 783, Red House, 3.5, Chinese
15397, 783, Sesame Inn Carefree, 3.5, Chinese
950, 784, Jade Palace, 4.0, Chinese
35612, 784, Shanghai Club, 4.0, Chinese
7183, 784, Red House, 3.5, Chinese
15397, 784, Sesame Inn Carefree, 3.5, Chinese
1173, 785, Peter Piper Pizza, 3.5, Buffets
3038, 785, Great China, 3.5, Buffets
16872, 785, Peter Piper Pizza, 3.5, Buffets
42099, 785, Wandering Horse Buffet, 3.5, Buffets
950, 787, Jade Palace, 4.0, Chinese
35612, 787, Shanghai Club, 4.0, Chinese
7183, 787, Red House, 3.5, Chinese
15397, 787, Sesame Inn Carefree, 3.5, Chinese
950, 788, Jade Palace, 4.0, Chinese
35612, 788, Shanghai Club, 4.0, Chinese
7183, 788, Red House, 3.5, Chinese
15397, 788, Sesame Inn Carefree, 3.5, Chinese
16134, 789, J&M Fish Market, 3.5, SeafoodMarkets
64549, 790, Hong Kong Asian Cuisine, 3.5, Cantonese
18639, 791, De Mi Tierra Restaurant, 3.5, Peruvian
48673, 791, Inca's Peruvian Cuisine, 3.5, Peruvian
950, 792, Jade Palace, 4.0, Chinese
35612, 792, Shanghai Club, 4.0, Chinese
7183, 792, Red House, 3.5, Chinese
15397, 792, Sesame Inn Carefree, 3.5, Chinese
950, 794, Jade Palace, 4.0, Chinese
35612, 794, Shanghai Club, 4.0, Chinese
7183, 794, Red House, 3.5, Chinese
15397, 794, Sesame Inn Carefree, 3.5, Chinese
63241, 795, The Local Donut, 5.0, Bagels
54012, 795, The Brilliant Bagel, 5.0, Bagels
5709, 795, Big City Bagels, 4.5, Bagels
51103, 795, Bagel Nosh, 4.5, Bagels
950, 796, Jade Palace, 4.0, Chinese
35612, 796, Shanghai Club, 4.0, Chinese
7183, 796, Red House, 3.5, Chinese
15397, 796, Sesame Inn Carefree, 3.5, Chinese
53172, 797, Thai On Demand, 4.5, Thai
32313, 797, La's Thai Cuisine, 4.5, Thai
53073, 797, Thai Express, 4.0, Thai
67831, 797, Thai House, 4.0, Thai
950, 798, Jade Palace, 4.0, Chinese
35612, 798, Shanghai Club, 4.0, Chinese
7183, 798, Red House, 3.5, Chinese
15397, 798, Sesame Inn Carefree, 3.5, Chinese
47728, 800, Brooklyn Cafe, 4.5, French
4944, 800, The House Brasserie, 4.0, French
8922, 800, La Petite France, 4.0, French
23270, 800, Petite Maison, 4.0, French
950, 801, Jade Palace, 4.0, Chinese
35612, 801, Shanghai Club, 4.0, Chinese
7183, 801, Red House, 3.5, Chinese
15397, 801, Sesame Inn Carefree, 3.5, Chinese
950, 802, Jade Palace, 4.0, Chinese
35612, 802, Shanghai Club, 4.0, Chinese
7183, 802, Red House, 3.5, Chinese
15397, 802, Sesame Inn Carefree, 3.5, Chinese
184, 804, Sakana Sushi & Grill, 4.0, AsianFusion
6790, 804, Eddie Chan's Asian Bistro, 4.0, AsianFusion
13515, 804, Pure Sushi, 4.0, AsianFusion
33475, 804, SumoMaya, 4.0, AsianFusion
950, 806, Jade Palace, 4.0, Chinese
35612, 806, Shanghai Club, 4.0, Chinese
7183, 806, Red House, 3.5, Chinese
15397, 806, Sesame Inn Carefree, 3.5, Chinese
950, 807, Jade Palace, 4.0, Chinese
35612, 807, Shanghai Club, 4.0, Chinese
7183, 807, Red House, 3.5, Chinese
15397, 807, Sesame Inn Carefree, 3.5, Chinese
950, 809, Jade Palace, 4.0, Chinese
35612, 809, Shanghai Club, 4.0, Chinese
7183, 809, Red House, 3.5, Chinese
15397, 809, Sesame Inn Carefree, 3.5, Chinese
58313, 814, Star Fire Golfclub, 4.5, Burgers
50915, 814, Killer Burger, 4.5, Burgers
36143, 814, BluBurger Grille, 4.5, Burgers
927, 814, McDonald's, 4.0, Burgers
63241, 815, The Local Donut, 5.0, Bagels
54012, 815, The Brilliant Bagel, 5.0, Bagels
5709, 815, Big City Bagels, 4.5, Bagels
51103, 815, Bagel Nosh, 4.5, Bagels
13084, 816, The Bull Market - Butcher Shop, 5.0, Butcher
950, 820, Jade Palace, 4.0, Chinese
35612, 820, Shanghai Club, 4.0, Chinese
7183, 820, Red House, 3.5, Chinese
15397, 820, Sesame Inn Carefree, 3.5, Chinese
950, 821, Jade Palace, 4.0, Chinese
35612, 821, Shanghai Club, 4.0, Chinese
7183, 821, Red House, 3.5, Chinese
15397, 821, Sesame Inn Carefree, 3.5, Chinese
29002, 823, Inner Circle Cafe, 5.0, Breakfast&Brunch
14795, 823, Butterfield's Pancake House, 4.5, Breakfast&Brunch
43052, 823, Postino Highland, 4.5, Breakfast&Brunch
40183, 823, Eggstasy, 4.5, Breakfast&Brunch
4161, 825, Carlson Creek Vineyard, 4.5, WineTastingRoom
19953, 825, Decanter Winery & Lounge, 4.5, WineTastingRoom
53356, 827, Krispy Krunchy Chicken, 5.0, ChickenWings
24709, 827, ATL Wings, 4.5, ChickenWings
2708, 827, Long Wong's, 3.5, ChickenWings
42125, 827, Long Wongs, 3.5, ChickenWings
12190, 828, Kaleidoscope Juice, 4.5, HealthMarkets
52426, 828, Sunflower Market, 4.5, HealthMarkets
55411, 828, Bodega, 4.0, HealthMarkets
56194, 828, Kaleidoscope Juice, 4.0, HealthMarkets
950, 829, Jade Palace, 4.0, Chinese
35612, 829, Shanghai Club, 4.0, Chinese
7183, 829, Red House, 3.5, Chinese
15397, 829, Sesame Inn Carefree, 3.5, Chinese
950, 830, Jade Palace, 4.0, Chinese
35612, 830, Shanghai Club, 4.0, Chinese
7183, 830, Red House, 3.5, Chinese
15397, 830, Sesame Inn Carefree, 3.5, Chinese
53789, 832, True Juice, 5.0, JuiceBars&Smoothies
25505, 832, Dutch Bros Coffee, 4.5, JuiceBars&Smoothies
20493, 832, Boss Coffee, 4.5, JuiceBars&Smoothies
54501, 832, Kaleidoscope Juice, 4.5, JuiceBars&Smoothies
950, 833, Jade Palace, 4.0, Chinese
35612, 833, Shanghai Club, 4.0, Chinese
7183, 833, Red House, 3.5, Chinese
15397, 833, Sesame Inn Carefree, 3.5, Chinese
37265, 834, Caribbean Fusion, 3.5, Caribbean
11543, 835, Naked BBQ, 4.5, Barbeque
20855, 835, Porkopolis, 4.0, Barbeque
22907, 835, Arizona BBQ Shack, 4.0, Barbeque
34059, 835, Dickey's Barbecue Pit, 4.0, Barbeque
950, 836, Jade Palace, 4.0, Chinese
35612, 836, Shanghai Club, 4.0, Chinese
7183, 836, Red House, 3.5, Chinese
15397, 836, Sesame Inn Carefree, 3.5, Chinese
950, 837, Jade Palace, 4.0, Chinese
35612, 837, Shanghai Club, 4.0, Chinese
7183, 837, Red House, 3.5, Chinese
15397, 837, Sesame Inn Carefree, 3.5, Chinese
950, 840, Jade Palace, 4.0, Chinese
35612, 840, Shanghai Club, 4.0, Chinese
7183, 840, Red House, 3.5, Chinese
15397, 840, Sesame Inn Carefree, 3.5, Chinese
17960, 841, Mozart Cafe & Bakery, 4.5, Kosher
49953, 841, milk+honey espresso bar & eatery, 4.5, Kosher
7752, 841, Paprika Mediterranean Experience, 4.0, Kosher
33056, 843, Fired Pie, 4.5, Gluten-Free
50398, 843, Menchie's Frozen Yogurt, 4.5, Gluten-Free
51927, 843, Miami Rice: Pudding Co., 4.5, Gluten-Free
58401, 843, Flower Child, 4.5, Gluten-Free
5442, 848, Oasis Cafe, 3.5, Lebanese
61394, 848, Zoes Kitchen, 3.5, Lebanese
562, 849, Sea Saw, 4.5, Japanese
555, 849, Squid Ink, 4.0, Japanese
982, 849, Samari Sams, 4.0, Japanese
1479, 849, Taneko Japanese Tavern, 4.0, Japanese
562, 851, Sea Saw, 4.5, Japanese
555, 851, Squid Ink, 4.0, Japanese
982, 851, Samari Sams, 4.0, Japanese
1479, 851, Taneko Japanese Tavern, 4.0, Japanese
562, 852, Sea Saw, 4.5, Japanese
555, 852, Squid Ink, 4.0, Japanese
982, 852, Samari Sams, 4.0, Japanese
1479, 852, Taneko Japanese Tavern, 4.0, Japanese
13150, 853, Phoenix Wine, 5.0, Wine&Spirits
45256, 853, Liquor Vault, 5.0, Wine&Spirits
7402, 853, Bacchus Wine Made Simple, 4.5, Wine&Spirits
9480, 853, D's Market, 4.5, Wine&Spirits
184, 857, Sakana Sushi & Grill, 4.0, AsianFusion
6790, 857, Eddie Chan's Asian Bistro, 4.0, AsianFusion
13515, 857, Pure Sushi, 4.0, AsianFusion
33475, 857, SumoMaya, 4.0, AsianFusion
54274, 861, John Anthoney's Italian Bread Company, 5.0, Bakeries
704, 861, Sweets Unlimited, 4.5, Bakeries
18011, 861, kakery, 4.5, Bakeries
65838, 861, The Original Rainbow Donuts, 4.5, Bakeries
29002, 862, Inner Circle Cafe, 5.0, Breakfast&Brunch
14795, 862, Butterfield's Pancake House, 4.5, Breakfast&Brunch
43052, 862, Postino Highland, 4.5, Breakfast&Brunch
40183, 862, Eggstasy, 4.5, Breakfast&Brunch
42154, 864, Leoni's Focaccia, 5.0, Italian
2445, 864, Il Bosco Pizza, 4.5, Italian
26497, 864, Pasta -N- More, 4.5, Italian
57145, 864, Il Poggio D'Italia, 4.5, Italian
67986, 865, Shakes & Cones, 4.5, Desserts
10957, 865, Virtù, 4.5, Desserts
18214, 865, San Francisco Chocolate Factory, 4.5, Desserts
43512, 865, Super Chunk Sweets & Treats, 4.5, Desserts
42154, 866, Leoni's Focaccia, 5.0, Italian
2445, 866, Il Bosco Pizza, 4.5, Italian
26497, 866, Pasta -N- More, 4.5, Italian
57145, 866, Il Poggio D'Italia, 4.5, Italian
42154, 871, Leoni's Focaccia, 5.0, Italian
2445, 871, Il Bosco Pizza, 4.5, Italian
26497, 871, Pasta -N- More, 4.5, Italian
57145, 871, Il Poggio D'Italia, 4.5, Italian
67986, 873, Shakes & Cones, 4.5, Desserts
10957, 873, Virtù, 4.5, Desserts
18214, 873, San Francisco Chocolate Factory, 4.5, Desserts
43512, 873, Super Chunk Sweets & Treats, 4.5, Desserts
25390, 874, Saffron Kitchen, 3.5, ActiveLife
57432, 874, Philadelphia Sandwich Company, 3.0, ActiveLife
34912, 877, Saffron Market, 5.0, Grocery
